PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
-1.0279998338987362,0.17529221119723382,-1.0384768035347944,-0.31487497677977594,0.01149087601523398,-1.4464008852059387,-0.6316626151520447,-0.039323268786702864,0.719098586535207,0.36577321419601483,0.22510073343597875
0.3383524419784444,-0.3928826071957348,-0.1786786850953225,1.3625584477895416,0.6069457530415066,0.3964110436562917,-1.2265405742338609,0.8098941443597659,0.7889417009703735,0.8506328691083889,1.0596132689105169
-2.4695720812705417,1.0522847907305026,1.6096685985113475,-0.01658862909827264,0.19720508366503195,-0.06433134657334456,0.49436551989066446,-0.12999682772762972,1.8725993665373524,-0.2863087382816975,0.6595935860907401
-2.347029241005865,0.2471675709741165,0.11547751262544365,-0.9481397767056123,-0.05162825569695521,0.5694315895144614,0.8800584468745518,0.616817692868551,-0.4837006405089714,-0.20153200368112295,0.5266338334837456
-1.1932149914206909,0.1384279302749551,-1.2938289885488043,1.1670621959293814,-0.7896126557826119,0.7391365788508533,0.4134304887203941,-1.8171804703609977,-1.9627731978216618,-1.589083151184921,-0.5342477484637983
0.20214739881661217,-1.0557575216624655,-0.26151113794263076,-0.09189486123980474,1.2537398125993593,1.772449859292947,0.4512153698589545,0.06037881260452782,-1.8871137222307484,0.08851315720831639,0.4848704655732388
-1.8680208515682943,0.5765265534881384,0.7803801524066777,0.4507115369554571,0.7155037282501866,1.0545744400522115,1.1796169255953888,-0.5711429254816037,0.5679019721306634,0.10318360484407181,0.5664468891269381
1.3364157091228988,-3.012775988916112,0.3116390695546259,0.28264686467042116,1.930955000912534,-0.3067657677915208,-0.4454445763157109,-1.267533873910913,-1.141492091545036,1.5032546867424217,0.18061808376599775
-1.9700054715934916,0.8229423921923044,1.2326644025483937,0.13445451256154167,-0.7772461854869419,1.0619589196227233,-1.6572121065020375,-0.0754240267370388,-2.155959927687478,1.055100804200596,-0.37682818690576475
0.08907432688858967,-0.3465324080523631,0.15418360740462275,1.8443416261614332,-0.11713802376654774,0.6628965748670765,-0.4293905398648602,-1.2095179962907099,0.18212934939458167,-0.4459261792526303,-0.7944002530024021
-1.4593177120037573,-0.003791890274159253,2.767048001690488,-0.6090559228148378,-0.9874499398488589,0.9683329158924394,-1.1123835558526527,2.0632385823940136,-1.329390566264042,0.390187270123789,0.6604467770475618
0.9007255823008714,-2.0433741073156844,-3.627969483454842,-2.168323752743474,-0.4970113298218638,0.44703404394996293,-0.33109035255108876,-0.4889930821465282,-0.38993416161059696,0.14516459906818902,-0.17935714652874457
0.04877665050327926,-0.9410532582226155,0.7315672440873439,0.3349005639447083,1.1815405866030868,-0.344018270269201,0.06585666449668459,-0.8022829098222547,-0.6815383116481001,0.8435773780898296,0.8696951900351931
