AC or DC,Aluminium concentration (%),Boron concentration (%),Carbon concentration (weight%),Chromium concentration (weight%),Copper concentration (weight%),Current (A),Electrode positive or negative,Heat input (kJ/mm),Interpass temperature (deg C),Manganese concentration (weight%),Molybdenum concentration (weight%),Nickel concentration (weight%),Niobium concentration (%),Nitrogen concentration (%),Oxygen concentration (%),Phosphorus concentration (weight%),Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Silicon concentration (weight%),Sulphur concentration (weight%),Titanium concentration (%),Type of weld,Vanadium concentration (weight%),Voltage (V),cluster
0.0,0.0096957519651923,0.0036,0.086,8.98,0.3077679093096298,180.0,1.0,1.0,175.0,1.04,1.01,0.2128340265879234,0.056,0.016,0.0567,0.013,750.0,8.0,0.2,0.008,0.0149103976839078,0.0,0.22,34.0,MeilleirResistance/MoindreDuctilite
0.0,0.007168506940225,0.0069,0.088,9.08,0.2674649471056219,180.0,1.0,1.0,175.0,1.06,1.0,0.7498053721671483,0.056,0.0155,0.0538,0.013,750.0,8.0,0.24,0.007,0.031752730857007,0.0,0.23,34.0,MeilleirResistance/MoindreDuctilite
0.0,0.0255394358389209,0.0005326343537256,0.038,0.22,0.1564585514569806,170.0,1.0,1.0,200.0,0.65,0.5252210526027925,0.2128340265879234,0.009099592313527,0.0082,0.0421,0.014,250.0,14.0,0.3,0.007,0.0041687548724656,0.0,0.0124312220104695,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0241202012652234,0.0005528609705376,0.038,0.22,0.4151909134069015,170.0,1.0,1.0,200.0,0.65,0.4632610038543145,1.7105075589163123,0.0276147774017409,0.0082,0.0421,0.014,580.0,2.0,0.3,0.007,0.0082098840448087,0.0,0.0703391052036413,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0152992769116895,0.0008926116378794,0.041,0.24,0.2640759261104101,170.0,1.0,1.0,200.0,1.01,0.4724704287225336,1.2271131706585732,0.0078692306400687,0.0082,0.0421,0.013,250.0,14.0,0.32,0.008,0.0059729219396102,0.0,0.0917427896324039,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0123162327178947,0.0004307466325865,0.041,0.24,0.0830941423361074,170.0,1.0,1.0,200.0,1.01,0.6199472895117439,0.5697083477863396,0.0078692306400687,0.0082,0.0421,0.013,580.0,2.0,0.32,0.008,0.0030488560466643,0.0,0.0277305643769814,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0064255536459492,0.0011567855775865,0.044,0.24,0.1025241056410807,170.0,1.0,1.0,200.0,1.45,0.4724704287225336,0.0063092870721724,0.0089759385682099,0.0082,0.0421,0.013,250.0,14.0,0.32,0.007,0.0085318800851452,0.0,0.0571550075366096,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.007,0.0007412392253259,0.044,0.24,0.1930277482225537,170.0,1.0,1.0,200.0,1.45,0.0084697436038695,0.2128340265879234,0.0034573968978377,0.0082,0.0421,0.013,580.0,2.0,0.32,0.007,0.0114953735587597,0.0,0.0242001002495356,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0212342713631237,0.0011947453431043,0.048,0.26,0.243547766673721,170.0,1.0,1.0,200.0,1.85,0.4869736093921512,0.2093809962655812,0.0078692306400687,0.0082,0.0421,0.013,250.0,14.0,0.33,0.007,0.0160095306798767,0.0,0.0505700683479193,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0345918105498863,0.0024776991243756,0.048,0.26,0.4164231913015547,170.0,1.0,1.0,200.0,1.85,0.2630194374743146,1.3044306265314192,0.0153110730916672,0.0082,0.0421,0.013,580.0,2.0,0.33,0.007,0.0118621094147129,0.0,0.0721285473633047,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.026770180872972,0.000534572844077,0.04,0.51,0.2663500001160856,170.0,1.0,1.0,200.0,0.6,0.4492700414536386,0.7916361665197902,0.0078692306400687,0.0082,0.0421,0.01,250.0,14.0,0.33,0.006,0.0056958052348823,0.0,0.1325799072314317,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0146663415683957,0.001059400580387,0.04,0.51,0.319047518005577,170.0,1.0,1.0,200.0,0.6,0.4724704287225336,0.8169885238011041,0.0017254398818447,0.0082,0.0421,0.01,580.0,2.0,0.33,0.006,0.012666748317433,0.0,0.0469076484809123,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0208753437899343,0.0011776196618099,0.043,0.53,0.4446359756303808,170.0,1.0,1.0,200.0,0.95,0.4724704287225336,0.6796323128639933,0.0287308175296527,0.0082,0.0421,0.01,250.0,14.0,0.31,0.007,0.0059076654124161,0.0,0.1169726255845554,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0243441981997738,0.0008137870589973,0.043,0.53,0.4406013451427191,170.0,1.0,1.0,200.0,0.95,0.4727064593288871,0.9162619390339192,0.0119426736434675,0.0082,0.0421,0.01,580.0,2.0,0.31,0.007,0.0021104104552184,0.0,0.0418621274649609,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0050763728856991,0.0011096374410958,0.047,0.53,0.0500046700535742,170.0,1.0,1.0,200.0,1.42,0.2200586542991909,0.4033036094557587,0.0022538389562235,0.0082,0.0421,0.01,250.0,14.0,0.33,0.006,0.0159426814454392,0.0,0.0064449578984882,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0214125369388133,0.0010282826390945,0.047,0.53,0.6150407461762589,170.0,1.0,1.0,200.0,1.42,0.4554855687993703,0.6319985189860138,0.0267682583783971,0.0082,0.0421,0.01,580.0,2.0,0.33,0.006,0.0041607530813029,0.0,0.1079058768996265,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0100011609120768,0.0010581861408825,0.051,0.52,0.3770714883869037,170.0,1.0,1.0,200.0,1.83,0.3010599326925766,0.2128340265879234,0.0401903792383995,0.0082,0.0421,0.013,250.0,14.0,0.33,0.006,0.0078604585741418,0.0,0.0778429510913145,21.0,MeilleirResistance/MoindreDuctilite
0.0,0.007,0.0007737474008898,0.051,0.52,0.4146807214825715,170.0,1.0,1.0,200.0,1.83,0.3000941992023223,0.2128340265879234,0.0078692306400687,0.0082,0.0421,0.013,580.0,2.0,0.33,0.006,0.0018405097052882,0.0,0.018,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0030733075734049,0.0001677457380719,0.041,1.0,0.0830941423361074,170.0,1.0,1.0,200.0,0.59,0.0926665866428532,0.2128340265879234,0.0078692306400687,0.0082,0.0421,0.011,250.0,14.0,0.3,0.009,0.0086976476912415,0.0,0.018,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0272758343177529,0.0013689868909467,0.041,1.0,0.3340200175440702,170.0,1.0,1.0,200.0,0.59,0.6609170702831269,0.2128340265879234,0.0356285906060566,0.0082,0.0421,0.011,580.0,2.0,0.3,0.009,0.017244955663555,0.0,0.1047070381249772,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0066363336988817,0.0008488751223293,0.045,1.04,0.1460897561238026,170.0,1.0,1.0,200.0,0.97,0.0923923721226345,0.9940926399061378,0.0304371614542568,0.0082,0.0421,0.012,250.0,14.0,0.32,0.007,0.0060212538229718,0.0,0.0370446030075713,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0090955527001533,0.0006073041271797,0.045,1.04,0.1416667598780122,170.0,1.0,1.0,200.0,0.97,0.2634041253796982,0.2128340265879234,0.0134472399146321,0.0082,0.0421,0.012,580.0,2.0,0.32,0.007,0.0047397626366234,0.0,0.018,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0037474067754251,0.0007737474008898,0.048,1.08,0.2118748814956914,170.0,1.0,1.0,200.0,1.37,0.7613516858541276,0.2128340265879234,0.0306805250373538,0.0082,0.0421,0.013,250.0,14.0,0.33,0.008,0.0059729219396102,0.0,0.018,21.0,MeilleirResistance/MoindreDuctilite
0.0,0.007,0.0007737474008898,0.048,1.08,0.2124194809855165,170.0,1.0,1.0,200.0,1.37,1.0944060860265274,1.0047821773133596,0.0095479526123387,0.0082,0.0421,0.013,580.0,2.0,0.33,0.008,0.0059729219396102,0.0,0.0222351687344096,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.007,0.0007737474008898,0.052,1.1,0.0830941423361074,170.0,1.0,1.0,200.0,1.81,0.3580455582830191,0.2128340265879234,0.0078692306400687,0.0082,0.0421,0.013,250.0,14.0,0.33,0.007,0.0059729219396102,0.0,0.018,21.0,MeilleirResistance/MoindreDuctilite
0.0,0.007,0.000349486821896,0.052,1.1,0.2166823832629059,170.0,1.0,1.0,200.0,1.81,0.4724704287225336,1.109752094511752,0.0078692306400687,0.0082,0.0421,0.013,580.0,2.0,0.33,0.007,0.002357123920323,0.0,0.0018487757656287,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0274046763308492,0.002711868572672,0.041,2.34,0.2860928133697963,170.0,1.0,1.0,200.0,0.59,0.8872906271165026,1.5186586783360936,0.0267031954942825,0.0082,0.0421,0.011,250.0,14.0,0.27,0.009,0.0155963758310519,0.0,0.1769764138188413,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.007,0.0001654247082206,0.041,2.34,0.0830941423361074,170.0,1.0,1.0,200.0,0.59,0.6283257468969449,1.09984734959439,0.0047879241744056,0.0082,0.0421,0.011,580.0,2.0,0.27,0.009,0.0013059027628306,0.0,0.0323319162210444,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.007,0.0003613559840847,0.046,2.38,0.2276051287750402,170.0,1.0,1.0,200.0,0.93,0.6579859821108305,1.1971963988872958,0.0022611180078877,0.0082,0.0421,0.012,250.0,14.0,0.3,0.008,0.0059729219396102,0.0,0.1013725210143593,21.0,MeilleirResistance/MoindreDuctilite
0.0,0.0002324825318537,0.0028829662026354,0.046,2.38,0.2023395704679317,170.0,1.0,1.0,200.0,0.93,0.8053355254963386,1.6559565633407003,0.0185245859955511,0.0082,0.0421,0.012,580.0,2.0,0.3,0.008,0.0155130393583136,0.0,0.018,21.0,MeilleirResistance/MoindreDuctilite
0.0,0.007,0.000607096929072,0.05,2.32,0.0830941423361074,170.0,1.0,1.0,200.0,1.29,0.0742407381508856,0.2128340265879234,0.0052650719832638,0.0082,0.0421,0.011,250.0,14.0,0.31,0.008,0.0126413256480996,0.0,0.018,21.0,MeilleirResistance/MoindreDuctilite
0.0,0.0036002915398605,0.0002477785546241,0.05,2.32,0.0830941423361074,170.0,1.0,1.0,200.0,1.29,1.3276249671094198,0.2128340265879234,0.0083056646450786,0.0082,0.0421,0.011,580.0,2.0,0.31,0.008,0.0204826351285839,0.0,0.018,21.0,MeilleirResistance/MoindreDuctilite
0.0,0.007,0.0008868374104494,0.054,2.36,0.0830941423361074,170.0,1.0,1.0,200.0,1.72,0.51455395187068,0.4572431794319996,0.0374258899855346,0.0082,0.0421,0.014,250.0,14.0,0.33,0.007,0.0089314357812767,0.0,0.0216239285707995,21.0,MeilleirResistance/MoindreDuctilite
0.0,0.0392749161746626,0.0007110860501442,0.054,2.36,0.2573804310569094,170.0,1.0,1.0,200.0,1.72,0.5379259011015035,0.861808746403018,0.0274939818869887,0.0082,0.0421,0.014,580.0,2.0,0.33,0.007,0.0059729219396102,0.0,0.1826229160763513,21.0,MeilleirResistance/MoindreDuctilite
0.0,0.0005,0.0005,0.069,1.358306689377657,0.1780397495012992,170.0,1.0,1.0,200.0,1.36,0.0306572023096552,0.2450937461939751,0.0005,0.0067,0.0432,0.009,580.0,2.0,0.3,0.007,0.0037,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.002,0.0005,0.073,1.358306689377657,0.2517839401707271,170.0,1.0,1.0,200.0,1.39,0.4724704287225336,0.4425291640899159,0.0005,0.0066,0.0427,0.008,250.0,14.0,0.33,0.007,0.0039,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.002,0.0005,0.073,0.6053683782384811,0.0830941423361074,170.0,1.0,1.0,200.0,1.39,0.4887766394725974,0.248031661458422,0.0005,0.0066,0.0427,0.008,580.0,2.0,0.33,0.007,0.0039,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0044,0.0005,0.078,0.7880441703782719,0.0534261028953367,170.0,1.0,1.0,200.0,1.39,0.4085892261777566,1.3649146115027002,0.0005,0.0066,0.0436,0.009,250.0,14.0,0.32,0.007,0.0042,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0044,0.0005,0.078,0.6908883249341555,0.0830941423361074,170.0,1.0,1.0,200.0,1.39,0.5046345506335104,1.403036129313679,0.0005,0.0066,0.0436,0.009,580.0,2.0,0.32,0.007,0.0042,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0078,0.0005,0.08,1.358306689377657,0.1835048583071264,170.0,1.0,1.0,200.0,1.41,0.5546284389242293,0.2565679869321016,0.0005,0.0061,0.0432,0.009,580.0,2.0,0.33,0.006,0.0043,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.012,0.0005,0.08,1.358306689377657,0.4899486179529353,170.0,1.0,1.0,200.0,1.42,0.8384365423222843,0.8509815240806533,0.0005,0.0054,0.0439,0.009,250.0,14.0,0.37,0.006,0.0043,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.012,0.0005,0.08,1.358306689377657,0.1838694906331679,170.0,1.0,1.0,200.0,1.42,0.3939418134863144,2.027937617250272,0.0005,0.0054,0.0439,0.009,580.0,2.0,0.37,0.006,0.0043,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.019,0.0005,0.076,1.358306689377657,0.4366419041745388,170.0,1.0,1.0,200.0,1.36,1.0127020430930205,1.0347950836287845,0.0005,0.0054,0.0422,0.009,580.0,2.0,0.37,0.005,0.0036,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.034,0.0005,0.078,1.358306689377657,0.5797414709420953,170.0,1.0,1.0,200.0,1.31,0.0751000274300597,0.5310832556260647,0.0005,0.0052,0.0431,0.008,580.0,2.0,0.44,0.005,0.0036,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.049,0.0005,0.076,1.358306689377657,0.5054043886228852,170.0,1.0,1.0,200.0,1.3,0.4724704287225336,0.4056987896177185,0.0005,0.005,0.0423,0.008,580.0,2.0,0.51,0.005,0.0043,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.061,0.0005,0.079,1.358306689377657,0.4849497571368514,170.0,1.0,1.0,200.0,1.32,0.4724704287225336,1.0548898952327623,0.0005,0.0048,0.0422,0.008,580.0,2.0,0.57,0.004,0.0038,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.073,1.358306689377657,0.0941756774929013,170.0,1.0,1.0,200.0,0.64,0.0545813263182131,1.108471327516258,0.0005,0.0077,0.0428,0.004,250.0,14.0,0.35,0.005,0.0038,0.0,0.0003,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.073,2.032107977444103,0.026533430411409,170.0,1.0,1.0,200.0,0.64,0.7371787364687925,1.3190434907957538,0.0005,0.0077,0.0428,0.004,580.0,2.0,0.35,0.005,0.0038,0.0,0.0003,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.071,2.1170340196361983,0.0830941423361074,170.0,1.0,1.0,200.0,0.63,0.8606483463970975,1.304491831553505,0.0005,0.0078,0.0435,0.006,250.0,14.0,0.36,0.007,0.0043,0.0,0.021,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.071,2.2262853545213668,0.1424307638418373,170.0,1.0,1.0,200.0,0.63,0.4342307145064776,0.2128340265879234,0.0005,0.0078,0.0435,0.006,580.0,2.0,0.36,0.007,0.0043,0.0,0.021,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.071,0.2261733492182933,0.0867211085299796,170.0,1.0,1.0,200.0,0.64,0.0737597523752381,0.4415521264375972,0.0005,0.0088,0.0411,0.006,250.0,14.0,0.4,0.008,0.0036,0.0,0.0435,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.074,2.9156866770184084,0.0830941423361074,170.0,1.0,1.0,200.0,0.63,1.0327453537463709,0.6532741320144928,0.0005,0.0075,0.0432,0.005,250.0,14.0,0.36,0.008,0.0031,0.0,0.06,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.074,1.2936730759907829,0.0830941423361074,170.0,1.0,1.0,200.0,0.63,0.8883187705053308,1.0533111170569949,0.0005,0.0075,0.0432,0.005,580.0,2.0,0.36,0.008,0.0031,0.0,0.06,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.072,5.654112110066842,0.0830941423361074,170.0,1.0,1.0,200.0,0.64,0.6729836180376043,0.6107814577369463,0.0005,0.0084,0.0436,0.006,250.0,14.0,0.36,0.008,0.0034,0.0,0.0815,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.072,2.554943479009692,0.0681056608652726,170.0,1.0,1.0,200.0,0.64,0.4724704287225336,0.2128340265879234,0.0005,0.0084,0.0436,0.006,580.0,2.0,0.36,0.008,0.0034,0.0,0.0815,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.077,0.6935263650341383,0.2322456162334626,170.0,1.0,1.0,200.0,1.02,0.0648836981796863,0.4323270999264195,0.0005,0.0075,0.0399,0.005,250.0,14.0,0.35,0.007,0.0041,0.0,0.0004,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.077,0.9348653666401892,0.2271726468728837,170.0,1.0,1.0,200.0,1.02,0.4724704287225336,0.2128340265879234,0.0005,0.0075,0.0399,0.005,580.0,2.0,0.35,0.007,0.0041,0.0,0.0004,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.076,0.6912446749777728,0.3964060462237182,170.0,1.0,1.0,200.0,1.01,0.7654382706133507,0.4921840452197968,0.0005,0.0075,0.0426,0.007,250.0,14.0,0.34,0.007,0.0037,0.0,0.0215,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.076,2.431401605286968,0.4164373157671766,170.0,1.0,1.0,200.0,1.01,0.7510850708347446,0.2128340265879234,0.0005,0.0075,0.0426,0.007,580.0,2.0,0.34,0.007,0.0037,0.0,0.0215,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.078,1.399772576712463,0.0437113604304584,170.0,1.0,1.0,200.0,1.04,0.2610273698607365,0.6016431684810164,0.0005,0.0048,0.0429,0.006,250.0,14.0,0.31,0.007,0.0032,0.0,0.044,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.078,2.427983351887118,0.1391370687463556,170.0,1.0,1.0,200.0,1.04,0.3014757772387313,0.4754646409795557,0.0005,0.0048,0.0429,0.006,580.0,2.0,0.31,0.007,0.0032,0.0,0.044,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.076,1.4257817702718376,0.025953066593282,170.0,1.0,1.0,200.0,1.04,0.2622766329552085,0.6885790882971127,0.0005,0.007,0.0429,0.006,250.0,14.0,0.33,0.007,0.0031,0.0,0.061,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.076,1.5343711261729087,0.1218847603077297,170.0,1.0,1.0,200.0,1.04,0.434584238863007,0.7366393421052221,0.0005,0.007,0.0429,0.006,580.0,2.0,0.33,0.007,0.0031,0.0,0.061,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.077,2.014218523240689,0.0034624541686719,170.0,1.0,1.0,200.0,1.05,0.3514956713878563,0.5953768517711732,0.0005,0.0072,0.04,0.006,250.0,14.0,0.32,0.008,0.0034,0.0,0.085,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.077,2.5755928532165906,0.0458196373368178,170.0,1.0,1.0,200.0,1.05,0.054854794878582,0.4735059776925776,0.0005,0.0072,0.04,0.006,580.0,2.0,0.32,0.008,0.0034,0.0,0.085,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.077,0.6928756330465662,0.0130753532616597,170.0,1.0,1.0,200.0,1.33,0.4036359269659965,0.2128340265879234,0.0006,0.008,0.0419,0.005,250.0,14.0,0.31,0.007,0.0038,0.0,0.0004,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.077,1.358306689377657,0.2754776466878881,170.0,1.0,1.0,200.0,1.33,0.6950901929217048,1.6975036068410263,0.0006,0.008,0.0419,0.005,580.0,2.0,0.31,0.007,0.0038,0.0,0.0004,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.072,0.9850631316227734,0.0830941423361074,170.0,1.0,1.0,200.0,1.22,0.4724704287225336,0.3264037311351015,0.0005,0.0085,0.0447,0.006,250.0,14.0,0.33,0.008,0.0029,0.0,0.019,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.072,1.7374385474716685,0.1168713914210618,170.0,1.0,1.0,200.0,1.22,0.4724704287225336,0.1196361330996866,0.0005,0.0085,0.0447,0.006,580.0,2.0,0.33,0.008,0.0029,0.0,0.019,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.077,1.4484641267132397,0.0599789788116808,170.0,1.0,1.0,200.0,1.36,0.4724704287225336,0.6490215985180383,0.0005,0.0079,0.041,0.007,250.0,14.0,0.26,0.007,0.0029,0.0,0.0425,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.077,3.504745262190048,0.0830941423361074,170.0,1.0,1.0,200.0,1.36,1.0991178974167035,0.2128340265879234,0.0005,0.0079,0.041,0.007,580.0,2.0,0.26,0.007,0.0029,0.0,0.0425,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.078,1.020681927059955,0.0446152624519747,170.0,1.0,1.0,200.0,1.35,0.6434061756031927,0.2743848523930945,0.0005,0.0076,0.0405,0.007,250.0,14.0,0.3,0.007,0.003,0.0,0.0595,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.078,2.6739747699052456,0.0830941423361074,170.0,1.0,1.0,200.0,1.35,0.7574909841840638,0.0053426255771148,0.0005,0.0076,0.0405,0.007,580.0,2.0,0.3,0.007,0.003,0.0,0.0595,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.076,3.411658831221716,0.3362557683933269,170.0,1.0,1.0,200.0,1.36,0.80927559421064,2.176975204986117,0.0005,0.0083,0.0407,0.006,250.0,14.0,0.26,0.007,0.0029,0.0,0.1005,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.076,3.4724885587093226,0.0792150102473828,170.0,1.0,1.0,200.0,1.36,0.3524523569645506,0.5819821106393805,0.0005,0.0083,0.0407,0.006,580.0,2.0,0.26,0.007,0.0029,0.0,0.1005,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.076,0.0339686167541737,0.1616925791534793,170.0,1.0,1.0,200.0,1.74,0.0944532495318051,0.8368596835897819,0.0006,0.0092,0.0415,0.006,250.0,14.0,0.29,0.008,0.0035,0.0,0.0004,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.076,0.4070332400619119,0.0830941423361074,170.0,1.0,1.0,200.0,1.74,0.4724704287225336,0.2128340265879234,0.0006,0.0092,0.0415,0.006,580.0,2.0,0.29,0.008,0.0035,0.0,0.0004,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.077,2.418606937892533,0.0830941423361074,170.0,1.0,1.0,200.0,1.73,0.6493399526800079,0.0121941234726167,0.0005,0.0072,0.0423,0.008,250.0,14.0,0.26,0.007,0.0027,0.0,0.0235,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.077,1.1573570992077025,0.0830941423361074,170.0,1.0,1.0,200.0,1.73,0.1515312421856807,0.2128340265879234,0.0005,0.0072,0.0423,0.008,580.0,2.0,0.26,0.007,0.0027,0.0,0.0235,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.077,0.6140410396711625,0.1929071941234359,170.0,1.0,1.0,200.0,1.72,0.4486814009252262,0.7995755223443716,0.0005,0.0074,0.0423,0.008,250.0,14.0,0.26,0.007,0.0025,0.0,0.041,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.077,2.765852705808268,0.0830941423361074,170.0,1.0,1.0,200.0,1.72,0.9321181603002042,0.3283162980930227,0.0005,0.0074,0.0423,0.008,580.0,2.0,0.26,0.007,0.0025,0.0,0.041,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.076,2.9370643205502858,0.1414966957257653,170.0,1.0,1.0,200.0,1.72,0.7608274360214231,0.1237384992398136,0.0005,0.0086,0.0405,0.008,250.0,14.0,0.25,0.005,0.0025,0.0,0.0605,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.076,3.0613848040282687,0.0830941423361074,170.0,1.0,1.0,200.0,1.72,0.9597046699686812,1.0504302454499834,0.0005,0.0086,0.0405,0.008,580.0,2.0,0.25,0.005,0.0025,0.0,0.0605,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.08,3.1162735460034883,0.0133698334230122,170.0,1.0,1.0,200.0,1.74,0.0739543916799549,0.1278563573884746,0.0005,0.009,0.0411,0.008,250.0,14.0,0.26,0.007,0.0025,0.0,0.083,21.0,MeilleirResistance/MoindreDuctilite
0.0,0.0005,0.0005,0.08,4.252088301816883,0.1247855106815597,170.0,1.0,1.0,200.0,1.74,0.5029281590133369,0.2128340265879234,0.0005,0.009,0.0411,0.008,580.0,2.0,0.26,0.007,0.0025,0.0,0.083,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.073,1.6351479067866634,0.0830941423361074,170.0,1.0,1.0,200.0,0.64,0.8016306299127741,0.8346852999570116,0.012,0.008,0.0431,0.005,250.0,14.0,0.34,0.007,0.0041,0.0,0.0003,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.073,0.7811867947552734,0.0946076552879594,170.0,1.0,1.0,200.0,0.64,0.1783660276364467,1.198220385449692,0.012,0.008,0.0431,0.005,580.0,2.0,0.34,0.007,0.0041,0.0,0.0003,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.075,1.2381282695186844,0.0597961884840338,170.0,1.0,1.0,200.0,0.62,0.0474430299007437,0.2128340265879234,0.022,0.0085,0.0429,0.005,250.0,14.0,0.33,0.007,0.0042,0.0,0.0003,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.075,1.333212727898453,0.0830941423361074,170.0,1.0,1.0,200.0,0.62,0.4724704287225336,1.8206868423568583,0.022,0.0085,0.0429,0.005,580.0,2.0,0.33,0.007,0.0042,0.0,0.0003,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.07,3.392301950741513,0.2640599835610216,170.0,1.0,1.0,200.0,0.64,1.2514713229981442,1.445149462859389,0.045,0.0085,0.0413,0.004,250.0,14.0,0.33,0.007,0.0042,0.0,0.0007,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
