AC or DC,Aluminium concentration (%),Boron concentration (%),Carbon concentration (weight%),Chromium concentration (weight%),Copper concentration (weight%),Current (A),Electrode positive or negative,Heat input (kJ/mm),Interpass temperature (deg C),Manganese concentration (weight%),Molybdenum concentration (weight%),Nickel concentration (weight%),Niobium concentration (%),Nitrogen concentration (%),Oxygen concentration (%),Phosphorus concentration (weight%),Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Silicon concentration (weight%),Sulphur concentration (weight%),Titanium concentration (%),Type of weld,Vanadium concentration (weight%),Voltage (V),cluster
0.0,0.0005,0.0005,0.07,1.7883023267074971,0.0189107825033265,170.0,1.0,1.0,200.0,0.64,0.1955539783838677,0.2128340265879234,0.045,0.0085,0.0413,0.004,580.0,2.0,0.33,0.007,0.0042,0.0,0.0007,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.074,4.402395577621022,0.126616066405317,170.0,1.0,1.0,200.0,0.64,0.7698944801772044,0.2687067124187435,0.088,0.011,0.046,0.006,250.0,14.0,0.33,0.008,0.0039,0.0,0.0003,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.074,4.989098691571556,0.3966314573120672,170.0,1.0,1.0,200.0,0.64,1.1705621070889038,0.2128340265879234,0.088,0.011,0.046,0.006,580.0,2.0,0.33,0.008,0.0039,0.0,0.0003,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.078,2.452284242254008,0.0830941423361074,170.0,1.0,1.0,200.0,1.02,0.4448912607451866,0.1334699974665241,0.012,0.0083,0.0368,0.005,250.0,14.0,0.35,0.007,0.0036,0.0,0.0004,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.078,1.9718869471213336,0.057918683000887,170.0,1.0,1.0,200.0,1.02,1.1615103595268683,0.3604310776247442,0.012,0.0083,0.0368,0.005,580.0,2.0,0.35,0.007,0.0036,0.0,0.0004,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.074,0.9977032456768388,0.2063177551989227,170.0,1.0,1.0,200.0,1.0,0.2861609383037437,0.6203376076175318,0.0255,0.0086,0.0424,0.006,250.0,14.0,0.34,0.007,0.0037,0.0,0.0005,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.074,0.9393748606947578,0.0160110888520494,170.0,1.0,1.0,200.0,1.0,0.3754547394147866,0.2128340265879234,0.0255,0.0086,0.0424,0.006,580.0,2.0,0.34,0.007,0.0037,0.0,0.0005,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.074,1.526957688719441,0.1960153160244353,170.0,1.0,1.0,200.0,0.99,0.7650961407759074,0.2765537771066148,0.0465,0.0088,0.0393,0.006,250.0,14.0,0.33,0.008,0.0037,0.0,0.0004,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.074,3.006448179645808,0.1542496844268194,170.0,1.0,1.0,200.0,0.99,0.1356349200592452,0.2128340265879234,0.0465,0.0088,0.0393,0.006,580.0,2.0,0.33,0.008,0.0037,0.0,0.0004,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.075,3.1301280760818644,0.4984297445627939,170.0,1.0,1.0,200.0,1.02,0.2860757167950039,0.932480864653269,0.0985,0.0079,0.0417,0.006,250.0,14.0,0.34,0.007,0.0037,0.0,0.0005,21.0,MeilleirResistance/MoindreDuctilite
0.0,0.0005,0.0005,0.075,4.081737234368202,0.5391244175978056,170.0,1.0,1.0,200.0,1.02,0.784901008275893,0.3544727213094844,0.0985,0.0079,0.0417,0.006,580.0,2.0,0.34,0.007,0.0037,0.0,0.0005,21.0,MeilleirResistance/MoindreDuctilite
0.0,0.0005,0.0005,0.079,2.495890416574759,0.0830941423361074,170.0,1.0,1.0,200.0,1.37,0.0605873760739822,0.7953765894487081,0.0105,0.0097,0.0417,0.006,250.0,14.0,0.33,0.007,0.0034,0.0,0.0004,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.079,1.358306689377657,0.5636160358494297,170.0,1.0,1.0,200.0,1.37,0.1854900160315404,0.7653905959201214,0.0105,0.0097,0.0417,0.006,580.0,2.0,0.33,0.007,0.0034,0.0,0.0004,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.076,1.515321153252722,0.2049063513333344,170.0,1.0,1.0,200.0,1.36,0.993074801146739,1.3053676125941456,0.0235,0.0084,0.037,0.006,250.0,14.0,0.3,0.008,0.0033,0.0,0.0004,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.076,1.069575714378206,0.1934047953664762,170.0,1.0,1.0,200.0,1.36,0.9919505420610212,1.580467178353878,0.0235,0.0084,0.037,0.006,580.0,2.0,0.3,0.008,0.0033,0.0,0.0004,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.077,1.142358470588981,0.0080237170533051,170.0,1.0,1.0,200.0,1.39,0.5695112831600421,0.2128340265879234,0.0455,0.0099,0.0409,0.007,250.0,14.0,0.34,0.007,0.0032,0.0,0.0004,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.077,0.2454934665116706,0.3292804947842993,170.0,1.0,1.0,200.0,1.39,1.0527911977266804,0.4307072142262336,0.0455,0.0099,0.0409,0.007,580.0,2.0,0.34,0.007,0.0032,0.0,0.0004,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.076,3.586256728655175,0.349190164893732,170.0,1.0,1.0,200.0,1.36,0.7850270819889555,0.2128340265879234,0.094,0.0091,0.0432,0.007,250.0,14.0,0.3,0.006,0.0033,0.0,0.0005,21.0,MeilleirResistance/MoindreDuctilite
0.0,0.0005,0.0005,0.076,1.6889965189911558,0.438315357976353,170.0,1.0,1.0,200.0,1.36,0.5308168725088215,0.2128340265879234,0.094,0.0091,0.0432,0.007,580.0,2.0,0.3,0.006,0.0033,0.0,0.0005,21.0,MeilleirResistance/MoindreDuctilite
0.0,0.0005,0.0005,0.077,3.0720291334497194,0.0830941423361074,170.0,1.0,1.0,200.0,1.77,0.766827856151275,0.2128340265879234,0.0125,0.0089,0.0418,0.006,250.0,14.0,0.32,0.007,0.0031,0.0,0.0004,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.077,1.6070175791577126,0.2860730189965815,170.0,1.0,1.0,200.0,1.77,0.4429930843486905,0.8462387736905259,0.0125,0.0089,0.0418,0.006,580.0,2.0,0.32,0.007,0.0031,0.0,0.0004,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.078,3.735163505372968,0.0097488537630688,170.0,1.0,1.0,200.0,1.76,1.4158276528947464,0.2128340265879234,0.023,0.011,0.0433,0.007,250.0,14.0,0.3,0.007,0.0032,0.0,0.0004,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.078,2.301933371200854,0.0789428945888031,170.0,1.0,1.0,200.0,1.76,0.3499823062411465,0.1659813098001818,0.023,0.011,0.0433,0.007,580.0,2.0,0.3,0.007,0.0032,0.0,0.0004,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.077,3.083896003851706,0.2556001526539865,170.0,1.0,1.0,200.0,1.77,0.9672991019716226,0.2846100458001037,0.045,0.0097,0.0432,0.009,250.0,14.0,0.29,0.008,0.0031,0.0,0.0004,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.077,4.533296360542869,0.0830941423361074,170.0,1.0,1.0,200.0,1.77,0.1639985229346968,0.3724641415262603,0.045,0.0097,0.0432,0.009,580.0,2.0,0.29,0.008,0.0031,0.0,0.0004,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.079,3.4795325942420754,0.1910956141786788,170.0,1.0,1.0,200.0,1.79,1.1161022260387043,0.4475397125715699,0.0895,0.0105,0.0406,0.007,250.0,14.0,0.29,0.006,0.0033,0.0,0.0004,21.0,MeilleirResistance/MoindreDuctilite
0.0,0.0005,0.0005,0.079,5.89188399701984,0.0830941423361074,170.0,1.0,1.0,200.0,1.79,0.8274109815687605,0.2128340265879234,0.0895,0.0105,0.0406,0.007,580.0,2.0,0.29,0.006,0.0033,0.0,0.0004,21.0,MeilleirResistance/MoindreDuctilite
1.0,0.007,0.0008495959434392,0.062,2.8226057009230363,0.0857236243280317,180.0,0.0,2.0,200.0,1.17,1.2398615423307902,0.2128340265879234,0.0133981802189239,0.012,0.033,0.006,250.0,14.0,0.22,0.007,0.0125125393131534,0.0,0.018,34.0,MoindreResistance/MeilleurDuctilite
1.0,0.0118901403654039,0.0007572036294233,0.06,3.211095923470094,0.1499796609308637,180.0,0.0,2.0,200.0,1.2,0.2507064064819536,1.076301701915258,0.0195081515770116,0.015,0.032,0.007,250.0,14.0,0.26,0.008,0.0131213264969728,0.0,0.0530994275195244,34.0,MoindreResistance/MeilleurDuctilite
1.0,0.0050893938071397,0.0007737474008898,0.06,1.358306689377657,0.0830941423361074,180.0,0.0,2.0,200.0,1.19,0.4724704287225336,0.2128340265879234,0.0078692306400687,0.011,0.0353,0.007,250.0,14.0,0.25,0.008,0.0106579717325675,0.0,0.018,34.0,MoindreResistance/MeilleurDuctilite
1.0,0.007,0.0014619527809187,0.062,2.1814758385513584,0.0830941423361074,180.0,0.0,2.0,200.0,1.24,0.3722847909915471,0.476735260988206,0.0006407021008535,0.011,0.0366,0.008,250.0,14.0,0.31,0.008,0.0107088089718259,0.0,0.018,34.0,MoindreResistance/MeilleurDuctilite
0.0,0.0323420056797994,0.0017616300901309,0.055,2.4416802384096545,0.2355700990468505,180.0,1.0,1.0,200.0,1.39,0.0264174448427496,1.4209634671424656,0.0244768564022107,0.007,0.0323,0.007,250.0,14.0,0.33,0.007,0.0034263613934665,0.0,0.1517310286910201,34.0,MoindreResistance/MeilleurDuctilite
0.0,0.0060114135379883,0.0007488829150261,0.049,5.410335520361934,0.0816906191793759,180.0,1.0,1.0,200.0,1.39,1.1489851759638363,0.6508774536473193,0.0182358941449431,0.0065,0.0339,0.007,250.0,14.0,0.34,0.006,0.002238590658994,0.0,0.0943179760770322,34.0,MoindreResistance/MeilleurDuctilite
0.0,0.007,0.0017536820235469,0.048,2.421975159835924,0.3544039099540366,180.0,1.0,1.0,200.0,1.34,0.619482544195946,1.7457343369315566,0.0166609913095143,0.0075,0.0371,0.008,250.0,14.0,0.31,0.008,0.001384457739128,0.0,0.1059806493668968,34.0,MoindreResistance/MeilleurDuctilite
0.0,0.0262261619163747,0.00281105255452,0.048,7.20315325320073,0.1843055182640399,180.0,1.0,1.0,200.0,1.3,1.4422760952719984,0.0985463388958161,0.0381041736856633,0.007,0.0401,0.007,250.0,14.0,0.36,0.007,0.0111226994905606,0.0,0.2471721256504969,34.0,MoindreResistance/MeilleurDuctilite
0.0,0.007,0.0010911953897369,0.059,5.118393190661047,0.032512307867858,180.0,1.0,1.0,200.0,1.49,0.949004824947203,0.9484392856283648,0.0078692306400687,0.011,0.0305,0.017,250.0,14.0,0.29,0.008,0.0165687414221973,0.0,0.0830497136089316,34.0,MoindreResistance/MeilleurDuctilite
0.0,0.0270783886179334,0.0020309237839594,0.051,1.818626456712373,0.2046700904822713,180.0,1.0,1.0,200.0,1.64,0.4383473497643125,1.2685251532075137,0.0236662289191395,0.006,0.033,0.016,250.0,14.0,0.31,0.005,0.0166342912506422,0.0,0.1447833434222799,34.0,MoindreResistance/MeilleurDuctilite
0.0,0.0080432754341503,0.0011061288001947,0.069,5.611231412707636,0.0830941423361074,180.0,1.0,1.0,200.0,1.17,0.6839949126624998,0.2128340265879234,0.0282814031841989,0.012,0.0365,0.014,250.0,14.0,0.53,0.008,0.0066424590668681,0.0,0.1004389977978342,34.0,MoindreResistance/MeilleurDuctilite
0.0,0.007,0.0008982417291526,0.068,5.043286525902436,0.1690132168512241,180.0,1.0,1.0,200.0,1.56,1.1960660909296843,0.2128340265879234,0.0550830732325474,0.009,0.0396,0.01,250.0,14.0,0.36,0.006,0.0059729219396102,0.0,0.0599591371597478,34.0,MoindreResistance/MeilleurDuctilite
0.0,0.0136763070889481,0.0006599318369015,0.043,4.310112990506598,0.0830941423361074,170.0,1.0,1.0,200.0,0.69,0.7226297221602143,0.2128340265879234,0.0171189918208241,0.0082,0.0421,0.007,580.0,2.0,0.3,0.006,0.0138556479441888,0.0,0.0870409453876177,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0211202122273242,0.0015344037809723,0.042,4.742811987407185,0.0830941423361074,170.0,1.0,1.0,200.0,0.98,0.881629680350372,0.2128340265879234,0.0339857733133118,0.0082,0.0421,0.007,580.0,2.0,0.31,0.006,0.0043464185138829,0.0,0.1067466371909384,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0092100087044681,0.0011597301125238,0.045,1.358306689377657,0.3104510620104803,170.0,1.0,1.0,200.0,1.39,0.4127096236234113,0.2128340265879234,0.0078692306400687,0.0082,0.0421,0.007,580.0,2.0,0.31,0.005,0.0078931083790403,0.0,0.018,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0101165831114396,0.0006985636821117,0.045,0.84346713012681,0.3434984868401221,170.0,1.0,1.0,200.0,1.83,0.4176999218575882,0.2128340265879234,0.014382096026355,0.0082,0.0421,0.008,580.0,2.0,0.29,0.005,0.0005814191238248,0.0,0.018,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.007,0.0011084409281403,0.058,6.426959057787452,0.0830941423361074,170.0,1.0,1.0,200.0,0.63,1.1539222530318856,0.7947903226802495,0.0539148572626271,0.0082,0.0421,0.007,580.0,2.0,0.33,0.007,0.0052671611403632,0.0,0.1055241240773281,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.015548495636,0.0015736546495367,0.065,1.358306689377657,0.4270380967772315,170.0,1.0,1.0,200.0,0.97,0.4724704287225336,2.187908351222703,0.008563145211736,0.0082,0.0421,0.008,580.0,2.0,0.34,0.007,0.0117701622417285,0.0,0.018,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.007,0.0007737474008898,0.066,0.4786078949126624,0.0830941423361074,170.0,1.0,1.0,200.0,1.36,0.5873743147272237,0.2128340265879234,0.0019802896074595,0.0082,0.0421,0.008,580.0,2.0,0.35,0.007,0.0081293572961717,0.0,0.018,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0168693183507713,0.001718502605405,0.074,1.358306689377657,0.6792536126974144,170.0,1.0,1.0,200.0,1.8,0.4724704287225336,2.058158713739055,0.0417780279413709,0.0082,0.0421,0.008,580.0,2.0,0.36,0.008,0.0059729219396102,0.0,0.1084537984104113,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0123459350458638,0.0006455919264843,0.089,1.706387957051459,0.2848766383114057,170.0,1.0,1.0,200.0,0.68,1.1797811531819509,0.2128340265879234,0.0337609102706225,0.0082,0.0421,0.008,580.0,2.0,0.35,0.008,0.0070649033837516,0.0,0.053021431208676,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0038312032495356,0.000654677870318,0.095,0.906568050903758,0.14881218611033,170.0,1.0,1.0,200.0,1.05,0.7779133465855099,1.7434906545039244,0.0085938424421937,0.0082,0.0421,0.008,580.0,2.0,0.36,0.007,0.007968606186719,0.0,0.0294578594458649,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.007,0.0011564124017534,0.088,1.4931230003886764,0.0830941423361074,170.0,1.0,1.0,200.0,1.33,0.6539529857484315,0.405626397845638,0.0116469489470605,0.0082,0.0421,0.007,580.0,2.0,0.34,0.008,0.002417287047835,0.0,0.0121066311544101,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.007,0.002563243235697,0.089,6.127352267136515,0.0133468474640754,170.0,1.0,1.0,200.0,1.69,0.5015224017926492,0.8054933947374581,0.0378766165882629,0.0082,0.0421,0.008,580.0,2.0,0.33,0.007,0.0107052695025528,0.0,0.1141813195849334,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0143207364512262,0.0024739434000889,0.151,9.590764796272662,0.0617769023718587,170.0,1.0,1.0,200.0,0.63,0.8334807121632057,1.618273395851705,0.0375309769554831,0.0082,0.0421,0.008,580.0,2.0,0.36,0.008,0.0038605649603405,0.0,0.2898730375695311,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0264570053981417,0.0015248296459563,0.147,1.358306689377657,0.1836094477519322,170.0,1.0,1.0,200.0,1.02,0.2203941488441898,2.6243605812650386,0.0078692306400687,0.0082,0.0421,0.007,580.0,2.0,0.36,0.007,0.0027371139224226,0.0,0.0842306040916463,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0095166535600258,0.0005124127782794,0.147,1.358306689377657,0.0830941423361074,170.0,1.0,1.0,200.0,1.38,0.0409595512214302,1.3096299958256328,0.0021799206361548,0.0082,0.0421,0.007,580.0,2.0,0.35,0.007,0.0247458539220982,0.0,0.018,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0085191906426511,0.0009216700782781,0.145,6.62200196675726,0.3897611570097173,170.0,1.0,1.0,200.0,1.76,0.7607338258760354,1.3343425494620078,0.0402282164425364,0.0082,0.0421,0.007,580.0,2.0,0.35,0.006,0.0150093108795473,0.0,0.1741828286423035,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0136578274895212,0.0013573392110873,0.074,4.424982387143175,0.0830941423361074,170.0,1.0,1.0,200.0,1.45,1.4650294918863058,1.0367646062398903,0.042289972616057,0.009,0.0408,0.005,250.0,14.0,0.33,0.005,0.0006,4.0,0.1628281687837781,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0053733663477406,0.0007737474008898,0.073,1.358306689377657,0.0160092814514831,170.0,1.0,1.0,200.0,1.49,0.1095935591434939,0.5616717047458413,0.0025002130368723,0.0084,0.0396,0.007,250.0,14.0,0.34,0.004,0.0016,4.0,0.0690882304078205,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0230122150923429,0.0014564432219488,0.071,1.1394562447134242,0.3466451014371615,170.0,1.0,1.0,200.0,1.46,0.7794301780676979,0.2128340265879234,0.0364715951890795,0.0085,0.04,0.006,250.0,14.0,0.36,0.004,0.0022,4.0,0.0873730542082419,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0154738042784058,0.0006449512203264,0.061,1.358306689377657,0.0830941423361074,170.0,1.0,1.0,200.0,1.36,0.3448621842631935,1.843011377921293,0.0078692306400687,0.0081,0.0419,0.006,250.0,14.0,0.33,0.005,0.0028,4.0,0.0009114323429439,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0033973942005328,0.0003388062774805,0.07,4.910681265549885,0.0830941423361074,170.0,1.0,1.0,200.0,1.48,0.8295787451297518,0.2128340265879234,0.0449750292337584,0.0075,0.0373,0.006,250.0,14.0,0.32,0.005,0.0055,4.0,0.068655774713986,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0175893070089634,0.0010571132580102,0.068,1.358306689377657,0.2933985336572202,170.0,1.0,1.0,200.0,1.38,0.4724704287225336,0.2128340265879234,0.0078692306400687,0.0074,0.0376,0.005,250.0,14.0,0.32,0.004,0.0077,4.0,0.0053926348009944,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.007,0.0002201374872803,0.068,1.1873751938665178,0.1859148216684155,170.0,1.0,1.0,200.0,1.51,1.2450464193582185,0.4927878445081242,0.0307791161334442,0.0087,0.0351,0.006,250.0,14.0,0.35,0.006,0.01,4.0,0.018,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0228475071364043,0.0024590018834229,0.065,4.948279774134308,0.2576294286495435,170.0,1.0,1.0,200.0,1.53,0.31826788071198,1.4862015778324424,0.0449737190863037,0.0093,0.0351,0.006,250.0,14.0,0.39,0.005,0.014,4.0,0.1316838710171248,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0200272827401005,0.0022006244061866,0.07,4.675581922200285,0.0830941423361074,170.0,1.0,1.0,200.0,1.64,1.1993837269935976,1.1116624499033196,0.0325256535831497,0.0102,0.029,0.006,250.0,14.0,0.48,0.005,0.021,4.0,0.1411289807405717,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.007,0.0025375129759658,0.075,5.395475726537871,0.0830941423361074,170.0,1.0,1.0,200.0,1.75,0.4724704287225336,0.4936112834509564,0.0078692306400687,0.0096,0.0272,0.005,250.0,14.0,0.29,0.006,0.0255,4.0,0.1078483020920926,21.0,ResistanceIntermediaire/DuctiliteIntermediaire
0.0,0.0005,0.0005,0.074,1.464621823304073,0.0383525570923516,170.0,1.0,1.0,200.0,0.63,0.9345058306116768,0.0335785491590563,0.0005,0.0066,0.0472,0.007,250.0,14.0,0.35,0.009,0.0008,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.074,1.358306689377657,0.0830941423361074,170.0,1.0,1.0,200.0,0.63,0.0770792863176358,1.033792316482876,0.0005,0.0066,0.0472,0.007,580.0,2.0,0.35,0.009,0.0008,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.075,0.8855724099298111,0.0830941423361074,170.0,1.0,1.0,200.0,0.66,0.4724704287225336,0.253355580123909,0.0005,0.0071,0.0396,0.007,250.0,14.0,0.35,0.009,0.0096,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.075,0.3929183948785574,0.0830941423361074,170.0,1.0,1.0,200.0,0.66,0.1796109174724698,0.2128340265879234,0.0005,0.0071,0.0396,0.007,580.0,2.0,0.35,0.009,0.0096,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.076,1.358306689377657,0.1125076322311783,170.0,1.0,1.0,200.0,0.67,0.4722343981161802,1.240212558112832,0.0005,0.007,0.0362,0.007,250.0,14.0,0.38,0.009,0.016,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.076,1.4396377867795207,0.2872467967067251,170.0,1.0,1.0,200.0,0.67,0.2292517606902144,0.5923206168523997,0.0005,0.007,0.0362,0.007,580.0,2.0,0.38,0.009,0.016,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.078,1.3900458073631288,0.2745955023813637,170.0,1.0,1.0,200.0,0.71,0.7576053427902951,0.4757244485918462,0.0005,0.0076,0.0306,0.008,250.0,14.0,0.44,0.006,0.0225,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.078,3.360576071975149,0.0830941423361074,170.0,1.0,1.0,200.0,0.71,0.5115462091420179,0.0640195461849427,0.0005,0.0076,0.0306,0.008,580.0,2.0,0.44,0.006,0.0225,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.077,3.028776960341422,0.091022924965356,170.0,1.0,1.0,200.0,1.0,0.9932046488201224,0.2128340265879234,0.0005,0.0083,0.0464,0.007,250.0,14.0,0.3,0.008,0.0007,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.077,0.0636773338361564,0.1104103458757564,170.0,1.0,1.0,200.0,1.0,0.4724704287225336,0.9362291939565236,0.0005,0.0083,0.0464,0.007,580.0,2.0,0.3,0.008,0.0007,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.076,1.358306689377657,0.2476567735372754,170.0,1.0,1.0,200.0,1.01,0.8626087590230767,1.6591624641189855,0.0005,0.0074,0.0401,0.005,580.0,2.0,0.35,0.008,0.0041,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.075,2.045057241371576,0.0413429483885301,170.0,1.0,1.0,200.0,1.03,0.7408490839004527,0.2128340265879234,0.0005,0.0079,0.0394,0.007,250.0,14.0,0.31,0.008,0.0092,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.075,1.358306689377657,0.3559662094727207,170.0,1.0,1.0,200.0,1.03,0.3574187871302667,0.6809039621116213,0.0005,0.0079,0.0394,0.007,580.0,2.0,0.31,0.008,0.0092,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.075,0.1626572868196911,0.25377649819638,170.0,1.0,1.0,200.0,1.05,0.2307037710024257,1.1969673513470178,0.0005,0.0082,0.0361,0.007,250.0,14.0,0.35,0.008,0.014,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.075,4.276502452897366,0.0830941423361074,170.0,1.0,1.0,200.0,1.05,0.639694681287906,0.5420257347756731,0.0005,0.0082,0.0361,0.007,580.0,2.0,0.35,0.008,0.014,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.078,1.0546362045667794,0.1560702584552503,170.0,1.0,1.0,200.0,1.1,0.1613655975821398,0.8096617969801538,0.0005,0.0073,0.0329,0.005,250.0,14.0,0.43,0.007,0.019,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.078,1.78879229764266,0.0830941423361074,170.0,1.0,1.0,200.0,1.1,0.9651793122876654,0.1504162224933714,0.0005,0.0073,0.0329,0.005,580.0,2.0,0.43,0.007,0.019,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.075,1.358306689377657,0.0830941423361074,170.0,1.0,1.0,200.0,1.31,0.094246206932152,0.2128340265879234,0.0005,0.0081,0.0441,0.006,250.0,14.0,0.3,0.008,0.0005,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.075,1.358306689377657,0.3503672476504561,170.0,1.0,1.0,200.0,1.31,0.9364958620831328,1.1273559324002007,0.0005,0.0081,0.0441,0.006,580.0,2.0,0.3,0.008,0.0005,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.073,0.0819380047046576,0.0149197629459745,170.0,1.0,1.0,200.0,1.32,1.3643240155256549,0.0835040190586402,0.0005,0.0077,0.0401,0.007,250.0,14.0,0.3,0.008,0.0075,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.073,0.9661289337394888,0.1187679812001683,170.0,1.0,1.0,200.0,1.32,0.8237996267488983,0.2128340265879234,0.0005,0.0077,0.0401,0.007,580.0,2.0,0.3,0.008,0.0075,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.079,1.3195534578319998,0.2718623596170183,170.0,1.0,1.0,200.0,1.35,0.024382564528835,0.3047484852255482,0.0005,0.0078,0.0375,0.007,250.0,14.0,0.33,0.008,0.014,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.079,2.336912987448573,0.1086354161466712,170.0,1.0,1.0,200.0,1.35,0.4067543897919037,0.7962809556884665,0.0005,0.0078,0.0375,0.007,580.0,2.0,0.33,0.008,0.014,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
0.0,0.0005,0.0005,0.08,2.6432367348266728,0.0830941423361074,170.0,1.0,1.0,200.0,1.37,0.8368952170163071,0.2128340265879234,0.0005,0.009,0.032,0.006,250.0,14.0,0.39,0.007,0.0215,0.0,0.0005,21.0,MoindreResistance/MeilleurDuctilite
