Carbon concentration (ppm),Silicon concentration (ppm),Manganese concentration (ppm),Sulphur concentration (ppm),Phosphorus concentration (ppm),Nickel concentration (ppm),Chromium concentration (ppm),Molybdenum concentration (ppm),Vanadium concentration (ppm),Copper concentration (ppm),Oxygen concentration (ppm),Titanium concentration (ppm),Nitrogen concentration (ppm),Aluminium concentration (ppm),Boron concentration (ppm),Niobium concentration (ppm),Current (A),Voltage (V),AC or DC,Electrode positive or negative,Heat input (kJ/mm),Interpass temperature (deg C),Type of weld,Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J)
600.0,4900.0,6700.0,110.0,90.0,2100.0,26300.0,10600.0,,,850.0,,,150.0,,,500.0,32.0,0.0,1,2.0,250.0,5,690.0,10.0,469.0,592.0,27.0,,-20.0,38.0
600.0,4900.0,6700.0,110.0,90.0,2100.0,26300.0,10600.0,,,850.0,,,150.0,,,500.0,32.0,0.0,1,2.0,250.0,5,690.0,10.0,469.0,592.0,27.0,,-40.0,15.0
1000.0,1900.0,5300.0,70.0,70.0,2000.0,27000.0,10300.0,,,220.0,,,150.0,,,500.0,32.0,0.0,1,2.0,250.0,5,690.0,10.0,456.0,592.0,29.0,,24.0,270.0
1000.0,1900.0,5300.0,70.0,70.0,2000.0,27000.0,10300.0,,,220.0,,,150.0,,,500.0,32.0,0.0,1,2.0,250.0,5,690.0,10.0,456.0,592.0,29.0,,0.0,238.0
1000.0,1900.0,5300.0,70.0,70.0,2000.0,27000.0,10300.0,,,220.0,,,150.0,,,500.0,32.0,0.0,1,2.0,250.0,5,690.0,10.0,456.0,592.0,29.0,,-20.0,176.0
1000.0,1900.0,5300.0,70.0,70.0,2000.0,27000.0,10300.0,,,220.0,,,150.0,,,500.0,32.0,0.0,1,2.0,250.0,5,690.0,10.0,456.0,592.0,29.0,,-40.0,157.0
1000.0,1900.0,5300.0,70.0,70.0,2000.0,27000.0,10300.0,,,220.0,,,150.0,,,500.0,32.0,0.0,1,2.0,250.0,5,690.0,10.0,456.0,592.0,29.0,,-60.0,53.0
900.0,2400.0,6800.000000000001,130.0,60.0,2000.0,22200.000000000004,10300.0,,,520.0,,,100.0,,,500.0,30.0,0.0,1,3.6,200.0,6,690.0,10.0,535.0,627.0,23.0,,27.0,144.0
900.0,2400.0,6800.000000000001,130.0,60.0,2000.0,22200.000000000004,10300.0,,,520.0,,,100.0,,,500.0,30.0,0.0,1,3.6,200.0,6,690.0,10.0,535.0,627.0,23.0,,2.0,127.0
900.0,2400.0,6800.000000000001,130.0,60.0,2000.0,22200.000000000004,10300.0,,,520.0,,,100.0,,,500.0,30.0,0.0,1,3.6,200.0,6,690.0,10.0,535.0,627.0,23.0,,-20.0,111.0
900.0,2400.0,6800.000000000001,130.0,60.0,2000.0,22200.000000000004,10300.0,,,520.0,,,100.0,,,500.0,30.0,0.0,1,3.6,200.0,6,690.0,10.0,535.0,627.0,23.0,,-40.0,81.0
900.0,2400.0,6800.000000000001,130.0,60.0,2000.0,22200.000000000004,10300.0,,,520.0,,,100.0,,,500.0,30.0,0.0,1,3.6,200.0,6,690.0,10.0,535.0,627.0,23.0,,-60.0,36.0
1100.0,1400.0000000000002,7300.0,20.0,50.0,,23000.0,10300.0,2700.0,,254.0,,26.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,8.0,,738.0,,,-40.0,10.0
1100.0,1400.0000000000002,7300.0,20.0,50.0,,23000.0,10300.0,2700.0,,254.0,,26.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,8.0,,738.0,,,-40.0,12.0
1100.0,1400.0000000000002,7300.0,20.0,50.0,,23000.0,10300.0,2700.0,,254.0,,26.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,8.0,,738.0,,,-40.0,17.0
1100.0,1400.0000000000002,7300.0,20.0,50.0,,23000.0,10300.0,2700.0,,254.0,,26.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,8.0,,738.0,,,-20.0,13.0
1100.0,1400.0000000000002,7300.0,20.0,50.0,,23000.0,10300.0,2700.0,,254.0,,26.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,8.0,,738.0,,,-20.0,18.0
1100.0,1400.0000000000002,7300.0,20.0,50.0,,23000.0,10300.0,2700.0,,254.0,,26.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,8.0,,738.0,,,-20.0,22.0
1100.0,1400.0000000000002,7300.0,20.0,50.0,,23000.0,10300.0,2700.0,,254.0,,26.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,24.0,,685.0,,,,
1200.0,1400.0000000000002,10300.0,20.0,60.0,,23000.0,10300.0,2700.0,,166.0,,22.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,8.0,,745.0,,,-40.0,37.0
1200.0,1400.0000000000002,10300.0,20.0,60.0,,23000.0,10300.0,2700.0,,166.0,,22.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,8.0,,745.0,,,-40.0,53.0
1200.0,1400.0000000000002,10300.0,20.0,60.0,,23000.0,10300.0,2700.0,,166.0,,22.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,8.0,,745.0,,,-20.0,96.0
1200.0,1400.0000000000002,10300.0,20.0,60.0,,23000.0,10300.0,2700.0,,166.0,,22.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,8.0,,745.0,,,-20.0,149.0
1200.0,1400.0000000000002,10300.0,20.0,60.0,,23000.0,10300.0,2700.0,,166.0,,22.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,8.0,,745.0,,,-20.0,172.0
1200.0,1400.0000000000002,10300.0,20.0,60.0,,23000.0,10300.0,2700.0,,166.0,,22.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,24.0,,696.0,,,,
1400.0000000000002,1800.0,7500.0,20.0,50.0,,23000.0,10100.0,2700.0,,256.0,,21.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,8.0,,770.0,,,-40.0,24.0
1400.0000000000002,1800.0,7500.0,20.0,50.0,,23000.0,10100.0,2700.0,,256.0,,21.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,8.0,,770.0,,,-40.0,37.0
1400.0000000000002,1800.0,7500.0,20.0,50.0,,23000.0,10100.0,2700.0,,256.0,,21.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,8.0,,770.0,,,-40.0,52.0
1400.0000000000002,1800.0,7500.0,20.0,50.0,,23000.0,10100.0,2700.0,,256.0,,21.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,8.0,,770.0,,,-20.0,37.0
1400.0000000000002,1800.0,7500.0,20.0,50.0,,23000.0,10100.0,2700.0,,256.0,,21.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,8.0,,770.0,,,-20.0,80.0
1400.0000000000002,1800.0,7500.0,20.0,50.0,,23000.0,10100.0,2700.0,,256.0,,21.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,24.0,,714.0,,,,
1200.0,1400.0000000000002,13400.0,20.0,80.0,,22300.0,10000.0,3100.0,,292.0,,37.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,8.0,,,25.3,73.2,,
1200.0,1300.0,12900.0,20.0,90.0,,22600.0,9900.0,3000.0,,344.0,,35.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,24.0,,,21.8,70.7,,
1200.0,1500.0,13600.000000000002,20.0,80.0,,22600.0,9900.0,3200.0,,243.0,,101.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,8.0,,,24.3,72.4,,
1100.0,1400.0000000000002,13200.0,20.0,80.0,,22700.0,10000.0,3200.0,,334.0,,127.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,24.0,,,22.4,69.1,,
1200.0,1300.0,12300.0,20.0,80.0,,22900.0,10100.0,3200.0,,303.0,,166.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,8.0,,,24.7,69.9,,
1100.0,1300.0,12000.0,20.0,80.0,,22600.0,10000.0,3100.0,,283.0,,156.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,24.0,,,21.6,69.8,,
1200.0,1500.0,12800.0,20.0,80.0,,22700.0,10000.0,3100.0,,237.0,,245.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,8.0,,,20.8,68.8,,
1200.0,1300.0,11800.0,20.0,70.0,,22600.0,10000.0,3100.0,,286.0,,312.0,,,200.0,500.0,29.0,1.0,0,2.9,200.0,1,690.0,24.0,,,21.7,67.0,,
840.0,4150.0,12400.0,110.0,150.0,500.0,370.0,3850.0,,1050.0,480.0,,86.0,,,,,,0.0,1,2.4,100.0,1,550.0,1.83,529.0,635.0,25.6,70.0,,
840.0,4150.0,12400.0,110.0,150.0,500.0,370.0,3850.0,,1050.0,480.0,,86.0,,,,,,0.0,1,2.4,100.0,1,550.0,1.83,473.0,605.0,28.8,73.0,,
840.0,4150.0,12400.0,110.0,150.0,500.0,370.0,3850.0,,1050.0,480.0,,86.0,,,,,,0.0,1,2.4,100.0,1,550.0,1.83,557.0,658.0,23.8,68.5,,
840.0,4150.0,12400.0,110.0,150.0,500.0,370.0,3850.0,,1050.0,480.0,,86.0,,,,,,0.0,1,2.4,100.0,1,550.0,1.83,,,,,-40.0,96.0
840.0,4150.0,12400.0,110.0,150.0,500.0,370.0,3850.0,,1050.0,480.0,,86.0,,,,,,0.0,1,2.4,100.0,1,550.0,1.83,,,,,-79.0,40.0
840.0,4150.0,12400.0,110.0,150.0,500.0,370.0,3850.0,,1050.0,480.0,,86.0,,,,,,0.0,1,2.4,100.0,1,550.0,1.83,,,,,,
840.0,3000.0,5400.0,50.0,80.0,360.0,22000.0,10500.0,,350.00000000000006,660.0,,66.0,,,,,,0.0,1,2.4,175.0,1,690.0,2.33,496.0,638.0,23.3,73.0,,
840.0,3000.0,5400.0,50.0,80.0,360.0,22000.0,10500.0,,350.00000000000006,660.0,,66.0,,,,,,0.0,1,2.4,175.0,1,690.0,2.33,524.0,664.0,23.6,66.5,,
840.0,3000.0,5400.0,50.0,80.0,360.0,22000.0,10500.0,,350.00000000000006,660.0,,66.0,,,,,,0.0,1,2.4,175.0,1,690.0,2.33,530.0,653.0,21.5,69.0,,
840.0,3000.0,5400.0,50.0,80.0,360.0,22000.0,10500.0,,350.00000000000006,660.0,,66.0,,,,,,0.0,1,2.4,175.0,1,690.0,2.33,,,,,0.0,118.0
840.0,3000.0,5400.0,50.0,80.0,360.0,22000.0,10500.0,,350.00000000000006,660.0,,66.0,,,,,,0.0,1,2.4,175.0,1,690.0,2.33,,,,,-50.0,40.0
840.0,3000.0,5400.0,50.0,80.0,360.0,22000.0,10500.0,,350.00000000000006,660.0,,66.0,,,,,,0.0,1,2.4,175.0,1,690.0,2.33,,,,,,
600.0,2000.0,11500.0,70.0,170.0,1600.0,520.0,4500.0,,1280.0,350.0,,97.0,,,,,,0.0,1,2.4,125.0,1,605.0,1.92,598.0,678.0,24.5,74.0,,
600.0,2000.0,11500.0,70.0,170.0,1600.0,520.0,4500.0,,1280.0,350.0,,97.0,,,,,,0.0,1,2.4,125.0,1,605.0,1.92,663.0,730.0,22.5,66.5,,
600.0,2000.0,11500.0,70.0,170.0,1600.0,520.0,4500.0,,1280.0,350.0,,97.0,,,,,,0.0,1,2.4,125.0,1,605.0,1.92,630.0,708.0,24.8,63.0,,
600.0,2000.0,11500.0,70.0,170.0,1600.0,520.0,4500.0,,1280.0,350.0,,97.0,,,,,,0.0,1,2.4,125.0,1,605.0,1.92,,,,,-10.0,80.0
600.0,2000.0,11500.0,70.0,170.0,1600.0,520.0,4500.0,,1280.0,350.0,,97.0,,,,,,0.0,1,2.4,125.0,1,605.0,1.92,,,,,-43.0,40.0
600.0,2000.0,11500.0,70.0,170.0,1600.0,520.0,4500.0,,1280.0,350.0,,97.0,,,,,,0.0,1,2.4,125.0,1,605.0,1.92,,,,,,
1100.0,1800.0,7000.0,,,1300.0,22800.0,2700.0,,,,,62.0,,,200.0,535.0,63.0,1.0,0,1.8,225.0,3,690.0,24.0,606.0,707.0,22.0,63.0,,
1000.0,1700.0000000000002,6700.0,,,1400.0000000000002,23100.0,2900.0,,,,,240.0,,,240.0,535.0,63.0,1.0,0,1.8,225.0,3,690.0,24.0,596.0,703.0,20.0,62.0,,
1100.0,1700.0000000000002,6500.0,,,200.0,22800.0,2700.0,,,,,68.0,,,68.0,535.0,63.0,1.0,0,1.8,225.0,3,690.0,24.0,597.0,700.0,22.0,58.0,,
1000.0,1600.0,6100.0,,,200.0,22700.0,2700.0,,,,,260.0,,,260.0,535.0,63.0,1.0,0,1.8,225.0,3,690.0,24.0,608.0,702.0,21.0,60.0,,
700.0000000000001,800.0,9800.0,100.0,100.0,2700.0,20700.0,10700.0,150.0,,891.0,,97.0,,,,300.0,28.0,0.0,1,2.04,150.0,2,690.0,10.0,440.0,540.0,24.0,67.0,-80.0,9.0
700.0000000000001,800.0,9800.0,100.0,100.0,2700.0,20700.0,10700.0,150.0,,891.0,,97.0,,,,300.0,28.0,0.0,1,2.04,150.0,2,690.0,10.0,440.0,540.0,24.0,67.0,-70.0,9.0
700.0000000000001,800.0,9800.0,100.0,100.0,2700.0,20700.0,10700.0,150.0,,891.0,,97.0,,,,300.0,28.0,0.0,1,2.04,150.0,2,690.0,10.0,440.0,540.0,24.0,67.0,-60.0,9.0
700.0000000000001,800.0,9800.0,100.0,100.0,2700.0,20700.0,10700.0,150.0,,891.0,,97.0,,,,300.0,28.0,0.0,1,2.04,150.0,2,690.0,10.0,440.0,540.0,24.0,67.0,-40.0,19.0
700.0000000000001,800.0,9800.0,100.0,100.0,2700.0,20700.0,10700.0,150.0,,891.0,,97.0,,,,300.0,28.0,0.0,1,2.04,150.0,2,690.0,10.0,440.0,540.0,24.0,67.0,-30.0,28.0
700.0000000000001,800.0,9800.0,100.0,100.0,2700.0,20700.0,10700.0,150.0,,891.0,,97.0,,,,300.0,28.0,0.0,1,2.04,150.0,2,690.0,10.0,440.0,540.0,24.0,67.0,-20.0,43.0
700.0000000000001,800.0,9800.0,100.0,100.0,2700.0,20700.0,10700.0,150.0,,891.0,,97.0,,,,300.0,28.0,0.0,1,2.04,150.0,2,690.0,10.0,440.0,540.0,24.0,67.0,0.0,117.0
700.0000000000001,800.0,9800.0,100.0,100.0,2700.0,20700.0,10700.0,150.0,,891.0,,97.0,,,,300.0,28.0,0.0,1,2.04,150.0,2,690.0,10.0,440.0,540.0,24.0,67.0,20.0,179.0
700.0000000000001,800.0,9800.0,100.0,100.0,2700.0,20700.0,10700.0,150.0,,891.0,,97.0,,,,300.0,28.0,0.0,1,2.04,150.0,2,690.0,10.0,440.0,540.0,24.0,67.0,40.0,204.0
700.0000000000001,800.0,9800.0,100.0,100.0,2700.0,20700.0,10700.0,150.0,,891.0,,97.0,,,,300.0,28.0,0.0,1,2.04,150.0,2,690.0,10.0,440.0,540.0,24.0,67.0,60.0,210.0
700.0000000000001,800.0,9800.0,100.0,100.0,2700.0,20700.0,10700.0,150.0,,891.0,,97.0,,,,300.0,28.0,0.0,1,2.04,150.0,2,690.0,10.0,440.0,540.0,24.0,67.0,70.0,210.0
480.0,1300.0,10600.0,140.0,160.0,2300.0,20200.0,13000.0,200.0,,768.0,,266.0,,,,300.0,28.0,0.0,1,1.96,150.0,2,690.0,10.0,506.0,598.0,22.0,70.0,-70.0,6.0
480.0,1300.0,10600.0,140.0,160.0,2300.0,20200.0,13000.0,200.0,,768.0,,266.0,,,,300.0,28.0,0.0,1,1.96,150.0,2,690.0,10.0,506.0,598.0,22.0,70.0,-60.0,6.0
480.0,1300.0,10600.0,140.0,160.0,2300.0,20200.0,13000.0,200.0,,768.0,,266.0,,,,300.0,28.0,0.0,1,1.96,150.0,2,690.0,10.0,506.0,598.0,22.0,70.0,-40.0,15.0
480.0,1300.0,10600.0,140.0,160.0,2300.0,20200.0,13000.0,200.0,,768.0,,266.0,,,,300.0,28.0,0.0,1,1.96,150.0,2,690.0,10.0,506.0,598.0,22.0,70.0,-20.0,68.0
480.0,1300.0,10600.0,140.0,160.0,2300.0,20200.0,13000.0,200.0,,768.0,,266.0,,,,300.0,28.0,0.0,1,1.96,150.0,2,690.0,10.0,506.0,598.0,22.0,70.0,0.0,120.0
480.0,1300.0,10600.0,140.0,160.0,2300.0,20200.0,13000.0,200.0,,768.0,,266.0,,,,300.0,28.0,0.0,1,1.96,150.0,2,690.0,10.0,506.0,598.0,22.0,70.0,20.0,151.0
480.0,1300.0,10600.0,140.0,160.0,2300.0,20200.0,13000.0,200.0,,768.0,,266.0,,,,300.0,28.0,0.0,1,1.96,150.0,2,690.0,10.0,506.0,598.0,22.0,70.0,40.0,160.0
480.0,1300.0,10600.0,140.0,160.0,2300.0,20200.0,13000.0,200.0,,768.0,,266.0,,,,300.0,28.0,0.0,1,1.96,150.0,2,690.0,10.0,506.0,598.0,22.0,70.0,60.0,164.0
430.0,1200.0,8600.0,110.0,170.0,2000.0,20100.0,9300.0,200.0,,922.0,,123.0,,,,300.0,20.0,0.0,1,2.08,150.0,2,690.0,10.0,505.0,600.0,19.0,69.0,-70.0,3.0
430.0,1200.0,8600.0,110.0,170.0,2000.0,20100.0,9300.0,200.0,,922.0,,123.0,,,,300.0,20.0,0.0,1,2.08,150.0,2,690.0,10.0,505.0,600.0,19.0,69.0,-60.0,3.0
430.0,1200.0,8600.0,110.0,170.0,2000.0,20100.0,9300.0,200.0,,922.0,,123.0,,,,300.0,20.0,0.0,1,2.08,150.0,2,690.0,10.0,505.0,600.0,19.0,69.0,-20.0,9.0
430.0,1200.0,8600.0,110.0,170.0,2000.0,20100.0,9300.0,200.0,,922.0,,123.0,,,,300.0,20.0,0.0,1,2.08,150.0,2,690.0,10.0,505.0,600.0,19.0,69.0,0.0,12.0
430.0,1200.0,8600.0,110.0,170.0,2000.0,20100.0,9300.0,200.0,,922.0,,123.0,,,,300.0,20.0,0.0,1,2.08,150.0,2,690.0,10.0,505.0,600.0,19.0,69.0,10.0,43.0
430.0,1200.0,8600.0,110.0,170.0,2000.0,20100.0,9300.0,200.0,,922.0,,123.0,,,,300.0,20.0,0.0,1,2.08,150.0,2,690.0,10.0,505.0,600.0,19.0,69.0,20.0,65.0
430.0,1200.0,8600.0,110.0,170.0,2000.0,20100.0,9300.0,200.0,,922.0,,123.0,,,,300.0,20.0,0.0,1,2.08,150.0,2,690.0,10.0,505.0,600.0,19.0,69.0,30.0,65.0
420.0,1400.0000000000002,13300.0,120.0,150.0,2600.0,23900.0,12100.0,150.0,,735.0,,236.0,,,,300.0,28.0,0.0,1,1.96,150.0,2,690.0,10.0,520.0,620.0,20.0,54.0,-80.0,6.0
420.0,1400.0000000000002,13300.0,120.0,150.0,2600.0,23900.0,12100.0,150.0,,735.0,,236.0,,,,300.0,28.0,0.0,1,1.96,150.0,2,690.0,10.0,520.0,620.0,20.0,54.0,-70.0,6.0
420.0,1400.0000000000002,13300.0,120.0,150.0,2600.0,23900.0,12100.0,150.0,,735.0,,236.0,,,,300.0,28.0,0.0,1,1.96,150.0,2,690.0,10.0,520.0,620.0,20.0,54.0,-60.0,12.0
420.0,1400.0000000000002,13300.0,120.0,150.0,2600.0,23900.0,12100.0,150.0,,735.0,,236.0,,,,300.0,28.0,0.0,1,1.96,150.0,2,690.0,10.0,520.0,620.0,20.0,54.0,-40.0,49.0
420.0,1400.0000000000002,13300.0,120.0,150.0,2600.0,23900.0,12100.0,150.0,,735.0,,236.0,,,,300.0,28.0,0.0,1,1.96,150.0,2,690.0,10.0,520.0,620.0,20.0,54.0,-20.0,96.0
420.0,1400.0000000000002,13300.0,120.0,150.0,2600.0,23900.0,12100.0,150.0,,735.0,,236.0,,,,300.0,28.0,0.0,1,1.96,150.0,2,690.0,10.0,520.0,620.0,20.0,54.0,0.0,123.0
420.0,1400.0000000000002,13300.0,120.0,150.0,2600.0,23900.0,12100.0,150.0,,735.0,,236.0,,,,300.0,28.0,0.0,1,1.96,150.0,2,690.0,10.0,520.0,620.0,20.0,54.0,20.0,139.0
420.0,1400.0000000000002,13300.0,120.0,150.0,2600.0,23900.0,12100.0,150.0,,735.0,,236.0,,,,300.0,28.0,0.0,1,1.96,150.0,2,690.0,10.0,520.0,620.0,20.0,54.0,40.0,135.0
420.0,1400.0000000000002,13300.0,120.0,150.0,2600.0,23900.0,12100.0,150.0,,735.0,,236.0,,,,300.0,28.0,0.0,1,1.96,150.0,2,690.0,10.0,520.0,620.0,20.0,54.0,60.0,148.0
470.0,4200.0,10000.0,150.0,160.0,1700.0000000000002,22900.0,10400.0,180.0,,695.0,,165.0,,,,300.0,28.0,0.0,1,2.08,150.0,2,690.0,10.0,537.0,620.0,11.0,24.0,-70.0,9.0
470.0,4200.0,10000.0,150.0,160.0,1700.0000000000002,22900.0,10400.0,180.0,,695.0,,165.0,,,,300.0,28.0,0.0,1,2.08,150.0,2,690.0,10.0,537.0,620.0,11.0,24.0,-60.0,9.0
470.0,4200.0,10000.0,150.0,160.0,1700.0000000000002,22900.0,10400.0,180.0,,695.0,,165.0,,,,300.0,28.0,0.0,1,2.08,150.0,2,690.0,10.0,537.0,620.0,11.0,24.0,-40.0,12.0
470.0,4200.0,10000.0,150.0,160.0,1700.0000000000002,22900.0,10400.0,180.0,,695.0,,165.0,,,,300.0,28.0,0.0,1,2.08,150.0,2,690.0,10.0,537.0,620.0,11.0,24.0,-20.0,22.0
470.0,4200.0,10000.0,150.0,160.0,1700.0000000000002,22900.0,10400.0,180.0,,695.0,,165.0,,,,300.0,28.0,0.0,1,2.08,150.0,2,690.0,10.0,537.0,620.0,11.0,24.0,0.0,46.0
470.0,4200.0,10000.0,150.0,160.0,1700.0000000000002,22900.0,10400.0,180.0,,695.0,,165.0,,,,300.0,28.0,0.0,1,2.08,150.0,2,690.0,10.0,537.0,620.0,11.0,24.0,20.0,96.0
470.0,4200.0,10000.0,150.0,160.0,1700.0000000000002,22900.0,10400.0,180.0,,695.0,,165.0,,,,300.0,28.0,0.0,1,2.08,150.0,2,690.0,10.0,537.0,620.0,11.0,24.0,40.0,154.0
470.0,4200.0,10000.0,150.0,160.0,1700.0000000000002,22900.0,10400.0,180.0,,695.0,,165.0,,,,300.0,28.0,0.0,1,2.08,150.0,2,690.0,10.0,537.0,620.0,11.0,24.0,60.0,164.0
470.0,4200.0,10000.0,150.0,160.0,1700.0000000000002,22900.0,10400.0,180.0,,695.0,,165.0,,,,300.0,28.0,0.0,1,2.08,150.0,2,690.0,10.0,537.0,620.0,11.0,24.0,70.0,167.0
740.0,2700.0,11100.000000000002,90.0,240.0,1700.0000000000002,23000.0,9600.0,180.0,,556.0,,113.0,,,,290.0,29.0,0.0,1,2.0,150.0,2,690.0,10.0,595.0,675.0,24.0,69.0,-70.0,3.0
740.0,2700.0,11100.000000000002,90.0,240.0,1700.0000000000002,23000.0,9600.0,180.0,,556.0,,113.0,,,,290.0,29.0,0.0,1,2.0,150.0,2,690.0,10.0,595.0,675.0,24.0,69.0,-60.0,3.0
740.0,2700.0,11100.000000000002,90.0,240.0,1700.0000000000002,23000.0,9600.0,180.0,,556.0,,113.0,,,,290.0,29.0,0.0,1,2.0,150.0,2,690.0,10.0,595.0,675.0,24.0,69.0,-40.0,6.0
740.0,2700.0,11100.000000000002,90.0,240.0,1700.0000000000002,23000.0,9600.0,180.0,,556.0,,113.0,,,,290.0,29.0,0.0,1,2.0,150.0,2,690.0,10.0,595.0,675.0,24.0,69.0,-20.0,12.0
740.0,2700.0,11100.000000000002,90.0,240.0,1700.0000000000002,23000.0,9600.0,180.0,,556.0,,113.0,,,,290.0,29.0,0.0,1,2.0,150.0,2,690.0,10.0,595.0,675.0,24.0,69.0,0.0,31.0
740.0,2700.0,11100.000000000002,90.0,240.0,1700.0000000000002,23000.0,9600.0,180.0,,556.0,,113.0,,,,290.0,29.0,0.0,1,2.0,150.0,2,690.0,10.0,595.0,675.0,24.0,69.0,20.0,52.0
740.0,2700.0,11100.000000000002,90.0,240.0,1700.0000000000002,23000.0,9600.0,180.0,,556.0,,113.0,,,,290.0,29.0,0.0,1,2.0,150.0,2,690.0,10.0,595.0,675.0,24.0,69.0,40.0,80.0
740.0,2700.0,11100.000000000002,90.0,240.0,1700.0000000000002,23000.0,9600.0,180.0,,556.0,,113.0,,,,290.0,29.0,0.0,1,2.0,150.0,2,690.0,10.0,595.0,675.0,24.0,69.0,50.0,93.0
740.0,2700.0,11100.000000000002,90.0,240.0,1700.0000000000002,23000.0,9600.0,180.0,,556.0,,113.0,,,,290.0,29.0,0.0,1,2.0,150.0,2,690.0,10.0,595.0,675.0,24.0,69.0,60.0,99.0
740.0,2700.0,11100.000000000002,90.0,240.0,1700.0000000000002,23000.0,9600.0,180.0,,556.0,,113.0,,,,290.0,29.0,0.0,1,2.0,150.0,2,690.0,10.0,595.0,675.0,24.0,69.0,70.0,105.0
620.0,2400.0,12400.0,1400.0000000000002,2500.0,2200.0,21700.0,9800.0,1800.0,,408.0,,269.0,,,,290.0,29.0,0.0,1,2.0,150.0,2,690.0,10.0,643.0,708.0,16.0,32.0,-70.0,6.0
620.0,2400.0,12400.0,1400.0000000000002,2500.0,2200.0,21700.0,9800.0,1800.0,,408.0,,269.0,,,,290.0,29.0,0.0,1,2.0,150.0,2,690.0,10.0,643.0,708.0,16.0,32.0,-60.0,9.0
620.0,2400.0,12400.0,1400.0000000000002,2500.0,2200.0,21700.0,9800.0,1800.0,,408.0,,269.0,,,,290.0,29.0,0.0,1,2.0,150.0,2,690.0,10.0,643.0,708.0,16.0,32.0,-40.0,19.0
620.0,2400.0,12400.0,1400.0000000000002,2500.0,2200.0,21700.0,9800.0,1800.0,,408.0,,269.0,,,,290.0,29.0,0.0,1,2.0,150.0,2,690.0,10.0,643.0,708.0,16.0,32.0,-20.0,37.0
620.0,2400.0,12400.0,1400.0000000000002,2500.0,2200.0,21700.0,9800.0,1800.0,,408.0,,269.0,,,,290.0,29.0,0.0,1,2.0,150.0,2,690.0,10.0,643.0,708.0,16.0,32.0,0.0,56.0
620.0,2400.0,12400.0,1400.0000000000002,2500.0,2200.0,21700.0,9800.0,1800.0,,408.0,,269.0,,,,290.0,29.0,0.0,1,2.0,150.0,2,690.0,10.0,643.0,708.0,16.0,32.0,20.0,62.0
620.0,2400.0,12400.0,1400.0000000000002,2500.0,2200.0,21700.0,9800.0,1800.0,,408.0,,269.0,,,,290.0,29.0,0.0,1,2.0,150.0,2,690.0,10.0,643.0,708.0,16.0,32.0,40.0,68.0
620.0,2400.0,12400.0,1400.0000000000002,2500.0,2200.0,21700.0,9800.0,1800.0,,408.0,,269.0,,,,290.0,29.0,0.0,1,2.0,150.0,2,690.0,10.0,643.0,708.0,16.0,32.0,60.0,68.0
620.0,2400.0,12400.0,1400.0000000000002,2500.0,2200.0,21700.0,9800.0,1800.0,,408.0,,269.0,,,,290.0,29.0,0.0,1,2.0,150.0,2,690.0,10.0,643.0,708.0,16.0,32.0,70.0,71.0
550.0,3700.0,8200.0,210.0,80.0,859.9999999999999,25000.0,9900.0,100.0,5100.0,694.0,50.0,160.0,130.0,,,,,0.0,1,3.6,177.0,3,0.0,0.0,740.0,901.0,15.0,41.8,,
550.0,3700.0,8200.0,210.0,80.0,859.9999999999999,25000.0,9900.0,100.0,5100.0,694.0,50.0,160.0,130.0,,,,,0.0,1,3.6,177.0,3,482.0,4.5,776.0,909.0,16.8,43.0,,
