Carbon concentration (ppm),Silicon concentration (ppm),Manganese concentration (ppm),Sulphur concentration (ppm),Phosphorus concentration (ppm),Nickel concentration (ppm),Chromium concentration (ppm),Molybdenum concentration (ppm),Vanadium concentration (ppm),Copper concentration (ppm),Oxygen concentration (ppm),Titanium concentration (ppm),Nitrogen concentration (ppm),Aluminium concentration (ppm),Boron concentration (ppm),Niobium concentration (ppm),Current (A),Voltage (V),AC or DC,Electrode positive or negative,Heat input (kJ/mm),Interpass temperature (deg C),Type of weld,Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J)
750.0,3400.0000000000005,10200.0,70.0,60.0,,,,5.0,,417.0,37.0,79.0,5.0,5.0,985.0,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,603.0,676.0,19.8,70.8,8.0,100.0
770.0,3100.0,13300.0,70.0,50.0,,,,4.0,,419.0,38.0,80.0,5.0,5.0,6.0,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,463.0,541.0,27.1,75.9,,
770.0,3100.0,13300.0,70.0,50.0,,,,4.0,,419.0,38.0,80.0,5.0,5.0,6.0,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-67.0,100.0
770.0,3100.0,13300.0,70.0,50.0,,,,4.0,,419.0,38.0,80.0,5.0,5.0,6.0,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,372.0,497.0,31.4,76.4,-81.0,100.0
790.0,3300.0,13700.000000000002,70.0,60.0,,,,4.0,,417.0,34.0,97.0,5.0,5.0,105.0,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,505.0,586.0,25.8,77.9,,
790.0,3300.0,13700.000000000002,70.0,60.0,,,,4.0,,417.0,34.0,97.0,5.0,5.0,105.0,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-55.0,100.0
790.0,3300.0,13700.000000000002,70.0,60.0,,,,4.0,,417.0,34.0,97.0,5.0,5.0,105.0,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,500.0,578.0,24.8,76.0,-61.0,100.0
760.0,3000.0,13600.000000000002,80.0,60.0,,,,4.0,,370.0,33.0,84.0,5.0,5.0,235.0,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,540.0,597.0,26.4,76.0,,
760.0,3000.0,13600.000000000002,80.0,60.0,,,,4.0,,370.0,33.0,84.0,5.0,5.0,235.0,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-45.0,100.0
760.0,3000.0,13600.000000000002,80.0,60.0,,,,4.0,,370.0,33.0,84.0,5.0,5.0,235.0,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,539.0,607.0,25.0,76.0,-41.0,100.0
770.0,3400.0000000000005,13899.999999999998,70.0,70.0,,,,4.0,,409.0,32.0,99.0,5.0,5.0,455.0,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,586.0,641.0,24.2,76.0,,
770.0,3400.0000000000005,13899.999999999998,70.0,70.0,,,,4.0,,409.0,32.0,99.0,5.0,5.0,455.0,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-23.0,100.0
770.0,3400.0000000000005,13899.999999999998,70.0,70.0,,,,4.0,,409.0,32.0,99.0,5.0,5.0,455.0,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,583.0,651.0,22.6,71.9,-27.0,100.0
760.0,3000.0,13600.000000000002,60.0,70.0,,,,5.0,,432.0,33.0,91.0,5.0,5.0,940.0,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,610.0,685.0,20.6,71.9,,
760.0,3000.0,13600.000000000002,60.0,70.0,,,,5.0,,432.0,33.0,91.0,5.0,5.0,940.0,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,,100.0
760.0,3000.0,13600.000000000002,60.0,70.0,,,,5.0,,432.0,33.0,91.0,5.0,5.0,940.0,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,614.0,686.0,19.0,70.8,7.0,100.0
760.0,2900.0,17400.0,80.0,60.0,,,,4.0,,415.0,35.0,92.0,5.0,5.0,6.0,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,500.0,571.0,28.8,77.0,,
760.0,2900.0,17400.0,80.0,60.0,,,,4.0,,415.0,35.0,92.0,5.0,5.0,6.0,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-62.0,100.0
760.0,2900.0,17400.0,80.0,60.0,,,,4.0,,415.0,35.0,92.0,5.0,5.0,6.0,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,414.0,518.0,29.2,78.4,-71.0,100.0
770.0,3200.0,17700.0,70.0,60.0,,,,4.0,,418.0,31.0,89.0,5.0,5.0,125.0,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,540.0,614.0,22.0,75.9,,
770.0,3200.0,17700.0,70.0,60.0,,,,4.0,,418.0,31.0,89.0,5.0,5.0,125.0,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-54.0,100.0
770.0,3200.0,17700.0,70.0,60.0,,,,4.0,,418.0,31.0,89.0,5.0,5.0,125.0,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,524.0,605.0,24.4,74.0,-61.0,100.0
780.0,3000.0,17600.0,70.0,70.0,,,,4.0,,433.0,32.0,110.0,5.0,5.0,230.0,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,575.0,635.0,22.6,74.0,,
780.0,3000.0,17600.0,70.0,70.0,,,,4.0,,433.0,32.0,110.0,5.0,5.0,230.0,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-42.0,100.0
780.0,3000.0,17600.0,70.0,70.0,,,,4.0,,433.0,32.0,110.0,5.0,5.0,230.0,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,553.0,627.0,22.0,76.8,-31.0,100.0
770.0,2900.0,17700.0,80.0,90.0,,,,4.0,,432.0,31.0,97.0,5.0,5.0,450.0,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,606.0,660.0,22.0,74.0,,
770.0,2900.0,17700.0,80.0,90.0,,,,4.0,,432.0,31.0,97.0,5.0,5.0,450.0,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-26.0,100.0
770.0,2900.0,17700.0,80.0,90.0,,,,4.0,,432.0,31.0,97.0,5.0,5.0,450.0,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,577.0,661.0,21.6,71.9,-15.0,100.0
790.0,2900.0,17900.0,60.0,70.0,,,,4.0,,406.0,33.0,105.0,5.0,5.0,895.0,170.0,21.0,0.0,1,1.0,200.0,0,250.0,14.0,654.0,708.0,19.2,70.8,,
790.0,2900.0,17900.0,60.0,70.0,,,,4.0,,406.0,33.0,105.0,5.0,5.0,895.0,170.0,21.0,0.0,1,1.0,200.0,0,0.0,0.0,,,,,-6.0,100.0
790.0,2900.0,17900.0,60.0,70.0,,,,4.0,,406.0,33.0,105.0,5.0,5.0,895.0,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,638.0,716.0,17.2,68.6,4.0,100.0
620.0,2200.0,11700.0,70.0,60.0,,,,,,330.0,,120.0,,,,180.0,34.0,1.0,0,2.0,200.0,0,250.0,14.0,427.0,512.0,31.4,81.5,,
600.0,2600.0,12000.0,80.0,70.0,,,,,,320.0,,150.0,,,,180.0,34.0,1.0,0,2.0,200.0,0,250.0,14.0,440.0,523.0,33.0,81.5,,
600.0,2500.0,11900.0,80.0,70.0,,,,,,353.0,,110.0,,,,180.0,34.0,1.0,0,2.0,200.0,0,250.0,14.0,443.0,508.0,30.4,82.4,,
620.0,3100.0,12400.0,80.0,80.0,,,,,,366.0,,110.0,,,,180.0,34.0,1.0,0,2.0,200.0,0,250.0,14.0,468.0,531.0,29.6,81.5,,
550.0,3300.0,13899.999999999998,70.0,70.0,,,,,,323.0,,70.0,,,,180.0,34.0,0.0,1,1.0,200.0,0,250.0,14.0,435.0,510.0,35.6,81.5,,
490.0,3400.0000000000005,13899.999999999998,60.0,70.0,,,,,,339.0,,65.0,,,,180.0,34.0,0.0,1,1.0,200.0,0,250.0,14.0,430.0,505.0,31.2,82.3,,
480.0,3100.0,13400.0,80.0,80.0,,,,,,371.0,,75.0,,,,180.0,34.0,0.0,1,1.0,200.0,0,250.0,14.0,433.0,504.0,31.0,82.3,,
480.0,3600.0,13000.0,70.0,70.0,,,,,,401.0,,70.0,,,,180.0,34.0,0.0,1,1.0,200.0,0,250.0,14.0,465.0,526.0,30.4,80.6,,
590.0,2900.0,14900.0,80.0,170.0,,,,,,305.0,,110.0,,,,180.0,34.0,0.0,1,1.0,200.0,0,250.0,14.0,442.0,524.0,31.6,80.6,,
510.0,3100.0,16400.0,50.0,160.0,,,,,,330.0,,60.0,,,,180.0,34.0,0.0,1,1.0,200.0,0,250.0,14.0,497.0,559.0,30.0,77.8,,
690.0000000000001,5300.0,11700.0,80.0,140.0,,,,,,365.0,,120.0,,,,180.0,34.0,0.0,1,1.0,200.0,0,250.0,14.0,487.0,555.0,31.4,78.8,,
680.0,3600.0,15600.0,60.0,100.0,,,,,,396.0,,90.0,,,,180.0,34.0,0.0,1,1.0,200.0,0,250.0,14.0,494.0,569.0,28.4,79.6,,
430.0,3000.0,6899.999999999999,60.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,373.0,448.0,34.4,83.0,-70.0,9.0
430.0,3000.0,6899.999999999999,60.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,373.0,448.0,34.4,83.0,-60.0,15.0
430.0,3000.0,6899.999999999999,60.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,373.0,448.0,34.4,83.0,-50.0,53.0
430.0,3000.0,6899.999999999999,60.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,373.0,448.0,34.4,83.0,-40.0,117.0
430.0,3000.0,6899.999999999999,60.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,373.0,448.0,34.4,83.0,-20.0,220.0
430.0,3000.0,6899.999999999999,60.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,373.0,448.0,34.4,83.0,20.0,222.0
420.0,3100.0,9800.0,60.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,392.0,476.0,34.4,80.6,-70.0,21.0
420.0,3100.0,9800.0,60.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,392.0,476.0,34.4,80.6,-60.0,38.0
420.0,3100.0,9800.0,60.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,392.0,476.0,34.4,80.6,-50.0,74.0
420.0,3100.0,9800.0,60.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,392.0,476.0,34.4,80.6,-40.0,182.0
420.0,3100.0,9800.0,60.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,392.0,476.0,34.4,80.6,-20.0,220.0
420.0,3100.0,9800.0,60.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,392.0,476.0,34.4,80.6,20.0,222.0
450.0,3100.0,13899.999999999998,50.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,414.0,502.0,31.0,80.6,-70.0,38.0
450.0,3100.0,13899.999999999998,50.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,414.0,502.0,31.0,80.6,-60.0,81.0
450.0,3100.0,13899.999999999998,50.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,414.0,502.0,31.0,80.6,-50.0,129.0
450.0,3100.0,13899.999999999998,50.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,414.0,502.0,31.0,80.6,-40.0,172.0
450.0,3100.0,13899.999999999998,50.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,414.0,502.0,31.0,80.6,-20.0,220.0
450.0,3100.0,13899.999999999998,50.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,414.0,502.0,31.0,80.6,20.0,222.0
450.0,2900.0,18300.0,50.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,444.0,525.0,29.8,79.9,-70.0,36.0
450.0,2900.0,18300.0,50.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,444.0,525.0,29.8,79.9,-60.0,76.0
450.0,2900.0,18300.0,50.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,444.0,525.0,29.8,79.9,-50.0,117.0
450.0,2900.0,18300.0,50.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,444.0,525.0,29.8,79.9,-40.0,153.0
450.0,2900.0,18300.0,50.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,444.0,525.0,29.8,79.9,-20.0,203.0
450.0,2900.0,18300.0,50.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,444.0,525.0,29.8,79.9,20.0,222.0
580.0,3300.0,6300.0,70.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,386.0,465.0,33.4,78.8,-60.0,13.0
580.0,3300.0,6300.0,70.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,386.0,465.0,33.4,78.8,-50.0,27.0
580.0,3300.0,6300.0,70.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,386.0,465.0,33.4,78.8,-40.0,78.0
580.0,3300.0,6300.0,70.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,386.0,465.0,33.4,78.8,-20.0,178.0
580.0,3300.0,6300.0,70.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,386.0,465.0,33.4,78.8,20.0,220.0
650.0,3400.0000000000005,9700.0,70.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,418.0,500.0,35.0,80.6,-70.0,15.0
650.0,3400.0000000000005,9700.0,70.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,418.0,500.0,35.0,80.6,-60.0,45.0
650.0,3400.0000000000005,9700.0,70.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,418.0,500.0,35.0,80.6,-50.0,100.0
650.0,3400.0000000000005,9700.0,70.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,418.0,500.0,35.0,80.6,-40.0,155.0
650.0,3400.0000000000005,9700.0,70.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,418.0,500.0,35.0,80.6,-20.0,201.0
650.0,3400.0000000000005,9700.0,70.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,418.0,500.0,35.0,80.6,20.0,220.0
660.0,3500.0,13600.000000000002,70.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,455.0,540.0,31.2,77.9,-70.0,30.0
660.0,3500.0,13600.000000000002,70.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,455.0,540.0,31.2,77.9,-60.0,72.0
660.0,3500.0,13600.000000000002,70.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,455.0,540.0,31.2,77.9,-50.0,119.0
660.0,3500.0,13600.000000000002,70.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,455.0,540.0,31.2,77.9,-40.0,165.0
660.0,3500.0,13600.000000000002,70.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,455.0,540.0,31.2,77.9,-20.0,201.0
660.0,3500.0,13600.000000000002,70.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,455.0,540.0,31.2,77.9,20.0,206.0
740.0,3600.0,18000.0,80.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,504.0,594.0,26.2,75.0,-70.0,30.0
740.0,3600.0,18000.0,80.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,504.0,594.0,26.2,75.0,-60.0,55.0
740.0,3600.0,18000.0,80.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,504.0,594.0,26.2,75.0,-50.0,89.0
740.0,3600.0,18000.0,80.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,504.0,594.0,26.2,75.0,-40.0,121.0
740.0,3600.0,18000.0,80.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,504.0,594.0,26.2,75.0,-20.0,161.0
740.0,3600.0,18000.0,80.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,504.0,594.0,26.2,75.0,20.0,188.0
890.0,3500.0,6800.000000000001,80.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,394.0,499.0,34.2,78.8,-70.0,23.0
890.0,3500.0,6800.000000000001,80.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,394.0,499.0,34.2,78.8,-60.0,27.0
890.0,3500.0,6800.000000000001,80.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,394.0,499.0,34.2,78.8,-50.0,45.0
890.0,3500.0,6800.000000000001,80.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,394.0,499.0,34.2,78.8,-40.0,95.0
890.0,3500.0,6800.000000000001,80.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,394.0,499.0,34.2,78.8,-20.0,157.0
890.0,3500.0,6800.000000000001,80.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,394.0,499.0,34.2,78.8,20.0,220.0
950.0,3600.0,10500.0,70.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,435.0,546.0,34.0,77.0,-70.0,11.0
950.0,3600.0,10500.0,70.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,435.0,546.0,34.0,77.0,-60.0,34.0
950.0,3600.0,10500.0,70.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,435.0,546.0,34.0,77.0,-50.0,74.0
950.0,3600.0,10500.0,70.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,435.0,546.0,34.0,77.0,-40.0,110.0
950.0,3600.0,10500.0,70.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,435.0,546.0,34.0,77.0,-20.0,165.0
950.0,3600.0,10500.0,70.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,435.0,546.0,34.0,77.0,20.0,220.0
880.0,3400.0000000000005,13300.0,80.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,461.0,568.0,28.6,77.9,-70.0,72.0
880.0,3400.0000000000005,13300.0,80.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,461.0,568.0,28.6,77.9,-60.0,106.0
880.0,3400.0000000000005,13300.0,80.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,461.0,568.0,28.6,77.9,-50.0,133.0
880.0,3400.0000000000005,13300.0,80.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,461.0,568.0,28.6,77.9,-40.0,155.0
880.0,3400.0000000000005,13300.0,80.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,461.0,568.0,28.6,77.9,-20.0,188.0
880.0,3400.0000000000005,13300.0,80.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,461.0,568.0,28.6,77.9,20.0,208.0
890.0,3300.0,16900.0,70.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,490.0,597.0,30.2,75.0,-70.0,53.0
890.0,3300.0,16900.0,70.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,490.0,597.0,30.2,75.0,-60.0,74.0
890.0,3300.0,16900.0,70.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,490.0,597.0,30.2,75.0,-50.0,95.0
890.0,3300.0,16900.0,70.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,490.0,597.0,30.2,75.0,-40.0,114.0
890.0,3300.0,16900.0,70.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,490.0,597.0,30.2,75.0,-20.0,151.0
890.0,3300.0,16900.0,70.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,490.0,597.0,30.2,75.0,20.0,188.0
1510.0,3600.0,6300.0,80.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,449.0,533.0,30.6,76.0,-60.0,15.0
1510.0,3600.0,6300.0,80.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,449.0,533.0,30.6,76.0,-50.0,34.0
1510.0,3600.0,6300.0,80.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,449.0,533.0,30.6,76.0,-40.0,64.0
1510.0,3600.0,6300.0,80.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,449.0,533.0,30.6,76.0,-20.0,131.0
1510.0,3600.0,6300.0,80.0,80.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,449.0,533.0,30.6,76.0,20.0,188.0
1470.0,3600.0,10200.0,70.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,482.0,576.0,29.4,76.9,-70.0,17.0
1470.0,3600.0,10200.0,70.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,482.0,576.0,29.4,76.9,-60.0,34.0
1470.0,3600.0,10200.0,70.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,482.0,576.0,29.4,76.9,-50.0,63.0
1470.0,3600.0,10200.0,70.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,482.0,576.0,29.4,76.9,-40.0,98.0
1470.0,3600.0,10200.0,70.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,482.0,576.0,29.4,76.9,-20.0,150.0
1470.0,3600.0,10200.0,70.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,482.0,576.0,29.4,76.9,20.0,197.0
1470.0,3500.0,13799.999999999998,70.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,513.0,623.0,27.4,72.9,-70.0,38.0
1470.0,3500.0,13799.999999999998,70.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,513.0,623.0,27.4,72.9,-60.0,57.0
1470.0,3500.0,13799.999999999998,70.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,513.0,623.0,27.4,72.9,-50.0,80.0
1470.0,3500.0,13799.999999999998,70.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,513.0,623.0,27.4,72.9,-40.0,104.0
1470.0,3500.0,13799.999999999998,70.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,513.0,623.0,27.4,72.9,-20.0,150.0
1470.0,3500.0,13799.999999999998,70.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,513.0,623.0,27.4,72.9,20.0,184.0
1450.0,3500.0,17600.0,60.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,567.0,679.0,24.0,69.8,-70.0,27.0
1450.0,3500.0,17600.0,60.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,567.0,679.0,24.0,69.8,-60.0,32.0
1450.0,3500.0,17600.0,60.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,567.0,679.0,24.0,69.8,-50.0,42.0
1450.0,3500.0,17600.0,60.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,567.0,679.0,24.0,69.8,-40.0,55.0
1450.0,3500.0,17600.0,60.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,567.0,679.0,24.0,69.8,-20.0,117.0
1450.0,3500.0,17600.0,60.0,70.0,,,,,,,,,,,,170.0,21.0,0.0,1,1.0,200.0,0,580.0,2.0,567.0,679.0,24.0,69.8,20.0,160.0
740.0,3300.0,14500.0,50.0,50.0,,,,,,408.0,6.0,90.0,,,,170.0,21.0,0.0,1,1.0,200.0,4,250.0,14.0,463.0,537.0,31.2,78.8,,
740.0,3300.0,14500.0,50.0,50.0,,,,,,408.0,6.0,90.0,,,,170.0,21.0,0.0,1,1.0,200.0,4,0.0,0.0,,,,,-60.0,28.0
740.0,3300.0,14500.0,50.0,50.0,,,,,,408.0,6.0,90.0,,,,170.0,21.0,0.0,1,1.0,200.0,4,0.0,0.0,,,,,-36.0,100.0
730.0,3400.0000000000005,14900.0,40.0,70.0,,,,,,396.0,16.0,84.0,,,,170.0,21.0,0.0,1,1.0,200.0,4,250.0,14.0,482.0,548.0,33.6,78.8,,
730.0,3400.0000000000005,14900.0,40.0,70.0,,,,,,396.0,16.0,84.0,,,,170.0,21.0,0.0,1,1.0,200.0,4,0.0,0.0,,,,,-85.0,28.0
730.0,3400.0000000000005,14900.0,40.0,70.0,,,,,,396.0,16.0,84.0,,,,170.0,21.0,0.0,1,1.0,200.0,4,0.0,0.0,,,,,-59.0,100.0
709.9999999999999,3600.0,14600.0,40.0,60.0,,,,,,400.0,22.0,85.0,,,,170.0,21.0,0.0,1,1.0,200.0,4,250.0,14.0,497.0,563.0,30.6,77.0,,
