Carbon concentration (weight%),Silicon concentration (weight%),Manganese concentration (weight%),Sulphur concentration (weight%),Phosphorus concentration (weight%),Oxygen concentration (%),Nitrogen concentration (%),Current (A),Voltage (V),Heat input (kJ/mm),Interpass temperature (deg C),Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Nickel concentration (weight%),Chromium concentration (weight%),Molybdenum concentration (weight%),Vanadium concentration (weight%),Copper concentration (weight%),Titanium concentration (%),Aluminium concentration (%),Boron concentration (%),Niobium concentration (%),AC or DC,Electrode positive or negative,Type of weld,Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J),Hardness (kg/mm2)
0.08,0.33,1.41,0.006,0.009,0.0432,0.0061,170.0,21.0,1.0,200.0,250.0,14.0,0.6514867322422205,1.358306689377657,0.21786307295937346,0.0005,0.30057279008844484,0.0043,0.0078,0.0005,0.0005,0.0,1.0,0.0,478.0,540.0,31.2,80.7,,,
0.08,0.33,1.41,0.006,0.009,0.0432,0.0061,170.0,21.0,1.0,200.0,0.0,0.0,0.3153831656496648,1.3214378305565488,0.3025378770760589,0.0005,0.08309414233610742,0.0043,0.0078,0.0005,0.0005,0.0,1.0,0.0,,,,,-77.0,28.0,
0.08,0.33,1.41,0.006,0.009,0.0432,0.0061,170.0,21.0,1.0,200.0,0.0,0.0,1.167038694033435,1.358306689377657,0.8100074699626914,0.0005,0.1752380965096053,0.0043,0.0078,0.0005,0.0005,0.0,1.0,0.0,,,,,-55.0,100.0,
0.08,0.33,1.41,0.006,0.009,0.0432,0.0061,170.0,21.0,1.0,200.0,580.0,2.0,0.2565679869321016,1.358306689377657,0.5546284389242293,0.0005,0.18350485830712648,0.0043,0.0078,0.0005,0.0005,0.0,1.0,0.0,391.0,504.0,31.8,78.9,-89.0,28.0,
0.08,0.33,1.41,0.006,0.009,0.0432,0.0061,170.0,21.0,1.0,200.0,580.0,2.0,0.21283402658792344,1.358306689377657,0.031713839785359375,0.0005,0.62808608897358,0.0043,0.0078,0.0005,0.0005,0.0,1.0,0.0,391.0,504.0,31.8,78.9,-68.0,100.0,
0.08,0.37,1.42,0.006,0.009,0.0439,0.0054,170.0,21.0,1.0,200.0,250.0,14.0,0.8509815240806533,1.358306689377657,0.8384365423222843,0.0005,0.4899486179529353,0.0043,0.012,0.0005,0.0005,0.0,1.0,0.0,480.0,543.0,29.0,78.9,,,
0.08,0.37,1.42,0.006,0.009,0.0439,0.0054,170.0,21.0,1.0,200.0,0.0,0.0,0.21283402658792344,1.358306689377657,0.002447651658563088,0.0005,0.0720261689675634,0.0043,0.012,0.0005,0.0005,0.0,1.0,0.0,,,,,-86.0,28.0,
0.08,0.37,1.42,0.006,0.009,0.0439,0.0054,170.0,21.0,1.0,200.0,0.0,0.0,0.20730677891672392,0.24922688612254773,1.1711675210085613,0.0005,0.21929492316704857,0.0043,0.012,0.0005,0.0005,0.0,1.0,0.0,,,,,-28.0,100.0,
0.08,0.37,1.42,0.006,0.009,0.0439,0.0054,170.0,21.0,1.0,200.0,580.0,2.0,2.027937617250272,1.358306689377657,0.3939418134863144,0.0005,0.18386949063316793,0.0043,0.012,0.0005,0.0005,0.0,1.0,0.0,397.0,518.0,31.0,79.8,-91.0,28.0,
0.08,0.37,1.42,0.006,0.009,0.0439,0.0054,170.0,21.0,1.0,200.0,580.0,2.0,0.21283402658792344,1.358306689377657,0.687792338940518,0.0005,0.001592721063832625,0.0043,0.012,0.0005,0.0005,0.0,1.0,0.0,397.0,518.0,31.0,79.8,-69.0,100.0,
0.076,0.37,1.36,0.005,0.009,0.0422,0.0054,170.0,21.0,1.0,200.0,250.0,14.0,0.969155449606026,1.358306689377657,0.6262635451362396,0.0005,0.30442833743130515,0.0036,0.019,0.0005,0.0005,0.0,1.0,0.0,485.0,549.0,31.4,79.8,,,
0.076,0.37,1.36,0.005,0.009,0.0422,0.0054,170.0,21.0,1.0,200.0,0.0,0.0,0.21283402658792344,1.358306689377657,0.4384992326977426,0.0005,0.09695539197933467,0.0036,0.019,0.0005,0.0005,0.0,1.0,0.0,,,,,-86.0,28.0,
0.076,0.37,1.36,0.005,0.009,0.0422,0.0054,170.0,21.0,1.0,200.0,0.0,0.0,0.15486744764074556,1.358306689377657,0.4885656833753687,0.0005,0.2456993995365209,0.0036,0.019,0.0005,0.0005,0.0,1.0,0.0,,,,,-58.0,100.0,
0.076,0.37,1.36,0.005,0.009,0.0422,0.0054,170.0,21.0,1.0,200.0,580.0,2.0,1.0347950836287843,1.358306689377657,1.0127020430930203,0.0005,0.43664190417453885,0.0036,0.019,0.0005,0.0005,0.0,1.0,0.0,403.0,519.0,29.1,78.9,-92.0,28.0,
0.076,0.37,1.36,0.005,0.009,0.0422,0.0054,170.0,21.0,1.0,200.0,580.0,2.0,0.046318362499338184,0.4685429077452483,0.47247042872253364,0.0005,0.08309414233610742,0.0036,0.019,0.0005,0.0005,0.0,1.0,0.0,403.0,519.0,29.1,78.9,-74.0,100.0,
0.078,0.44,1.31,0.005,0.008,0.0431,0.0052,170.0,21.0,1.0,200.0,250.0,14.0,1.5884859919414624,1.358306689377657,0.47247042872253364,0.0005,0.41503541348861067,0.0036,0.034,0.0005,0.0005,0.0,1.0,0.0,491.0,564.0,28.2,78.9,,,
0.078,0.44,1.31,0.005,0.008,0.0431,0.0052,170.0,21.0,1.0,200.0,0.0,0.0,2.423355324370759,1.358306689377657,0.47247042872253364,0.0005,0.32262326709600714,0.0036,0.034,0.0005,0.0005,0.0,1.0,0.0,,,,,-88.0,28.0,
0.078,0.44,1.31,0.005,0.008,0.0431,0.0052,170.0,21.0,1.0,200.0,0.0,0.0,0.22705754679036572,1.358306689377657,0.04162353207014036,0.0005,0.06586305177101445,0.0036,0.034,0.0005,0.0005,0.0,1.0,0.0,,,,,-63.0,100.0,
0.078,0.44,1.31,0.005,0.008,0.0431,0.0052,170.0,21.0,1.0,200.0,580.0,2.0,0.5310832556260647,1.358306689377657,0.07510002743005972,0.0005,0.5797414709420953,0.0036,0.034,0.0005,0.0005,0.0,1.0,0.0,409.0,528.0,31.0,78.9,-90.0,28.0,
0.078,0.44,1.31,0.005,0.008,0.0431,0.0052,170.0,21.0,1.0,200.0,580.0,2.0,0.21283402658792344,1.358306689377657,0.589118502140811,0.0005,0.4953689878339613,0.0036,0.034,0.0005,0.0005,0.0,1.0,0.0,409.0,528.0,31.0,78.9,-74.0,100.0,
0.076,0.51,1.3,0.005,0.008,0.0423,0.005,170.0,21.0,1.0,200.0,250.0,14.0,0.21283402658792344,1.358306689377657,0.47247042872253364,0.0005,0.21300138825457887,0.0043,0.049,0.0005,0.0005,0.0,1.0,0.0,485.0,560.0,25.2,78.9,,,
0.076,0.51,1.3,0.005,0.008,0.0423,0.005,170.0,21.0,1.0,200.0,0.0,0.0,0.4694054951764506,1.358306689377657,0.47247042872253364,0.0005,0.4016376782255945,0.0043,0.049,0.0005,0.0005,0.0,1.0,0.0,,,,,-90.0,28.0,
0.076,0.51,1.3,0.005,0.008,0.0423,0.005,170.0,21.0,1.0,200.0,0.0,0.0,2.696769263988127,1.358306689377657,0.08759355133110427,0.0005,0.6366182039308148,0.0043,0.049,0.0005,0.0005,0.0,1.0,0.0,,,,,-55.0,100.0,
0.076,0.51,1.3,0.005,0.008,0.0423,0.005,170.0,21.0,1.0,200.0,580.0,2.0,0.40569878961771855,1.358306689377657,0.47247042872253364,0.0005,0.5054043886228852,0.0043,0.049,0.0005,0.0005,0.0,1.0,0.0,417.0,528.0,29.0,78.9,-84.0,28.0,
0.076,0.51,1.3,0.005,0.008,0.0423,0.005,170.0,21.0,1.0,200.0,580.0,2.0,1.3945681658794677,1.358306689377657,0.47247042872253364,0.0005,0.4888094676779859,0.0043,0.049,0.0005,0.0005,0.0,1.0,0.0,417.0,528.0,29.0,78.9,-69.0,100.0,
0.079,0.57,1.32,0.004,0.008,0.0422,0.0048,170.0,21.0,1.0,200.0,250.0,14.0,0.4625609391811878,1.358306689377657,0.47247042872253364,0.0005,0.3532365054667898,0.0038,0.061,0.0005,0.0005,0.0,1.0,0.0,491.0,570.0,29.2,77.0,,,
0.079,0.57,1.32,0.004,0.008,0.0422,0.0048,170.0,21.0,1.0,200.0,0.0,0.0,0.6203538142470477,1.358306689377657,0.47247042872253364,0.0005,0.3749095059248045,0.0038,0.061,0.0005,0.0005,0.0,1.0,0.0,,,,,-74.0,28.0,
0.079,0.57,1.32,0.004,0.008,0.0422,0.0048,170.0,21.0,1.0,200.0,0.0,0.0,0.08690006837155884,1.358306689377657,0.47247042872253364,0.0005,0.37792213451619316,0.0038,0.061,0.0005,0.0005,0.0,1.0,0.0,,,,,-38.0,100.0,
0.079,0.57,1.32,0.004,0.008,0.0422,0.0048,170.0,21.0,1.0,200.0,580.0,2.0,1.0548898952327623,1.358306689377657,0.47247042872253364,0.0005,0.48494975713685146,0.0038,0.061,0.0005,0.0005,0.0,1.0,0.0,443.0,550.0,29.4,76.0,-88.0,28.0,
0.079,0.57,1.32,0.004,0.008,0.0422,0.0048,170.0,21.0,1.0,200.0,580.0,2.0,0.7810482570528726,1.358306689377657,0.47247042872253364,0.0005,0.7024692785361631,0.0038,0.061,0.0005,0.0005,0.0,1.0,0.0,443.0,550.0,29.4,76.0,-52.0,100.0,
0.073,0.35,0.64,0.005,0.004,0.0428,0.0077,170.0,21.0,1.0,200.0,250.0,14.0,1.1084713275162579,1.358306689377657,0.054581326318213136,0.0003,0.09417567749290134,0.0038,0.0005,0.0005,0.0005,0.0,1.0,0.0,402.0,494.0,33.3,77.5,,,
0.073,0.35,0.64,0.005,0.004,0.0428,0.0077,170.0,21.0,1.0,200.0,0.0,0.0,1.0782906010656588,1.358306689377657,0.24111251648502285,0.0003,0.25342620858501186,0.0038,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-45.0,100.0,
0.073,0.35,0.64,0.005,0.004,0.0428,0.0077,170.0,21.0,1.0,200.0,580.0,2.0,1.3190434907957538,2.032107977444103,0.7371787364687925,0.0003,0.026533430411409053,0.0038,0.0005,0.0005,0.0005,0.0,1.0,0.0,329.0,447.0,36.4,80.5,-54.0,100.0,
0.071,0.36,0.63,0.007,0.006,0.0435,0.0078,170.0,21.0,1.0,200.0,250.0,14.0,1.304491831553505,2.1170340196361983,0.8606483463970975,0.021,0.08309414233610742,0.0043,0.0005,0.0005,0.0005,0.0,1.0,0.0,436.0,513.0,29.2,77.0,,,
0.071,0.36,0.63,0.007,0.006,0.0435,0.0078,170.0,21.0,1.0,200.0,0.0,0.0,0.6389282318133657,1.120607817286914,0.715841758834203,0.021,0.08309414233610742,0.0043,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-43.0,100.0,
0.071,0.36,0.63,0.007,0.006,0.0435,0.0078,170.0,21.0,1.0,200.0,580.0,2.0,0.21283402658792344,2.2262853545213668,0.4342307145064776,0.021,0.14243076384183734,0.0043,0.0005,0.0005,0.0005,0.0,1.0,0.0,398.0,481.0,30.8,76.0,-47.0,100.0,
0.071,0.4,0.64,0.008,0.006,0.0411,0.0088,170.0,21.0,1.0,200.0,250.0,14.0,0.4415521264375972,0.22617334921829335,0.0737597523752381,0.0435,0.08672110852997962,0.0036,0.0005,0.0005,0.0005,0.0,1.0,0.0,478.0,546.0,28.2,78.0,,,
0.071,0.4,0.64,0.008,0.006,0.0411,0.0088,170.0,21.0,1.0,200.0,0.0,0.0,1.5122893143253515,1.4884865117347497,0.6170936298604484,0.0435,0.08309414233610742,0.0036,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-43.0,100.0,
0.071,0.4,0.64,0.008,0.006,0.0411,0.0088,170.0,21.0,1.0,200.0,580.0,2.0,0.21283402658792344,3.2810505065665247,0.3509100860980727,0.0435,0.08309414233610742,0.0036,0.0005,0.0005,0.0005,0.0,1.0,0.0,446.0,526.0,,76.0,-30.0,100.0,
0.074,0.36,0.63,0.008,0.005,0.0432,0.0075,170.0,21.0,1.0,200.0,250.0,14.0,0.6532741320144928,2.9156866770184084,1.0327453537463709,0.06,0.08309414233610742,0.0031,0.0005,0.0005,0.0005,0.0,1.0,0.0,488.0,548.0,25.6,77.5,,,
0.074,0.36,0.63,0.008,0.005,0.0432,0.0075,170.0,21.0,1.0,200.0,0.0,0.0,0.951371927204149,2.420219515702802,0.08846032610549692,0.06,0.005168879752708196,0.0031,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-42.0,100.0,
0.074,0.36,0.63,0.008,0.005,0.0432,0.0075,170.0,21.0,1.0,200.0,580.0,2.0,1.0533111170569949,1.2936730759907829,0.8883187705053308,0.06,0.08309414233610742,0.0031,0.0005,0.0005,0.0005,0.0,1.0,0.0,458.0,547.0,25.6,76.0,-28.0,100.0,
0.072,0.36,0.64,0.008,0.006,0.0436,0.0084,170.0,21.0,1.0,200.0,250.0,14.0,0.6107814577369463,5.654112110066842,0.6729836180376043,0.0815,0.08309414233610742,0.0034,0.0005,0.0005,0.0005,0.0,1.0,0.0,490.0,563.0,25.2,77.0,,,
0.072,0.36,0.64,0.008,0.006,0.0436,0.0084,170.0,21.0,1.0,200.0,0.0,0.0,1.3960277699663026,4.711730388877859,0.7779304544946974,0.0815,0.12369094184341245,0.0034,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-40.0,100.0,
0.072,0.36,0.64,0.008,0.006,0.0436,0.0084,170.0,21.0,1.0,200.0,580.0,2.0,0.21283402658792344,2.554943479009692,0.47247042872253364,0.0815,0.06810566086527264,0.0034,0.0005,0.0005,0.0005,0.0,1.0,0.0,483.0,576.0,25.2,76.0,-22.0,100.0,
0.077,0.35,1.02,0.007,0.005,0.0399,0.0075,170.0,21.0,1.0,200.0,250.0,14.0,0.4323270999264195,0.6935263650341383,0.06488369817968631,0.0004,0.23224561623346268,0.0041,0.0005,0.0005,0.0005,0.0,1.0,0.0,443.0,522.0,31.1,77.0,,,
0.077,0.35,1.02,0.007,0.005,0.0399,0.0075,170.0,21.0,1.0,200.0,0.0,0.0,0.9070141973339185,1.358306689377657,0.47247042872253364,0.0004,0.08537538024824091,0.0041,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-60.0,100.0,
0.077,0.35,1.02,0.007,0.005,0.0399,0.0075,170.0,21.0,1.0,200.0,580.0,2.0,0.21283402658792344,0.9348653666401892,0.47247042872253364,0.0004,0.22717264687288374,0.0041,0.0005,0.0005,0.0005,0.0,1.0,0.0,332.0,461.0,33.3,80.3,-80.0,100.0,
0.076,0.34,1.01,0.007,0.007,0.0426,0.0075,170.0,21.0,1.0,200.0,250.0,14.0,0.49218404521979686,0.6912446749777728,0.7654382706133507,0.0215,0.3964060462237182,0.0037,0.0005,0.0005,0.0005,0.0,1.0,0.0,456.0,534.0,25.0,79.6,,,
0.076,0.34,1.01,0.007,0.007,0.0426,0.0075,170.0,21.0,1.0,200.0,0.0,0.0,0.664282080280935,1.581155635957505,0.8041718124029585,0.0215,0.08309414233610742,0.0037,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-69.0,100.0,
0.076,0.34,1.01,0.007,0.007,0.0426,0.0075,170.0,21.0,1.0,200.0,580.0,2.0,0.21283402658792344,2.4314016052869682,0.7510850708347446,0.0215,0.4164373157671766,0.0037,0.0005,0.0005,0.0005,0.0,1.0,0.0,434.0,515.0,29.8,78.9,-67.0,100.0,
0.078,0.31,1.04,0.007,0.006,0.0429,0.0048,170.0,21.0,1.0,200.0,250.0,14.0,0.6016431684810164,1.399772576712463,0.26102736986073655,0.044,0.043711360430458465,0.0032,0.0005,0.0005,0.0005,0.0,1.0,0.0,505.0,570.0,24.8,77.4,,,
0.078,0.31,1.04,0.007,0.006,0.0429,0.0048,170.0,21.0,1.0,200.0,0.0,0.0,0.1364947064373323,0.6633288140878234,0.47247042872253364,0.044,0.08309414233610742,0.0032,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-63.0,100.0,
0.078,0.31,1.04,0.007,0.006,0.0429,0.0048,170.0,21.0,1.0,200.0,580.0,2.0,0.47546464097955576,2.427983351887118,0.3014757772387313,0.044,0.13913706874635565,0.0032,0.0005,0.0005,0.0005,0.0,1.0,0.0,478.0,554.0,27.2,78.0,-51.0,100.0,
0.076,0.33,1.04,0.007,0.006,0.0429,0.007,170.0,21.0,1.0,200.0,250.0,14.0,0.6885790882971127,1.4257817702718376,0.2622766329552085,0.061,0.025953066593282087,0.0031,0.0005,0.0005,0.0005,0.0,1.0,0.0,509.0,576.0,25.6,77.4,,,
0.076,0.33,1.04,0.007,0.006,0.0429,0.007,170.0,21.0,1.0,200.0,0.0,0.0,1.0582401846530571,1.350295079319954,0.5533597642815027,0.061,0.042656740810695745,0.0031,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-59.0,100.0,
0.076,0.33,1.04,0.007,0.006,0.0429,0.007,170.0,21.0,1.0,200.0,580.0,2.0,0.7366393421052221,1.5343711261729087,0.434584238863007,0.061,0.12188476030772974,0.0031,0.0005,0.0005,0.0005,0.0,1.0,0.0,493.0,569.0,27.0,77.0,-44.0,100.0,
0.077,0.32,1.05,0.008,0.006,0.04,0.0072,170.0,21.0,1.0,200.0,250.0,14.0,0.5953768517711732,2.0142185232406895,0.35149567138785637,0.085,0.003462454168671983,0.0034,0.0005,0.0005,0.0005,0.0,1.0,0.0,538.0,592.0,25.2,74.0,,,
0.077,0.32,1.05,0.008,0.006,0.04,0.0072,170.0,21.0,1.0,200.0,0.0,0.0,0.31606234757912977,2.573072708605102,0.6558737779167236,0.085,0.22610063169678396,0.0034,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-60.0,100.0,
0.077,0.32,1.05,0.008,0.006,0.04,0.0072,170.0,21.0,1.0,200.0,580.0,2.0,0.47350597769257763,2.5755928532165906,0.054854794878582025,0.085,0.045819637336817834,0.0034,0.0005,0.0005,0.0005,0.0,1.0,0.0,538.0,609.0,25.4,75.0,-40.0,100.0,
0.077,0.31,1.33,0.007,0.005,0.0419,0.008,170.0,21.0,1.0,200.0,250.0,14.0,0.21283402658792344,0.6928756330465662,0.4036359269659965,0.0004,0.013075353261659758,0.0038,0.0005,0.0005,0.0006,0.0,1.0,0.0,463.0,541.0,27.1,75.9,,,
0.077,0.31,1.33,0.007,0.005,0.0419,0.008,170.0,21.0,1.0,200.0,0.0,0.0,0.21283402658792344,0.8568779851404309,0.50766231077331,0.0004,0.1650558670019834,0.0038,0.0005,0.0005,0.0006,0.0,1.0,0.0,,,,,-68.0,100.0,
0.077,0.31,1.33,0.007,0.005,0.0419,0.008,170.0,21.0,1.0,200.0,580.0,2.0,1.6975036068410265,1.358306689377657,0.6950901929217048,0.0004,0.2754776466878881,0.0038,0.0005,0.0005,0.0006,0.0,1.0,0.0,372.0,497.0,31.4,76.4,-81.0,100.0,
0.072,0.33,1.22,0.008,0.006,0.0447,0.0085,170.0,21.0,1.0,200.0,250.0,14.0,0.32640373113510157,0.9850631316227734,0.47247042872253364,0.019,0.08309414233610742,0.0029,0.0005,0.0005,0.0005,0.0,1.0,0.0,486.0,545.0,29.6,78.2,,,
0.072,0.33,1.22,0.008,0.006,0.0447,0.0085,170.0,21.0,1.0,200.0,0.0,0.0,0.06681804071287173,1.4015495394479713,0.17066453294551404,0.019,0.08309414233610742,0.0029,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-66.0,100.0,
0.072,0.33,1.22,0.008,0.006,0.0447,0.0085,170.0,21.0,1.0,200.0,580.0,2.0,0.11963613309968668,1.7374385474716685,0.47247042872253364,0.019,0.11687139142106186,0.0029,0.0005,0.0005,0.0005,0.0,1.0,0.0,455.0,533.0,28.4,77.9,-67.0,100.0,
0.077,0.26,1.36,0.007,0.007,0.041,0.0079,170.0,21.0,1.0,200.0,250.0,14.0,0.6490215985180383,1.4484641267132397,0.47247042872253364,0.0425,0.05997897881168082,0.0029,0.0005,0.0005,0.0005,0.0,1.0,0.0,536.0,590.0,24.4,78.1,,,
0.077,0.26,1.36,0.007,0.007,0.041,0.0079,170.0,21.0,1.0,200.0,0.0,0.0,0.21283402658792344,1.358306689377657,0.22262754560492873,0.0425,0.08309414233610742,0.0029,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-70.0,100.0,
0.077,0.26,1.36,0.007,0.007,0.041,0.0079,170.0,21.0,1.0,200.0,580.0,2.0,0.21283402658792344,3.504745262190048,1.0991178974167035,0.0425,0.08309414233610742,0.0029,0.0005,0.0005,0.0005,0.0,1.0,0.0,526.0,594.0,26.0,76.0,-62.0,100.0,
0.078,0.3,1.35,0.007,0.007,0.0405,0.0076,170.0,21.0,1.0,200.0,250.0,14.0,0.27438485239309457,1.020681927059955,0.6434061756031927,0.0595,0.04461526245197475,0.003,0.0005,0.0005,0.0005,0.0,1.0,0.0,521.0,589.0,22.6,76.0,,,
0.078,0.3,1.35,0.007,0.007,0.0405,0.0076,170.0,21.0,1.0,200.0,0.0,0.0,1.3080481877707215,2.41674118999407,0.40124373001797436,0.0595,0.26201044522554007,0.003,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-70.0,100.0,
0.078,0.3,1.35,0.007,0.007,0.0405,0.0076,170.0,21.0,1.0,200.0,580.0,2.0,0.005342625577114873,2.6739747699052456,0.7574909841840638,0.0595,0.08309414233610742,0.003,0.0005,0.0005,0.0005,0.0,1.0,0.0,527.0,600.0,26.0,75.0,-60.0,100.0,
0.076,0.26,1.36,0.007,0.006,0.0407,0.0083,170.0,21.0,1.0,200.0,250.0,14.0,2.1769752049861175,3.411658831221716,0.80927559421064,0.1005,0.3362557683933269,0.0029,0.0005,0.0005,0.0005,0.0,1.0,0.0,599.0,638.0,20.8,74.0,,,
0.076,0.26,1.36,0.007,0.006,0.0407,0.0083,170.0,21.0,1.0,200.0,0.0,0.0,1.0703076054251859,4.210941603534072,0.7603569772916777,0.1005,0.2637298555196315,0.0029,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-55.0,100.0,
0.076,0.26,1.36,0.007,0.006,0.0407,0.0083,170.0,21.0,1.0,200.0,580.0,2.0,0.5819821106393805,3.4724885587093226,0.35245235696455063,0.1005,0.07921501024738287,0.0029,0.0005,0.0005,0.0005,0.0,1.0,0.0,574.0,642.0,22.6,73.0,-36.0,100.0,
0.076,0.29,1.74,0.008,0.006,0.0415,0.0092,170.0,21.0,1.0,200.0,250.0,14.0,0.8368596835897819,0.03396861675417373,0.09445324953180514,0.0004,0.16169257915347934,0.0035,0.0005,0.0005,0.0006,0.0,1.0,0.0,500.0,571.0,28.8,77.0,,,
0.076,0.29,1.74,0.008,0.006,0.0415,0.0092,170.0,21.0,1.0,200.0,0.0,0.0,0.21283402658792344,1.358306689377657,0.0949884566089518,0.0004,0.045189299400251036,0.0035,0.0005,0.0005,0.0006,0.0,1.0,0.0,,,,,-62.0,100.0,
0.076,0.29,1.74,0.008,0.006,0.0415,0.0092,170.0,21.0,1.0,200.0,580.0,2.0,0.21283402658792344,0.4070332400619119,0.47247042872253364,0.0004,0.08309414233610742,0.0035,0.0005,0.0005,0.0006,0.0,1.0,0.0,414.0,518.0,29.2,78.4,-71.0,100.0,
0.077,0.26,1.73,0.007,0.008,0.0423,0.0072,170.0,21.0,1.0,200.0,250.0,14.0,0.012194123472616725,2.418606937892533,0.6493399526800079,0.0235,0.08309414233610742,0.0027,0.0005,0.0005,0.0005,0.0,1.0,0.0,543.0,607.0,23.2,77.0,,,
0.077,0.26,1.73,0.007,0.008,0.0423,0.0072,170.0,21.0,1.0,200.0,0.0,0.0,0.5701206770393243,0.5167479458987442,1.1590109247757452,0.0235,0.30424369820231845,0.0027,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-62.0,100.0,
0.077,0.26,1.73,0.007,0.008,0.0423,0.0072,170.0,21.0,1.0,200.0,580.0,2.0,0.21283402658792344,1.1573570992077025,0.15153124218568076,0.0235,0.08309414233610742,0.0027,0.0005,0.0005,0.0005,0.0,1.0,0.0,523.0,602.0,25.6,75.0,-59.0,100.0,
0.077,0.26,1.72,0.007,0.008,0.0423,0.0074,170.0,21.0,1.0,200.0,250.0,14.0,0.7995755223443716,0.6140410396711625,0.4486814009252262,0.041,0.19290719412343593,0.0025,0.0005,0.0005,0.0005,0.0,1.0,0.0,578.0,617.0,21.8,75.0,,,
0.077,0.26,1.72,0.007,0.008,0.0423,0.0074,170.0,21.0,1.0,200.0,0.0,0.0,0.21283402658792344,3.69115112643608,0.47247042872253364,0.041,0.08309414233610742,0.0025,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-67.0,100.0,
0.077,0.26,1.72,0.007,0.008,0.0423,0.0074,170.0,21.0,1.0,200.0,580.0,2.0,0.3283162980930227,2.7658527058082676,0.9321181603002042,0.041,0.08309414233610742,0.0025,0.0005,0.0005,0.0005,0.0,1.0,0.0,538.0,626.0,21.8,74.0,-55.0,100.0,
0.076,0.25,1.72,0.005,0.008,0.0405,0.0086,170.0,21.0,1.0,200.0,250.0,14.0,0.12373849923981366,2.9370643205502858,0.7608274360214231,0.0605,0.14149669572576537,0.0025,0.0005,0.0005,0.0005,0.0,1.0,0.0,589.0,650.0,21.6,75.0,,,
0.076,0.25,1.72,0.005,0.008,0.0405,0.0086,170.0,21.0,1.0,200.0,0.0,0.0,0.5212743443573727,3.9550114338833504,0.39329395561875785,0.0605,0.08309414233610742,0.0025,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-64.0,100.0,
0.076,0.25,1.72,0.005,0.008,0.0405,0.0086,170.0,21.0,1.0,200.0,580.0,2.0,1.0504302454499834,3.0613848040282687,0.9597046699686811,0.0605,0.08309414233610742,0.0025,0.0005,0.0005,0.0005,0.0,1.0,0.0,521.0,597.0,24.4,74.0,-44.0,100.0,
0.08,0.26,1.74,0.007,0.008,0.0411,0.009,170.0,21.0,1.0,200.0,250.0,14.0,0.12785635738847467,3.1162735460034883,0.07395439167995493,0.083,0.013369833423012227,0.0025,0.0005,0.0005,0.0005,0.0,1.0,0.0,639.0,681.0,19.6,71.9,,,
0.08,0.26,1.74,0.007,0.008,0.0411,0.009,170.0,21.0,1.0,200.0,0.0,0.0,1.4940627286672523,0.8097163482588825,1.0501473715085181,0.083,0.21990274917495134,0.0025,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-61.0,100.0,
0.08,0.26,1.74,0.007,0.008,0.0411,0.009,170.0,21.0,1.0,200.0,580.0,2.0,0.21283402658792344,4.252088301816883,0.5029281590133369,0.083,0.12478551068155977,0.0025,0.0005,0.0005,0.0005,0.0,1.0,0.0,570.0,647.0,24.0,74.0,,,
0.073,0.35,0.64,0.005,0.004,0.0428,0.0077,170.0,21.0,1.0,200.0,250.0,14.0,0.03959053975201199,1.358306689377657,0.9463696559906587,0.0003,0.2488402627222969,0.0038,0.0005,0.0005,0.0005,0.0,1.0,0.0,402.0,494.0,33.3,77.5,,,
0.073,0.35,0.64,0.005,0.004,0.0428,0.0077,170.0,21.0,1.0,200.0,0.0,0.0,0.21283402658792344,1.1544557222097662,0.5071687906764945,0.0003,0.08309414233610742,0.0038,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-45.0,100.0,
0.073,0.35,0.64,0.005,0.004,0.0428,0.0077,170.0,21.0,1.0,200.0,580.0,2.0,0.21283402658792344,1.2441225560625808,1.0174357170574448,0.0003,0.08309414233610742,0.0038,0.0005,0.0005,0.0005,0.0,1.0,0.0,329.0,447.0,36.4,80.5,-55.0,100.0,
0.073,0.34,0.64,0.007,0.005,0.0431,0.008,170.0,21.0,1.0,200.0,250.0,14.0,0.8346852999570116,1.6351479067866634,0.8016306299127741,0.0003,0.08309414233610742,0.0041,0.0005,0.0005,0.012,0.0,1.0,0.0,450.0,532.0,28.0,76.0,,,
