Carbon concentration (weight%),Silicon concentration (weight%),Manganese concentration (weight%),Sulphur concentration (weight%),Phosphorus concentration (weight%),Oxygen concentration (%),Nitrogen concentration (%),Current (A),Voltage (V),Heat input (kJ/mm),Interpass temperature (deg C),Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Nickel concentration (weight%),Chromium concentration (weight%),Molybdenum concentration (weight%),Vanadium concentration (weight%),Copper concentration (weight%),Titanium concentration (%),Aluminium concentration (%),Boron concentration (%),Niobium concentration (%),AC or DC,Electrode positive or negative,Type of weld,Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J)
0.065,0.34,0.97,0.007,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.8664981239842413,0.7894685656928504,0.6863913590127192,0.1324848766856947,0.3674898037827077,0.010778446946790865,0.007641330215113547,0.0004813395781202606,0.00529811284246479,0.0,1.0,0.0,,,,,-50.0,100.0
0.065,0.34,0.97,0.007,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,1.1001920014863336,0.26042403265117886,0.581246245597721,0.01,0.11,0.005689342478419967,0.010942438589419522,0.00036104968270233597,0.005967944939540344,0.0,1.0,0.0,,,,,-40.0,155.0
0.065,0.34,0.97,0.007,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.3206902173696564,0.01293904645319599,1.1363668182775601,0.01,0.5573155173911479,0.005473509249462254,0.01891984931994578,0.0006286175325343884,0.005967944939540344,0.0,1.0,0.0,,,,,-20.0,201.0
0.065,0.34,0.97,0.007,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,1.1117311128630445,1.1474793313753615,0.08371241721321304,1.0052517856896517,0.7180316675455749,0.005689342478419967,0.011154969456781318,0.0006286175325343884,0.005967944939540344,0.0,1.0,0.0,,,,,20.0,220.0
0.066,0.35,1.36,0.007,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,0.06672783112226864,0.5575542676024027,0.36757862604171165,0.25833842600393886,0.005689342478419967,0.01365153138822201,0.00015908271022649215,0.0014079138470816984,0.0,1.0,0.0,455.0,540.0,31.2,77.9,,
0.066,0.35,1.36,0.007,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,1.1922436644616594,3.277990890698906,1.2517725216183986,0.5271410229153953,0.11,0.02251299535117168,0.024700014239360205,0.0017370681385179229,0.010118355197472407,0.0,1.0,0.0,,,,,-70.0,30.0
0.066,0.35,1.36,0.007,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,1.1474793313753615,0.3846388030383161,0.08394409663655222,0.6031448738689318,0.005689342478419967,0.007641330215113547,0.0006286175325343884,0.005967944939540344,0.0,1.0,0.0,,,,,-60.0,72.0
0.066,0.35,1.36,0.007,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.5909328922350379,3.547990278239955,0.25143645790867974,0.01,0.19174898288935582,0.014325237556236832,0.012084882137196053,0.0007682611849642828,0.029501019809239304,0.0,1.0,0.0,,,,,-50.0,119.0
0.066,0.35,1.36,0.007,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,3.569079731551575,0.7203432855326154,0.42351887766302604,0.11,0.005689342478419967,0.007641330215113547,0.0006286175325343884,0.011515824012243275,0.0,1.0,0.0,,,,,-40.0,165.0
0.066,0.35,1.36,0.007,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,1.5431774284090436,3.5702737599975425,0.941884355989347,0.01,0.0828154331458012,0.005689342478419967,0.01738817971272148,0.0008610013407003439,0.030720299734901195,0.0,1.0,0.0,,,,,-20.0,201.0
0.066,0.35,1.36,0.007,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.20144683856375722,6.428837184897283,1.0931967060723276,0.8318878101562732,0.2780026063424358,0.01055395953666206,0.033979734678462915,0.0009806038156887544,0.03942540985043506,0.0,1.0,0.0,,,,,20.0,206.0
0.074,0.36,1.8,0.008,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,1.635996787185817,0.4340990755438429,0.49864597939903865,0.3477002147660063,0.005689342478419967,0.01385001226909067,0.0004100887406065744,0.005935889879080688,0.0,1.0,0.0,504.0,594.0,26.2,75.0,,
0.074,0.36,1.8,0.008,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,1.1474793313753615,0.3776889937418358,0.5946328967885255,0.2544070255662659,0.011996339764574333,0.013553620529790252,0.0009451188367350057,0.005967944939540344,0.0,1.0,0.0,,,,,-70.0,30.0
0.074,0.36,1.8,0.008,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,1.1466590028737793,4.469422144577695,0.866179806915537,0.01,0.44094814373172114,0.016763342836286672,0.021097945970735603,0.0017832683074096103,0.030655119320756728,0.0,1.0,0.0,,,,,-60.0,55.0
0.074,0.36,1.8,0.008,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.8493541869903036,1.1474793313753615,0.21126203467730353,0.4693967408912168,0.7254351142433173,0.005689342478419967,0.010567896382265247,0.00014920162906298875,0.005248846267116549,0.0,1.0,0.0,,,,,-50.0,89.0
0.074,0.36,1.8,0.008,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,2.7031914309706297,0.7923150568980964,0.01,0.26675010875677263,0.005689342478419967,0.007641330215113547,0.0006286175325343884,0.005967944939540344,0.0,1.0,0.0,,,,,-40.0,121.0
0.074,0.36,1.8,0.008,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.643920754189238,3.6029937533819916,0.447356794978418,0.01,0.3287795975554051,0.019902452270436344,0.01586520901083972,0.001678930483942894,0.049035968443618565,0.0,1.0,0.0,,,,,-20.0,161.0
0.074,0.36,1.8,0.008,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,0.22791799525721712,0.867735915000154,0.06109114377318295,0.09712765290636305,0.006992842938076701,0.007245278478379994,0.001138755526500363,0.0069048357547052755,0.0,1.0,0.0,,,,,20.0,188.0
0.089,0.35,0.68,0.008,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,1.7740438145579334,2.0734875693564763,0.07050583533762911,0.01,0.21340394099963667,0.005689342478419967,0.006034726000809419,0.0007295072961540333,0.012878048120646338,0.0,1.0,0.0,394.0,499.0,34.2,78.8,,
0.089,0.35,0.68,0.008,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,6.3428319089134035,0.20135223274501865,0.2817323883362954,0.11,0.019731095122913576,0.019451542632814577,0.0007414955188832532,0.023343490170778892,0.0,1.0,0.0,,,,,-70.0,23.0
0.089,0.35,0.68,0.008,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,5.960766333769041,1.6904249246655665,0.5653795014760759,0.11,0.028156902379826907,0.0013466787386505388,0.001986383486734896,0.03314986169981246,0.0,1.0,0.0,,,,,-60.0,27.0
0.089,0.35,0.68,0.008,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,3.9746631085586213,0.7538107883053218,0.2283860992785065,0.11,0.005689342478419967,0.007641330215113547,0.0006286175325343884,0.014896704077096838,0.0,1.0,0.0,,,,,-50.0,45.0
0.089,0.35,0.68,0.008,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,1.5280606538857766,5.373706343450347,1.1705972892155363,0.10960097305305372,0.5172844892061015,0.005689342478419967,0.007641330215113547,0.0006286175325343884,0.019770278658547552,0.0,1.0,0.0,,,,,-40.0,95.0
0.089,0.35,0.68,0.008,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.5572984708699793,1.662881225751637,0.5073707882964624,0.2572713207968507,0.11,0.021623693608471654,0.004768070689673824,0.0005696161267453731,0.009560384154151298,0.0,1.0,0.0,,,,,-20.0,157.0
0.089,0.35,0.68,0.008,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,3.4211007670889453,0.8849852180216734,0.5393887076267866,0.06418817192349145,0.03578419377431594,0.020634472703110793,0.0025479513501570758,0.023218492612979327,0.0,1.0,0.0,,,,,20.0,220.0
0.095,0.36,1.05,0.007,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2893229688213662,1.1474793313753615,0.118785126146544,0.39073035158331854,0.4903386047854188,0.01919026293225547,0.017216813218235028,0.0013771689257107028,0.014448465841470763,0.0,1.0,0.0,435.0,546.0,34.0,77.0,,
0.095,0.36,1.05,0.007,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.8592402846874039,4.965492592297913,1.0524601454731521,0.01,0.19523466298086756,0.01713763732160953,0.01658564992824313,0.0017693963589336332,0.04383522248175642,0.0,1.0,0.0,,,,,-70.0,11.0
0.095,0.36,1.05,0.007,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,2.044411941856944,1.1474793313753615,0.3053081312360646,0.01,0.11207023070432018,0.017279804421546967,0.0044823632649073405,0.001380947740270316,0.0008610542390418089,0.0,1.0,0.0,,,,,-60.0,34.0
0.095,0.36,1.05,0.007,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,5.726083127487422,0.5743763103604687,0.644211556487922,0.11,0.031055445028861157,0.012582018946090007,0.0019585039058808416,0.04351843011859853,0.0,1.0,0.0,,,,,-50.0,74.0
0.095,0.36,1.05,0.007,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.4077074135594189,1.1271935123000967,0.039571044903273345,0.16009820427067176,0.11,0.01893088642882099,0.02359863745757687,0.0016207764360167956,0.0046198502670729705,0.0,1.0,0.0,,,,,-40.0,110.0
0.095,0.36,1.05,0.007,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.5331258716951957,1.1474793313753615,0.396966291346844,0.01,0.3422079854517919,0.005689342478419967,0.007641330215113547,0.0006286175325343884,0.005967944939540344,0.0,1.0,0.0,,,,,-20.0,165.0
0.095,0.36,1.05,0.007,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.47297670369788175,4.35448025084966,0.396966291346844,0.2887762415507805,0.11,0.0023394637210366817,0.0012258110411083427,0.0006286175325343884,0.023200401369641337,0.0,1.0,0.0,,,,,20.0,220.0
0.088,0.34,1.33,0.008,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,2.8597994825316158,0.23896808001355682,0.01,0.25072162437414197,0.012083386365520785,0.013919338673615392,0.0015140666852057933,0.036692762347907006,0.0,1.0,0.0,461.0,568.0,28.6,77.9,,
0.088,0.34,1.33,0.008,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,1.0442310229763958,1.1474793313753615,0.49896546740906383,0.01,0.11,0.01660763012592835,0.016387377469437373,0.0007813818881558473,0.005967944939540344,0.0,1.0,0.0,,,,,-70.0,72.0
0.088,0.34,1.33,0.008,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.6101735226102465,1.1474793313753615,0.6710115793777959,0.01,0.2192077405315441,0.026758383909172,0.007641330215113547,0.0011388799849613837,0.005967944939540344,0.0,1.0,0.0,,,,,-60.0,106.0
0.088,0.34,1.33,0.008,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.9185082043495831,0.07193408456293726,0.396966291346844,0.36394961319151925,0.11,0.022486663205726676,0.029346840005245806,0.0018112667031841344,0.006645710072534043,0.0,1.0,0.0,,,,,-50.0,133.0
0.088,0.34,1.33,0.008,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.19614307381529716,0.5430751326018268,0.5770984279010895,0.5762095511070509,0.11,0.008825467370817488,0.032354266635355206,0.0004865301178137577,0.012187462097796177,0.0,1.0,0.0,,,,,-40.0,155.0
0.088,0.34,1.33,0.008,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.534736166909348,1.1474793313753615,0.05433531809431452,0.8205072018025779,0.16312620707117143,0.00026053413745898027,0.028914801435771582,0.0006286175325343884,0.005967944939540344,0.0,1.0,0.0,,,,,-20.0,188.0
0.088,0.34,1.33,0.008,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.5281055343266504,1.1379144603463989,0.396966291346844,0.8649890153786309,0.1335814750127485,0.026582041141682618,0.012233140205408107,0.003128331608473787,0.005338918649424147,0.0,1.0,0.0,,,,,20.0,208.0
0.089,0.33,1.69,0.007,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,1.1474793313753615,0.17801239455594192,0.5489049998547635,0.1236726334566305,0.014477609507946349,0.025060018343381264,0.00041650409163128746,0.005967944939540344,0.0,1.0,0.0,490.0,597.0,30.2,75.0,,
0.089,0.33,1.69,0.007,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,1.1474793313753615,0.396966291346844,0.22645066504088168,0.012036483365749279,0.008446447016312317,0.024674334788857534,0.0006133903144680095,0.005967944939540344,0.0,1.0,0.0,,,,,-70.0,53.0
0.089,0.33,1.69,0.007,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,1.7506209660924856,0.4599266897074936,1.0358953690678165,0.057751355433839566,0.005689342478419967,0.007641330215113547,0.0006286175325343884,0.005967944939540344,0.0,1.0,0.0,,,,,-60.0,74.0
0.089,0.33,1.69,0.007,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.8850272580336938,2.682839730531386,0.39765804304991603,0.5338455247400636,0.6421540115674627,0.011443710808847932,0.009811672309175875,0.0008002427747640159,0.005967944939540344,0.0,1.0,0.0,,,,,-50.0,95.0
0.089,0.33,1.69,0.007,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.761386891610802,6.511217731471328,1.0659092130914742,0.43632452540444266,0.11,0.013989779441355748,0.007641330215113547,0.0018120032817177277,0.03411450107336866,0.0,1.0,0.0,,,,,-40.0,114.0
0.089,0.33,1.69,0.007,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.5454075114263565,1.1474793313753615,0.3442113183248998,0.01,0.0870912132413032,0.005703242562951246,0.00020605653756258953,0.0008357677135047291,0.004494783631846537,0.0,1.0,0.0,,,,,-20.0,151.0
0.089,0.33,1.69,0.007,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,1.1096208743445155,5.106342298108799,0.7511138372898593,0.01,0.027618380829277492,0.033529152928032796,0.02169808870391783,0.0027489479568377066,0.005447057508502655,0.0,1.0,0.0,,,,,20.0,188.0
0.151,0.36,0.63,0.008,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.6400228077510309,1.1474793313753615,0.396966291346844,0.1463762823264524,0.11,0.005689342478419967,0.005662470223475142,0.00033181017440173186,0.005967944939540344,0.0,1.0,0.0,449.0,533.0,30.6,76.0,,
0.151,0.36,0.63,0.008,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.23246136196701248,0.14162011937962582,0.7039329070961297,0.01,0.11,0.002642037285335506,0.0035895012183542385,0.0004633297885207761,0.012652679133586142,0.0,1.0,0.0,,,,,-60.0,15.0
0.151,0.36,0.63,0.008,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,2.0794550404683876,0.9380400535238874,0.6889860450393837,0.858264898176056,0.015758187106055623,0.007641330215113547,0.0020799825720694666,0.03344979093404425,0.0,1.0,0.0,,,,,-50.0,34.0
0.151,0.36,0.63,0.008,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,1.1474793313753615,0.5531082102533642,0.13186993955217424,0.11,0.011399978391645265,0.022179612398412624,0.0006981423942342899,0.01178468563526974,0.0,1.0,0.0,,,,,-40.0,64.0
0.151,0.36,0.63,0.008,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.27656623100774463,1.2746405336673434,0.5787102502344642,0.14653038912165803,0.3129690267154731,0.012239860378502217,0.011230193612155877,0.001809050235571652,0.013533441468135347,0.0,1.0,0.0,,,,,-20.0,131.0
0.151,0.36,0.63,0.008,0.008,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,6.427856134373291,0.2890297444436514,0.2008632941648391,0.0002285128587311419,0.0057604787207114275,0.007641330215113547,0.0014132417576997007,0.01978079765822123,0.0,1.0,0.0,,,,,20.0,188.0
0.147,0.36,1.02,0.007,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,1.1380257741386413,1.7559456022805795,0.3206318085547715,0.01,0.11,0.006522741471396132,0.006394632215915335,0.0006286175325343884,0.017003369629303863,0.0,1.0,0.0,482.0,576.0,29.4,76.9,,
0.147,0.36,1.02,0.007,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,1.1474793313753615,0.396966291346844,0.01,0.042141494714531075,0.02480443699515037,0.02773784924694498,0.002036711246419958,0.008407521251803501,0.0,1.0,0.0,,,,,-70.0,17.0
0.147,0.36,1.02,0.007,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,2.362507740394068,3.7518490612303617,0.15127031149591597,0.01,0.11,0.017676378354103642,0.010554803266361162,0.0014966727359169696,0.016033202176059403,0.0,1.0,0.0,,,,,-60.0,34.0
0.147,0.36,1.02,0.007,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,4.023301590164785,0.7682538203966227,0.8529754885837694,0.056673732294984736,0.004138493736649621,0.0002509372140833653,0.001037335349968916,0.007210216093754855,0.0,1.0,0.0,,,,,-50.0,63.0
0.147,0.36,1.02,0.007,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,7.059618634319122,1.683144663371444,0.01,0.29893835585835393,0.017665511417248876,0.009036603082124332,0.0016284392080240513,0.032315867923456476,0.0,1.0,0.0,,,,,-40.0,98.0
0.147,0.36,1.02,0.007,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.8964496033478202,3.8183837875389295,1.3341494012816284,0.01,0.28470469486214633,0.021469441953311994,0.007641330215113547,0.0015478341452978069,0.017131977791198707,0.0,1.0,0.0,,,,,-20.0,150.0
0.147,0.36,1.02,0.007,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,1.1865367104107847,1.1474793313753615,0.396966291346844,0.01,0.44881570583093716,0.004301611503239822,0.011383119821013782,0.0008551278856803183,0.01745022690155003,0.0,1.0,0.0,,,,,20.0,197.0
0.147,0.35,1.38,0.007,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,1.1206117701432483,1.1474793313753615,0.6287616363770131,0.5204646231612842,0.31520539195936437,0.005689342478419967,0.007641330215113547,0.0006286175325343884,0.004402783886156569,0.0,1.0,0.0,513.0,623.0,27.4,72.9,,
0.147,0.35,1.38,0.007,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,2.011411104410076,1.0342369442590122,0.5929003134737412,0.07830986139022968,0.003285951183975503,0.012958386952112686,0.0014421362536491578,0.005967944939540344,0.0,1.0,0.0,,,,,-70.0,38.0
0.147,0.35,1.38,0.007,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,2.4395387668464057,0.4573826661685261,0.5542649291170947,0.01,0.1797124485860777,0.011209556033810214,0.007641330215113547,0.0006396418690128415,0.005967944939540344,0.0,1.0,0.0,,,,,-60.0,57.0
0.147,0.35,1.38,0.007,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,0.5846836942721803,0.22611186530579863,0.01,0.44943766949496894,0.0005606159821999845,0.01209020606144962,0.0006286175325343884,0.005967944939540344,0.0,1.0,0.0,,,,,-50.0,80.0
0.147,0.35,1.38,0.007,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,4.888448608986312,0.9725533537205033,1.1203570260171165,0.11,0.0037143380801951185,0.020371094273514138,0.00107610675020618,0.03296939751731454,0.0,1.0,0.0,,,,,-40.0,104.0
0.147,0.35,1.38,0.007,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,1.332817000078302,1.1474793313753615,0.396966291346844,0.3636697785853023,0.7500344658400064,0.004017890681843151,0.03099782348732261,0.00022732996456078868,0.005967944939540344,0.0,1.0,0.0,,,,,-20.0,150.0
0.147,0.35,1.38,0.007,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.07432758938489897,2.474139783030526,0.5392304502699025,0.4290087280122027,0.3267001956384279,0.005689342478419967,0.007641330215113547,0.0006286175325343884,0.005967944939540344,0.0,1.0,0.0,,,,,20.0,184.0
0.145,0.35,1.76,0.006,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,7.470177216384327,1.071930365707657,1.545011951910553,0.11,0.012192986414227853,0.007641330215113547,0.0006491142310427664,0.045880599781614295,0.0,1.0,0.0,567.0,679.0,24.0,69.8,,
0.145,0.35,1.76,0.006,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.4429954803285303,3.4618049531764967,0.8779989009359919,0.6598631601074696,0.3260250556560232,0.010328701274306115,0.02329800687532907,0.0017726290915989773,0.03985945043613828,0.0,1.0,0.0,,,,,-70.0,27.0
0.145,0.35,1.76,0.006,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,1.0942784807242325,6.429643372576002,0.770676965714472,0.9493666602100937,0.2166841726542656,0.008387346224683134,0.020278604313823036,0.0012774896095868096,0.044462635724879254,0.0,1.0,0.0,,,,,-60.0,32.0
0.145,0.35,1.76,0.006,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.44077110694793376,2.0995128103143346,1.4653105153275723,0.43337101059066585,0.6204665297025022,0.017902120271509094,0.013238506105429105,0.0014448326853920808,0.014835935839716343,0.0,1.0,0.0,,,,,-50.0,42.0
0.145,0.35,1.76,0.006,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,3.6398791548897176,0.3708752331487344,0.01,0.5892016058237198,0.0067263808558631535,0.009734482358826409,0.0012507486141711526,0.02806888987565457,0.0,1.0,0.0,,,,,-40.0,55.0
0.145,0.35,1.76,0.006,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2,1.1474793313753615,0.396966291346844,0.41735891752752297,0.9038842949576938,0.007777208267676067,0.021267720183394765,0.0009952008788502104,0.005967944939540344,0.0,1.0,0.0,,,,,-20.0,117.0
0.145,0.35,1.76,0.006,0.007,0.0423,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.9789056647121683,2.2799823391977374,0.5900958583875642,0.39255733035184653,0.4473610508621969,0.004921535639658331,0.007641330215113547,0.0001634198669796317,0.005967944939540344,0.0,1.0,0.0,,,,,20.0,160.0
0.074,0.33,1.45,0.005,0.005,0.0408,0.009,170.0,21.0,1.0,200.0,250.0,14.0,0.2,2.179798058177118,0.7503360209044192,0.420194144769954,0.5123040163099908,0.0006,0.004377256048188279,0.0017109764050092348,0.012808471231911703,0.0,1.0,4.0,463.0,537.0,31.2,78.8,,
0.074,0.33,1.45,0.005,0.005,0.0408,0.009,170.0,21.0,1.0,200.0,0.0,0.0,1.4069911723738948,1.1474793313753615,0.33471908100284087,0.5522816143671081,0.5084523414386661,0.0006,0.011748347688736257,0.0006286175325343884,0.005967944939540344,0.0,1.0,4.0,,,,,-60.0,28.0
0.074,0.33,1.45,0.005,0.005,0.0408,0.009,170.0,21.0,1.0,200.0,0.0,0.0,1.0918788995581854,5.080533793276169,1.0115788694209669,0.01,0.11,0.0006,0.02516907300992253,0.0009304737963240785,0.029433723341313688,0.0,1.0,4.0,,,,,-36.0,100.0
0.074,0.33,1.45,0.005,0.005,0.0408,0.009,170.0,21.0,1.0,200.0,0.0,0.0,0.3871259964287545,3.809294485003123,0.5340305593391644,0.2919683136959413,0.11,0.0006,0.017770338896873173,0.0006286175325343884,0.00823134156211619,0.0,1.0,4.0,,,,,,
0.073,0.34,1.49,0.004,0.007,0.0396,0.0084,170.0,21.0,1.0,200.0,250.0,14.0,0.10925605754837509,1.1474793313753615,0.32072224017663337,0.019434882143860396,0.3967164062453866,0.0016,0.007641330215113547,0.0006286175325343884,0.005967944939540344,0.0,1.0,4.0,482.0,548.0,33.6,78.8,,
0.073,0.34,1.49,0.004,0.007,0.0396,0.0084,170.0,21.0,1.0,200.0,0.0,0.0,1.2232468318692398,5.796471250021042,0.396966291346844,0.01,0.1941229369443055,0.0016,0.01663539853493104,0.0005576607734919564,0.03946133682567645,0.0,1.0,4.0,,,,,-85.0,28.0
0.073,0.34,1.49,0.004,0.007,0.0396,0.0084,170.0,21.0,1.0,200.0,0.0,0.0,1.3102320263540848,1.1474793313753615,0.0807367187801975,0.6895510525949056,0.07530850727054164,0.0016,0.005704386580202636,0.00028735446072313854,0.005967944939540344,0.0,1.0,4.0,,,,,-59.0,100.0
0.073,0.34,1.49,0.004,0.007,0.0396,0.0084,170.0,21.0,1.0,200.0,0.0,0.0,0.5890238876955233,1.6415425279649527,0.049273436956071226,0.6202761606933871,0.15673586231310024,0.0016,0.002771562112543556,0.0006286175325343884,0.0025306303786977076,0.0,1.0,4.0,,,,,,
0.071,0.36,1.46,0.004,0.006,0.04,0.0085,170.0,21.0,1.0,200.0,250.0,14.0,0.40660428238973095,5.277541426655751,0.8556101459386104,0.8773979989789901,0.11,0.0022,0.007641330215113547,0.00034594873556354324,0.046655776749514384,0.0,1.0,4.0,497.0,563.0,30.6,77.0,,
0.071,0.36,1.46,0.004,0.006,0.04,0.0085,170.0,21.0,1.0,200.0,0.0,0.0,1.7603933709620092,1.1474793313753615,0.41134195041027605,0.01,0.21727299368478065,0.0022,0.018219524679946333,7.580471526359603e-06,0.003692757602152305,0.0,1.0,4.0,,,,,-82.0,28.0
0.071,0.36,1.46,0.004,0.006,0.04,0.0085,170.0,21.0,1.0,200.0,0.0,0.0,0.2,0.508463690745085,0.4976944696723209,0.10973880063936145,0.24426893196240382,0.0022,0.010861228213993105,0.000342518947481095,0.005967944939540344,0.0,1.0,4.0,,,,,-65.0,100.0
0.071,0.36,1.46,0.004,0.006,0.04,0.0085,170.0,21.0,1.0,200.0,0.0,0.0,0.8263996797937048,1.70769069457074,0.47528272356139944,0.022281329671204136,0.21885316166558272,0.0022,0.002931999228000419,0.0010471201344611687,0.028394933260801666,0.0,1.0,4.0,,,,,,
0.061,0.33,1.36,0.005,0.006,0.0419,0.0081,170.0,21.0,1.0,200.0,250.0,14.0,0.2,1.6952489945006521,0.6641028299038407,0.01,0.6933586348329623,0.0028,0.007641330215113547,0.000836586841105592,0.005967944939540344,0.0,1.0,4.0,474.0,538.0,32.2,78.8,,
0.061,0.33,1.36,0.005,0.006,0.0419,0.0081,170.0,21.0,1.0,200.0,0.0,0.0,1.2627616759159703,0.9103303572981615,0.396966291346844,0.01,0.20250544344214735,0.0028,0.016230971047289502,0.0018210198369891738,0.019517588615772893,0.0,1.0,4.0,,,,,-86.0,28.0
