Carbon concentration (weight%),Silicon concentration (weight%),Manganese concentration (weight%),Sulphur concentration (weight%),Phosphorus concentration (weight%),Nickel concentration (weight%),Chromium concentration (weight%),Molybdenum concentration (weight%),Vanadium concentration (weight%),Copper concentration (weight%),Cobalt concentration (weight%),Tungsten concentration (weight%),Oxygen concentration (ppm),Titanium concentration (ppm),Nitrogen concentration (ppm),Aluminium concentration (ppm),Boron concentration (ppm),Niobium concentration (ppm),Tin concentration (ppm),Arsenic concentration (ppm),Antimony concentration (ppm),Current (A),Voltage (V),AC or DC,Electrode positive or negative,Heat input (kJ/mm),Interpass temperature (deg C),Type of weld,Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J),Hardness (kg/mm2),50 % FATT,Primary ferrite in microstructure (%),Ferrite with second phase (%),Acicular ferrite (%),Martensite (%),Ferrite with carbide aggregate (%),Weld ID
0.08,0.33,1.41,0.006,0.009,-1,-1,-1,0.0005,-1,-1,-1,432.0,43.0,61.0,78.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,24.0,9.0,67.0,0.0,0.0,Evans-Al/CMn-1990-78aw
0.08,0.33,1.41,0.006,0.009,-1,-1,-1,0.0005,-1,-1,-1,432.0,43.0,61.0,78.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,391.0,504.0,31.8,78.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-78ht
0.08,0.33,1.41,0.006,0.009,-1,-1,-1,0.0005,-1,-1,-1,432.0,43.0,61.0,78.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,-1,-1,-1,-1,-89,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-78htch1
0.08,0.33,1.41,0.006,0.009,-1,-1,-1,0.0005,-1,-1,-1,432.0,43.0,61.0,78.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,-1,-1,-1,-1,-68,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-78htch2
0.08,0.37,1.42,0.006,0.009,-1,-1,-1,0.0005,-1,-1,-1,439.0,43.0,54.0,120.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,480.0,543.0,29.0,78.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-120aw
0.08,0.37,1.42,0.006,0.009,-1,-1,-1,0.0005,-1,-1,-1,439.0,43.0,54.0,120.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-86,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-120awch1
0.08,0.37,1.42,0.006,0.009,-1,-1,-1,0.0005,-1,-1,-1,439.0,43.0,54.0,120.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-28,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-120awch2
0.08,0.37,1.42,0.006,0.009,-1,-1,-1,0.0005,-1,-1,-1,439.0,43.0,54.0,120.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,397.0,518.0,31.0,79.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-120ht
0.08,0.37,1.42,0.006,0.009,-1,-1,-1,0.0005,-1,-1,-1,439.0,43.0,54.0,120.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,-1,-1,-1,-1,-91,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-120htch1
0.08,0.37,1.42,0.006,0.009,-1,-1,-1,0.0005,-1,-1,-1,439.0,43.0,54.0,120.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,-1,-1,-1,-1,-69,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-120htch2
0.076,0.37,1.36,0.005,0.009,-1,-1,-1,0.0005,-1,-1,-1,422.0,36.0,54.0,190.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,485.0,549.0,31.4,79.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-190aw
0.076,0.37,1.36,0.005,0.009,-1,-1,-1,0.0005,-1,-1,-1,422.0,36.0,54.0,190.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-86,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-190awch1
0.076,0.37,1.36,0.005,0.009,-1,-1,-1,0.0005,-1,-1,-1,422.0,36.0,54.0,190.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-58,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-190awch2
0.076,0.37,1.36,0.005,0.009,-1,-1,-1,0.0005,-1,-1,-1,422.0,36.0,54.0,190.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,20.0,3.0,77.0,0.0,0.0,Evans-Al/CMn-1990-190aw
0.076,0.37,1.36,0.005,0.009,-1,-1,-1,0.0005,-1,-1,-1,422.0,36.0,54.0,190.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,403.0,519.0,29.1,78.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-190ht
0.076,0.37,1.36,0.005,0.009,-1,-1,-1,0.0005,-1,-1,-1,422.0,36.0,54.0,190.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,-1,-1,-1,-1,-92,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-190htch1
0.076,0.37,1.36,0.005,0.009,-1,-1,-1,0.0005,-1,-1,-1,422.0,36.0,54.0,190.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,-1,-1,-1,-1,-74,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-190htch2
0.078,0.44,1.31,0.005,0.008,-1,-1,-1,0.0005,-1,-1,-1,431.0,36.0,52.0,340.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,491.0,564.0,28.2,78.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-340aw
0.078,0.44,1.31,0.005,0.008,-1,-1,-1,0.0005,-1,-1,-1,431.0,36.0,52.0,340.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-88,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-340awch1
0.078,0.44,1.31,0.005,0.008,-1,-1,-1,0.0005,-1,-1,-1,431.0,36.0,52.0,340.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-63,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-340awch2
0.078,0.44,1.31,0.005,0.008,-1,-1,-1,0.0005,-1,-1,-1,431.0,36.0,52.0,340.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,21.0,7.0,72.0,0.0,0.0,Evans-Al/CMn-1990-340aw
0.078,0.44,1.31,0.005,0.008,-1,-1,-1,0.0005,-1,-1,-1,431.0,36.0,52.0,340.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,409.0,528.0,31.0,78.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-340ht
0.078,0.44,1.31,0.005,0.008,-1,-1,-1,0.0005,-1,-1,-1,431.0,36.0,52.0,340.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,-1,-1,-1,-1,-90,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-340htch1
0.078,0.44,1.31,0.005,0.008,-1,-1,-1,0.0005,-1,-1,-1,431.0,36.0,52.0,340.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,-1,-1,-1,-1,-74,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-340htch2
0.076,0.51,1.3,0.005,0.008,-1,-1,-1,0.0005,-1,-1,-1,423.0,43.0,50.0,490.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,485.0,560.0,25.2,78.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-490aw
0.076,0.51,1.3,0.005,0.008,-1,-1,-1,0.0005,-1,-1,-1,423.0,43.0,50.0,490.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-90,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-490awch1
0.076,0.51,1.3,0.005,0.008,-1,-1,-1,0.0005,-1,-1,-1,423.0,43.0,50.0,490.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-55,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-490awch2
0.076,0.51,1.3,0.005,0.008,-1,-1,-1,0.0005,-1,-1,-1,423.0,43.0,50.0,490.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,21.0,17.0,62.0,0.0,0.0,Evans-Al/CMn-1990-490aw
0.076,0.51,1.3,0.005,0.008,-1,-1,-1,0.0005,-1,-1,-1,423.0,43.0,50.0,490.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,417.0,528.0,29.0,78.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-490ht
0.076,0.51,1.3,0.005,0.008,-1,-1,-1,0.0005,-1,-1,-1,423.0,43.0,50.0,490.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,-1,-1,-1,-1,-84,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-490htch1
0.076,0.51,1.3,0.005,0.008,-1,-1,-1,0.0005,-1,-1,-1,423.0,43.0,50.0,490.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,-1,-1,-1,-1,-69,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-490htch2
0.079,0.57,1.32,0.004,0.008,-1,-1,-1,0.0005,-1,-1,-1,422.0,38.0,48.0,610.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,491.0,570.0,29.2,77.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-610aw
0.079,0.57,1.32,0.004,0.008,-1,-1,-1,0.0005,-1,-1,-1,422.0,38.0,48.0,610.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-74,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-610awch1
0.079,0.57,1.32,0.004,0.008,-1,-1,-1,0.0005,-1,-1,-1,422.0,38.0,48.0,610.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-38,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-610awch2
0.079,0.57,1.32,0.004,0.008,-1,-1,-1,0.0005,-1,-1,-1,422.0,38.0,48.0,610.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,19.0,26.0,55.0,0.0,0.0,Evans-Al/CMn-1990-610aw
0.079,0.57,1.32,0.004,0.008,-1,-1,-1,0.0005,-1,-1,-1,422.0,38.0,48.0,610.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,443.0,550.0,29.4,76.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-610ht
0.079,0.57,1.32,0.004,0.008,-1,-1,-1,0.0005,-1,-1,-1,422.0,38.0,48.0,610.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,-1,-1,-1,-1,-88,28.0,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-610htch1
0.079,0.57,1.32,0.004,0.008,-1,-1,-1,0.0005,-1,-1,-1,422.0,38.0,48.0,610.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,-1,-1,-1,-1,-52,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-Al/CMn-1990-610htch2
0.073,0.35,0.64,0.005,0.004,-1,-1,-1,0.0003,-1,-1,-1,428.0,38.0,77.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,402.0,494.0,33.3,77.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-A3aw
0.073,0.35,0.64,0.005,0.004,-1,-1,-1,0.0003,-1,-1,-1,428.0,38.0,77.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-45,100.0,-1,-1,48.0,26.0,26.0,0.0,0.0,Evans-V/Mn-1991-A3awch
0.073,0.35,0.64,0.005,0.004,-1,-1,-1,0.0003,-1,-1,-1,428.0,38.0,77.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,329.0,447.0,36.4,80.5,-54,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-A3ht
0.071,0.36,0.63,0.007,0.006,-1,-1,-1,0.021,-1,-1,-1,435.0,43.0,78.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,436.0,513.0,29.2,77.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-A210aw
0.071,0.36,0.63,0.007,0.006,-1,-1,-1,0.021,-1,-1,-1,435.0,43.0,78.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-43,100.0,-1,-1,45.0,14.0,41.0,-1,-1,Evans-V/Mn-1991-A210awch
0.071,0.36,0.63,0.007,0.006,-1,-1,-1,0.021,-1,-1,-1,435.0,43.0,78.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,398.0,481.0,30.8,76.0,-47,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-A210ht
0.071,0.4,0.64,0.008,0.006,-1,-1,-1,0.0435,-1,-1,-1,411.0,36.0,88.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,478.0,546.0,28.2,78.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-A435aw
0.071,0.4,0.64,0.008,0.006,-1,-1,-1,0.0435,-1,-1,-1,411.0,36.0,88.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-43,100.0,-1,-1,41.0,7.0,52.0,0.0,0.0,Evans-V/Mn-1991-A435awch
0.071,0.4,0.64,0.008,0.006,-1,-1,-1,0.0435,-1,-1,-1,411.0,36.0,88.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,446.0,526.0,-1,76.0,-30,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-A435ht
0.074,0.36,0.63,0.008,0.005,-1,-1,-1,0.06,-1,-1,-1,432.0,31.0,75.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,488.0,548.0,25.6,77.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-A600aw
0.074,0.36,0.63,0.008,0.005,-1,-1,-1,0.06,-1,-1,-1,432.0,31.0,75.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-42,100.0,-1,-1,35.0,6.0,59.0,0.0,0.0,Evans-V/Mn-1991-A600awch
0.074,0.36,0.63,0.008,0.005,-1,-1,-1,0.06,-1,-1,-1,432.0,31.0,75.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,458.0,547.0,25.6,76.0,-28,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-A600ht
0.072,0.36,0.64,0.008,0.006,-1,-1,-1,0.0815,-1,-1,-1,436.0,34.0,84.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,490.0,563.0,25.2,77.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-A815aw
0.072,0.36,0.64,0.008,0.006,-1,-1,-1,0.0815,-1,-1,-1,436.0,34.0,84.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-40,100.0,-1,-1,34.0,6.0,60.0,0.0,0.0,Evans-V/Mn-1991-A815awch
0.072,0.36,0.64,0.008,0.006,-1,-1,-1,0.0815,-1,-1,-1,436.0,34.0,84.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,483.0,576.0,25.2,76.0,-22,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-A815ht
0.077,0.35,1.02,0.007,0.005,-1,-1,-1,0.0004,-1,-1,-1,399.0,41.0,75.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,443.0,522.0,31.1,77.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-B4aw
0.077,0.35,1.02,0.007,0.005,-1,-1,-1,0.0004,-1,-1,-1,399.0,41.0,75.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-60,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-B4awch
0.077,0.35,1.02,0.007,0.005,-1,-1,-1,0.0004,-1,-1,-1,399.0,41.0,75.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,332.0,461.0,33.3,80.3,-80,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-B4ht
0.076,0.34,1.01,0.007,0.007,-1,-1,-1,0.0215,-1,-1,-1,426.0,37.0,75.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,456.0,534.0,25.0,79.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-B215aw
0.076,0.34,1.01,0.007,0.007,-1,-1,-1,0.0215,-1,-1,-1,426.0,37.0,75.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-69,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-B215awch
0.076,0.34,1.01,0.007,0.007,-1,-1,-1,0.0215,-1,-1,-1,426.0,37.0,75.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,434.0,515.0,29.8,78.9,-67,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-B215ht
0.078,0.31,1.04,0.007,0.006,-1,-1,-1,0.044,-1,-1,-1,429.0,32.0,48.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,505.0,570.0,24.8,77.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-B440aw
0.078,0.31,1.04,0.007,0.006,-1,-1,-1,0.044,-1,-1,-1,429.0,32.0,48.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-63,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-B440awch
0.078,0.31,1.04,0.007,0.006,-1,-1,-1,0.044,-1,-1,-1,429.0,32.0,48.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,478.0,554.0,27.2,78.0,-51,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-B440ht
0.076,0.33,1.04,0.007,0.006,-1,-1,-1,0.061,-1,-1,-1,429.0,31.0,70.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,509.0,576.0,25.6,77.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-B610aw
0.076,0.33,1.04,0.007,0.006,-1,-1,-1,0.061,-1,-1,-1,429.0,31.0,70.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-59,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-B610awch
0.076,0.33,1.04,0.007,0.006,-1,-1,-1,0.061,-1,-1,-1,429.0,31.0,70.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,493.0,569.0,27.0,77.0,-44,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-B610ht
0.077,0.32,1.05,0.008,0.006,-1,-1,-1,0.085,-1,-1,-1,400.0,34.0,72.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,538.0,592.0,25.2,74.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-B850aw
0.077,0.32,1.05,0.008,0.006,-1,-1,-1,0.085,-1,-1,-1,400.0,34.0,72.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-60,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-B850awch
0.077,0.32,1.05,0.008,0.006,-1,-1,-1,0.085,-1,-1,-1,400.0,34.0,72.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,538.0,609.0,25.4,75.0,-40,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-B850ht
0.077,0.31,1.33,0.007,0.005,-1,-1,-1,0.0004,-1,-1,-1,419.0,38.0,80.0,5.0,5.0,6.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,463.0,541.0,27.1,75.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-C4aw
0.077,0.31,1.33,0.007,0.005,-1,-1,-1,0.0004,-1,-1,-1,419.0,38.0,80.0,5.0,5.0,6.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-68,100.0,-1,-1,22.0,17.0,61.0,0.0,0.0,Evans-V/Mn-1991-C4awch
0.077,0.31,1.33,0.007,0.005,-1,-1,-1,0.0004,-1,-1,-1,419.0,38.0,80.0,5.0,5.0,6.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,372.0,497.0,31.4,76.4,-81,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-C4ht
0.072,0.33,1.22,0.008,0.006,-1,-1,-1,0.019,-1,-1,-1,447.0,29.0,85.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,486.0,545.0,29.6,78.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-C190aw
0.072,0.33,1.22,0.008,0.006,-1,-1,-1,0.019,-1,-1,-1,447.0,29.0,85.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-66,100.0,-1,-1,25.0,3.0,72.0,0.0,0.0,Evans-V/Mn-1991-C190awch
0.072,0.33,1.22,0.008,0.006,-1,-1,-1,0.019,-1,-1,-1,447.0,29.0,85.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,455.0,533.0,28.4,77.9,-67,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-C190ht
0.077,0.26,1.36,0.007,0.007,-1,-1,-1,0.0425,-1,-1,-1,410.0,29.0,79.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,536.0,590.0,24.4,78.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-C425aw
0.077,0.26,1.36,0.007,0.007,-1,-1,-1,0.0425,-1,-1,-1,410.0,29.0,79.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-70,100.0,-1,-1,22.0,5.0,73.0,0.0,0.0,Evans-V/Mn-1991-C425awch
0.077,0.26,1.36,0.007,0.007,-1,-1,-1,0.0425,-1,-1,-1,410.0,29.0,79.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,526.0,594.0,26.0,76.0,-62,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-C425ht
0.078,0.3,1.35,0.007,0.007,-1,-1,-1,0.0595,-1,-1,-1,405.0,30.0,76.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,521.0,589.0,22.6,76.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-C595aw
0.078,0.3,1.35,0.007,0.007,-1,-1,-1,0.0595,-1,-1,-1,405.0,30.0,76.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,0.0,0.0,-1,-1,-1,-1,-70,100.0,-1,-1,19.0,4.0,77.0,0.0,0.0,Evans-V/Mn-1991-C595awch
0.078,0.3,1.35,0.007,0.007,-1,-1,-1,0.0595,-1,-1,-1,405.0,30.0,76.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,580.0,2.0,527.0,600.0,26.0,75.0,-60,100.0,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-C595ht
0.076,0.26,1.36,0.007,0.006,-1,-1,-1,0.1005,-1,-1,-1,407.0,29.0,83.0,5.0,5.0,5.0,-1,-1,-1,170.0,21.0,0,1,1.0,200.0,0,250.0,14.0,599.0,638.0,20.8,74.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,Evans-V/Mn-1991-C1005aw
