Carbon concentration (weight%),Silicon concentration (weight%),Manganese concentration (weight%),Sulphur concentration (weight%),Phosphorus concentration (weight%),Oxygen concentration (%),Nitrogen concentration (%),Current (A),Voltage (V),Heat input (kJ/mm),Interpass temperature (deg C),Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Nickel concentration (weight%),Chromium concentration (weight%),Molybdenum concentration (weight%),Vanadium concentration (weight%),Copper concentration (weight%),Titanium concentration (%),Aluminium concentration (%),Boron concentration (%),Niobium concentration (%),AC or DC,Electrode positive or negative,Type of weld,Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J),Hardness (kg/mm2),target
0.045,0.33,1.85,0.007,0.016,0.0421,0.0082,170.0,21.0,1.0,200.0,250.0,14.0,1.5785586372761944,0.0,0.4724704287225336,0.018,0.0689008499176028,5.778404616497458e-05,0.007,0.0004904532110347,0.0001729863954199,0.0,1.0,0.0,514.0,588.0,28.0,76.8,,,,-1
0.08,0.26,1.74,0.007,0.008,0.0411,0.009,170.0,21.0,1.0,200.0,0.0,0.0,1.4940627286672523,0.8097163482588825,1.050147371508518,0.083,0.2199027491749513,0.0025,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-61.0,100.0,,-1
0.088,0.37,1.59,0.011,0.01,0.0491,0.0077,180.0,23.0,1.0,250.0,0.0,0.0,0.2952315709832447,3.610735823976277,0.6107866170697682,0.0350130404944664,0.0089065168955918,0.012,0.003,0.0009619238763573,0.0301841919617293,0.0,1.0,0.0,478.0,,,,-60.0,81.0,,-1
0.089,0.33,1.69,0.007,0.008,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2128340265879234,5.858576939216873,0.5205602440435615,0.0534309522159379,0.0830941423361074,0.0059729219396102,0.007,0.0004573921281905,0.0417832466192528,0.0,1.0,0.0,490.0,597.0,30.2,75.0,-20.0,151.0,,-1
0.073,0.39,1.55,0.012,0.018,0.0463,0.0072,650.0,30.0,2.925,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0053120843999462,0.022,0.0003375383436648,0.0,0.0,1.0,1.0,441.0,553.0,28.4,72.0,,,,-1
0.079,0.57,1.32,0.004,0.008,0.0422,0.0048,170.0,21.0,1.0,200.0,0.0,0.0,0.0869000683715588,1.358306689377657,0.4724704287225336,0.0005,0.3779221345161931,0.0038,0.061,0.0005,0.0005,0.0,1.0,0.0,,,,,-38.0,100.0,,-1
0.1,0.34,1.42,0.009,0.028,0.0345,0.0087,170.0,24.0,2.1,107.0,620.0,1.0,1.92,0.05,0.35,0.01,0.05,0.0266516639989535,0.0204529918414599,0.0009609627867389,0.0010296041462781,0.0,1.0,0.0,765.0,858.0,20.6,,-14.0,50.0,,-1
0.072,0.34,1.33,0.006,0.008,0.0427,0.0057,170.0,21.0,1.0,200.0,0.0,0.0,0.3069291882935484,8.346228341222663,1.26883657090493,0.1654465281972432,0.0830941423361074,0.019,0.015,0.0025414398171513,0.0375560599613712,0.0,1.0,0.0,,,,,-52.0,100.0,,-1
0.081,0.16,0.97,0.021,0.024,0.0584,0.0095,550.0,28.0,3.6,100.0,0.0,0.0,0.15,0.07,0.02,0.01,0.19,0.01,0.005,0.001,0.02,0.0,1.0,1.0,451.0,545.0,,74.0,12.0,70.0,,-1
0.078,0.28,0.64,0.008,0.007,0.0482,0.0095,170.0,21.0,1.0,200.0,250.0,14.0,0.0,2.15,0.0,0.0005,0.0,0.0042,0.0005,0.0005,0.0005,0.0,0.0,0.0,598.0,685.0,18.0,68.6,8.0,100.0,,-1
0.073,0.76,1.14,0.015,0.018,0.0711,0.0046,650.0,30.0,2.925,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0223119045301307,0.035,0.000977024840902,0.0,0.0,1.0,1.0,481.0,577.0,27.8,65.0,,,,-1
0.145,0.35,1.76,0.006,0.007,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,1.3343425494620078,6.62200196675726,0.7607338258760354,0.1741828286423035,0.3897611570097173,0.0150093108795473,0.0085191906426511,0.0009216700782781,0.0402282164425364,0.0,1.0,0.0,567.0,679.0,24.0,69.8,-70.0,27.0,,-1
0.049,0.34,1.42,0.005,0.013,0.041,0.009,170.0,21.0,1.0,150.0,0.0,0.0,0.2128340265879234,1.358306689377657,0.5014899584985458,0.018,0.0040060603212362,0.0035559537532572,0.0107527731637307,0.0007737474008898,0.0064964916110869,0.0,1.0,0.0,468.0,551.0,29.4,78.7,-53.0,100.0,,-1
0.071,0.4,1.55,0.013,0.019,0.0423,0.0081,550.0,30.0,2.475,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0200467802148852,0.02,0.001588166607798,0.0,0.0,1.0,1.0,439.0,549.0,28.8,71.0,,,,-1
0.09,0.59,1.1,0.013,0.02,0.054,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,2.0607534762100244,2.4,0.8,0.0738329938899753,0.0705746012987829,0.0049630740230542,0.0053371708212943,0.0018891356926956,0.0071528406455359,0.0,1.0,0.0,648.0,743.0,18.0,58.0,,,247.0,-1
0.045,0.31,1.39,0.005,0.007,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.6124232620375486,0.4913053941070202,0.885352987654956,0.0460608714622159,0.2387131148159662,0.0059729219396102,0.007,0.000246320624113,0.0095327024331119,0.0,1.0,0.0,414.0,502.0,31.0,80.6,-40.0,172.0,,-1
0.089,0.22,1.05,0.007,0.013,0.0592,0.046,180.0,34.0,1.0,175.0,750.0,8.0,3.740602472461223,9.0,1.04,0.23,0.1356743739965655,0.0395560914216844,0.0198678831042324,0.0064,0.07,0.0,1.0,0.0,643.0,777.0,15.7,60.2,0.0,28.0,,-1
0.045,0.26,1.69,0.007,0.012,0.0421,0.0082,170.0,21.0,2.2,200.0,250.0,14.0,1.7638688960012705,4.544479374061696,0.6313015182104629,0.1337742168953393,0.0830941423361074,0.0152081124733832,0.0200040061642121,0.0014208176587483,0.0078692306400687,0.0,1.0,0.0,456.0,548.0,32.0,78.8,,,,-1
0.096,0.13,0.73,0.018,0.022,0.0373,0.0081,625.0,72.24,4.4,200.0,0.0,0.0,0.0006930572715334,0.6413044070460391,0.43,0.01,0.14,0.0055469973512083,0.0170213761170709,0.0012145446520194,0.0203840480810902,0.0,1.0,3.0,353.0,491.0,32.0,67.0,-40.0,72.0,,-1
0.074,0.36,0.63,0.008,0.005,0.0432,0.0075,170.0,21.0,1.0,200.0,0.0,0.0,0.951371927204149,2.420219515702802,0.0884603261054969,0.06,0.0051688797527081,0.0031,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-42.0,100.0,,-1
0.1,0.19,0.53,0.007,0.007,0.022,0.0082,500.0,32.0,2.0,250.0,690.0,10.0,0.2,2.7,1.03,0.0635715652692792,0.1798910853842822,0.0222123565630758,0.015,0.002242565102282,0.036361337926999,0.0,1.0,5.0,456.0,592.0,29.0,,24.0,270.0,,-1
0.073,0.35,0.64,0.005,0.004,0.0428,0.0077,170.0,21.0,1.0,200.0,250.0,14.0,1.108471327516258,1.358306689377657,0.0545813263182131,0.0003,0.0941756774929013,0.0038,0.0005,0.0005,0.0005,0.0,1.0,0.0,402.0,494.0,33.3,77.5,,,,-1
0.078,0.44,1.31,0.005,0.008,0.0431,0.005,170.0,21.0,1.0,200.0,0.0,0.0,1.1651646744579234,1.3214138195505027,0.0010487276571035,0.120861214447477,0.1521897515110334,0.0036,0.034,0.0011197398005837,0.042381570178441,0.0,1.0,0.0,,,,,-88.0,28.0,,-1
0.052,0.33,1.81,0.007,0.013,0.0421,0.0082,170.0,21.0,1.0,200.0,250.0,14.0,0.2128340265879234,1.1,0.3580455582830191,0.018,0.0830941423361074,0.0059729219396102,0.007,0.0007737474008898,0.0078692306400687,0.0,1.0,0.0,692.0,723.0,21.6,70.9,,,,-1
0.08,0.39,1.37,0.007,0.006,0.032,0.009,170.0,21.0,1.0,200.0,580.0,2.0,0.874539667532261,1.7079474940965744,0.6723977914877142,0.0005,0.0830941423361074,0.0215,0.0005,0.0005,0.0005,0.0,1.0,0.0,429.0,537.0,28.4,77.5,-70.0,100.0,,-1
0.073,0.28,1.39,0.007,0.007,0.0454,0.0076,170.0,21.0,1.0,200.0,250.0,14.0,0.95,0.0,0.0,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0,0.0,0.0,470.0,550.0,26.0,78.0,-13.0,100.0,,-1
0.05,0.38,1.42,0.007,0.009,0.0421,0.0082,170.0,21.0,0.6,200.0,250.0,14.0,1.0570454217213574,0.0420954467102696,0.4535470765258966,0.018,0.0830941423361074,0.0120738487717312,0.007,0.0007737474008898,0.0078692306400687,0.0,1.0,0.0,511.0,575.0,26.8,78.7,,,,-1
0.075,0.35,0.66,0.009,0.007,0.0396,0.0071,170.0,21.0,1.0,200.0,0.0,0.0,0.2128340265879234,2.1534926338408256,0.6904172043164964,0.0005,0.3095620674192538,0.0096,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-40.0,100.0,,-1
0.063,0.3,0.64,0.008,0.008,0.0453,0.0074,170.0,21.0,1.0,200.0,250.0,14.0,0.0,0.0,0.0,0.0005,0.53,0.0043,0.0005,0.0005,0.0005,0.0,0.0,0.0,417.0,498.0,29.2,78.9,-94.0,28.0,,-1
0.048,0.13,1.06,0.014,0.016,0.0768,0.0266,300.0,28.0,1.96,150.0,690.0,10.0,0.23,2.02,1.3,0.02,0.0194330092501844,0.0187156900448664,0.0019495792862504,0.000764948235137,0.0197319182441223,0.0,1.0,2.0,506.0,598.0,22.0,70.0,-20.0,68.0,,-1
0.098,0.39,2.25,0.008,0.014,0.033,0.0088,180.0,23.0,1.0,250.0,0.0,0.0,0.960544602860372,4.84537859106444,0.8745779741997924,0.1476506979476567,0.1033712182824148,0.013,0.003,0.0022423248146385,0.0135337487754065,0.0,1.0,0.0,541.0,,,,-40.0,95.0,,-1
0.079,0.39,1.37,0.005,0.011,0.0446,0.0047,170.0,21.0,1.0,200.0,250.0,14.0,1.3990031161762222,5.767775870151592,0.394614299230957,0.1743655948981788,0.4768349990230057,0.0005,0.025,0.0019547015768575,0.0688161177772423,0.0,1.0,0.0,437.0,538.0,25.2,78.9,,,,-1
0.076,0.51,1.3,0.005,0.008,0.0423,0.005,170.0,21.0,1.0,200.0,580.0,2.0,1.3945681658794675,1.358306689377657,0.4724704287225336,0.0005,0.4888094676779859,0.0043,0.049,0.0005,0.0005,0.0,1.0,0.0,417.0,528.0,29.0,78.9,-69.0,100.0,,-1
0.1,0.35,0.9,0.008,0.016,0.0368,0.0398,450.0,30.0,2.0,200.0,760.0,2.0,0.6,8.6,0.98,0.18,0.0830941423361074,0.0074540109973049,0.007,0.0004915952750398,0.005,0.0,1.0,1.0,834.0,,,,,,,-1
0.091,0.2,1.04,0.007,0.013,0.0591,0.048,180.0,34.0,1.0,175.0,750.0,8.0,0.3237007954069877,9.02,1.01,0.24,0.0373894818845577,0.0145855334322865,0.0080568973674542,0.0032,0.062,0.0,1.0,0.0,642.0,778.0,16.8,59.8,-13.0,28.0,,-1
0.089,0.33,1.69,0.007,0.008,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2128340265879234,5.168167147009355,0.6139175679015831,0.1054941792405191,0.2955889102059157,0.0138257044711025,0.0213298406497163,0.0018373014716014,0.0524040382053049,0.0,1.0,0.0,490.0,597.0,30.2,75.0,-40.0,114.0,,-1
0.079,0.33,1.35,0.008,0.007,0.0375,0.0078,170.0,21.0,1.0,200.0,250.0,14.0,0.3047484852255482,1.3195534578319998,0.024382564528835,0.0005,0.2718623596170183,0.014,0.0005,0.0005,0.0005,0.0,1.0,0.0,464.0,544.0,29.4,78.9,,,,-1
0.088,0.34,1.33,0.008,0.007,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.4203287986838832,5.37101806633365,0.7038752043222117,0.1016508202018231,0.0830941423361074,0.0067460276364764,0.0090106491051199,0.0009982806066986,0.0031552311188804,0.0,1.0,0.0,461.0,568.0,28.6,77.9,-60.0,106.0,,-1
0.043,0.24,1.37,0.008,0.013,0.0421,0.0082,170.0,21.0,4.3,200.0,0.0,0.0,0.4869803880473989,1.46861025804099,0.5545336093350177,0.0054821030706346,0.1597170758592842,0.0116435220430161,0.00834763268153,0.0004270018385983,0.0447709939520523,0.0,1.0,0.0,,,,,-27.0,100.0,,-1
0.065,0.33,1.83,0.003,0.01,0.0291,0.0076,180.0,23.0,1.0,250.0,0.0,0.0,0.2128340265879234,3.543061148629222,0.5295856205950438,0.1250900661389497,0.0830941423361074,0.009,0.007,0.001481774641958,0.0413472255021705,0.0,1.0,0.0,496.0,,,,20.0,174.0,,-1
0.08,0.25,0.8,0.01,0.01,0.0421,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.0131803416702698,0.0043618604465351,0.0014948706691443,0.0260118103693095,0.0,1.0,1.0,527.0,627.0,,,,,,-1
0.12,0.3,1.51,0.006,0.013,0.0421,0.0082,650.0,33.0,3.3,300.0,250.0,2.0,0.09,0.07,0.27,0.036,0.15,0.005,0.016,0.000883221772956,0.005,0.0,1.0,1.0,630.0,,32.0,76.0,,,,-1
0.08,0.36,1.02,0.014,0.014,0.0513,0.0051,650.0,30.0,2.925,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0235767966311188,0.023,0.0012148783578487,0.0,0.0,1.0,1.0,378.0,477.0,31.0,75.0,,,,-1
0.077,0.27,1.46,0.008,0.007,0.0459,0.0081,170.0,21.0,1.0,200.0,0.0,0.0,1.3459196594945375,1.358306689377657,1.2153592879512236,0.078352499250615,0.456379769585131,0.0028,0.0191931712346674,1.637853375061635e-05,0.0078692306400687,0.0,1.0,0.0,471.0,544.0,25.2,77.0,,,,-1
0.08,0.33,1.41,0.006,0.009,0.0432,0.0061,170.0,21.0,1.0,200.0,580.0,2.0,0.2128340265879234,1.358306689377657,0.0317138397853593,0.0005,0.62808608897358,0.0043,0.0078,0.0005,0.0005,0.0,1.0,0.0,391.0,504.0,31.8,78.9,-68.0,100.0,,-1
0.042,0.14,1.33,0.012,0.015,0.0735,0.0236,300.0,28.0,1.96,150.0,690.0,10.0,0.26,2.39,1.21,0.015,0.0840510643706281,0.0146296821700555,0.0079745549039709,0.0009619425741408,0.0078692306400687,0.0,1.0,2.0,520.0,620.0,20.0,54.0,-80.0,6.0,,-1
0.068,0.35,1.06,0.006,0.009,0.0416,0.0063,170.0,21.0,1.0,200.0,580.0,2.0,2.212297259870774,0.027,0.8196383316720095,0.0119409167707672,0.2872428271740632,0.0036,0.007,0.0007497934958333,0.0018545685525889,0.0,1.0,0.0,,,,,-78.0,100.0,,-1
0.06,0.42,2.0,0.01,0.02,0.0371,0.0117,170.0,21.0,1.8,100.0,250.0,16.0,0.02,0.0669164070206219,0.01,0.018,0.02,0.0059729219396102,0.007,0.0007737474008898,0.0327704422721689,0.0,1.0,0.0,583.0,664.0,,,,,,-1
0.08,0.25,0.8,0.01,0.01,0.0421,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.0059729219396102,0.007,0.00038612361507,0.0207635125707507,0.0,1.0,1.0,504.0,612.0,,,-30.0,170.0,,-1
0.068,0.39,1.51,0.007,0.009,0.0278,0.0166,170.0,21.0,1.0,200.0,0.0,0.0,0.3970616441155853,1.358306689377657,0.4662770436389958,0.018,0.0607961708967622,0.03,0.0246495143200894,0.0007975305136328,0.0078692306400687,0.0,1.0,0.0,546.0,611.0,24.0,78.0,,,,-1
0.076,0.26,1.36,0.007,0.006,0.0407,0.0083,170.0,21.0,1.0,200.0,580.0,2.0,0.5819821106393805,3.4724885587093226,0.3524523569645506,0.1005,0.0792150102473828,0.0029,0.0005,0.0005,0.0005,0.0,1.0,0.0,574.0,642.0,22.6,73.0,-36.0,100.0,,-1
0.08,0.28,1.39,0.011,0.015,0.034,0.0054,650.0,33.0,3.3,300.0,0.0,0.0,0.028,0.03,0.17,0.049,0.044,0.005,0.012,0.0003180622149707,0.015,0.0,1.0,1.0,562.0,694.0,22.0,55.0,,,,-1
0.094,0.17,1.0,0.008,0.012,0.0636,0.016,180.0,34.0,1.0,175.0,750.0,8.0,2.4005893950959214,8.99,1.03,0.21,0.101396588579782,0.0059729219396102,0.007,0.0003,0.052,0.0,1.0,0.0,558.0,705.0,20.8,64.5,-14.0,28.0,,-1
0.125,0.39,0.88,0.025,0.028,0.047,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.2128340265879234,2.5,1.4,0.1207489043262076,0.3613455459969829,0.0150192215784879,0.0283542621578089,0.0025240319826778,0.0204446400190396,0.0,1.0,0.0,646.0,737.0,18.0,63.0,,,253.0,-1
0.06,0.32,1.23,0.002,0.002,0.038,0.008,163.0,25.0,1.2,175.0,760.0,2.0,1.01,8.4,0.89,0.22,0.01,0.01,0.01,0.0016378876045379,0.03,0.0,1.0,0.0,,,,,,,257.0,-1
0.11,0.14,0.73,0.002,0.005,0.0254,0.0026,500.0,29.0,2.9,200.0,690.0,8.0,1.5244582561657545,2.3,1.03,0.27,0.3457707720788862,0.0113614230008565,0.0327341617511704,0.0024576173080153,0.02,1.0,0.0,1.0,,738.0,,,-40.0,17.0,,-1
0.043,0.33,1.0,0.006,0.013,0.0421,0.0082,170.0,21.0,1.0,200.0,250.0,14.0,1.1,1.358306689377657,0.508989511079383,0.018,0.0830941423361074,0.0128676919356606,0.0121584132438248,0.0004545983410882,0.0078692306400687,0.0,1.0,0.0,475.0,541.0,29.6,77.9,,,,-1
0.047,0.33,1.42,0.006,0.01,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.6319985189860138,0.53,0.4554855687993703,0.1079058768996265,0.6150407461762589,0.0041607530813029,0.0214125369388133,0.0010282826390945,0.0267682583783971,0.0,1.0,0.0,514.0,600.0,25.8,76.0,-35.0,100.0,,-1
0.07,0.08,0.98,0.01,0.01,0.0891,0.0097,300.0,28.0,2.04,150.0,690.0,10.0,0.27,2.07,1.07,0.015,0.0572645520839505,0.0102970304290597,0.007,0.0004687684947077,0.0217717539635091,0.0,1.0,2.0,440.0,540.0,24.0,67.0,-40.0,19.0,,-1
0.041,0.33,1.01,0.006,0.011,0.0421,0.0082,170.0,21.0,1.0,200.0,0.0,0.0,0.49,2.8234349943908668,0.0663213600778056,0.1550396178178248,0.1281367946974972,0.0120760017342654,0.0258046206258278,0.0017909205058298,0.0130741395547784,0.0,1.0,0.0,,,,,,,,-1
0.038,0.24,0.55,0.007,0.005,0.0421,0.0082,170.0,21.0,2.2,200.0,250.0,14.0,0.1859362934467315,1.0903993553262563,0.0435671971617584,0.018,0.0830941423361074,0.0033925944311508,0.007,0.0007737474008898,0.0320904931454883,0.0,1.0,0.0,389.0,457.0,30.0,80.6,,,,-1
0.04,0.24,0.82,0.009,0.01,0.03,0.0082,165.0,25.0,1.0,200.0,0.0,0.0,2.2,1.358306689377657,0.2773822120938616,0.018,0.62,0.015,0.0386922642710947,0.0024069554515002,0.0222867801853652,0.0,2.0,0.0,525.0,623.0,21.0,65.0,,,,-1
0.11,0.14,0.73,0.002,0.005,0.0254,0.0026,500.0,29.0,2.9,200.0,690.0,24.0,2.3284160121867408,2.3,1.03,0.27,0.256587944420271,0.0126058072007394,0.0461099635681239,0.0039609138167368,0.02,1.0,0.0,1.0,,685.0,,,,,,-1
0.084,0.415,1.24,0.011,0.015,0.048,0.0086,170.0,21.0,2.4,100.0,550.0,1.83,0.05,0.037,0.385,0.0368012614333196,0.105,0.0078136553797393,0.0147242085643908,0.0013925691917889,0.0033572185656967,0.0,1.0,1.0,,,,,-79.0,40.0,,-1
0.074,0.33,1.45,0.005,0.005,0.0408,0.009,170.0,21.0,1.0,200.0,0.0,0.0,0.2128340265879234,1.1500530182330573,0.5654549187514616,0.069240659040699,0.0830941423361074,0.0006,0.0115788267890489,0.0004963029727808,0.0175312198798203,0.0,1.0,4.0,,,,,-36.0,100.0,,-1
0.06,0.28,0.55,0.024,0.041,0.0421,0.007,170.0,21.0,2.2,250.0,0.0,0.0,1.26,0.0,0.0,0.01,0.02,0.007,0.0035,0.0008016952966921,0.006,0.0,1.0,0.0,475.8,564.1,28.0,70.5,,,220.0,-1
0.09,0.4,1.6,0.016,0.016,0.04,0.008,650.0,33.0,3.3,300.0,0.0,0.0,0.04,0.055,0.015,0.0875202033955483,0.11,0.0059729219396102,0.027,0.0012796621402443,0.015,0.0,1.0,1.0,507.0,647.0,22.0,60.0,,,,-1
0.068,0.35,1.51,0.006,0.006,0.0351,0.0087,170.0,21.0,1.0,200.0,0.0,0.0,1.478086245561686,2.2219442815270813,0.6094665349607467,0.1335283083339579,0.090029505186042,0.01,0.0144967156688023,0.0018362983626994,0.004516755701739,0.0,1.0,4.0,,,,,-47.0,100.0,,-1
0.07,0.08,0.98,0.01,0.01,0.0891,0.0097,300.0,28.0,2.04,150.0,690.0,10.0,0.27,2.07,1.07,0.015,0.2069590991673966,0.0004045803873411,0.0078670429617821,0.0007737474008898,0.0078692306400687,0.0,1.0,2.0,440.0,540.0,24.0,67.0,70.0,210.0,,-1
0.077,0.3,1.0,0.008,0.007,0.0464,0.0083,170.0,21.0,1.0,200.0,580.0,2.0,0.9362291939565236,0.0636773338361564,0.4724704287225336,0.0005,0.1104103458757564,0.0007,0.0005,0.0005,0.0005,0.0,1.0,0.0,372.0,480.0,30.5,78.9,-66.0,100.0,,-1
0.095,0.36,1.05,0.007,0.008,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.4591394370102769,5.549006638615967,1.2101690101805886,0.0941925567764902,0.0830941423361074,0.00470300146496,0.007,0.0016082617482982,0.0092323458001259,0.0,1.0,0.0,435.0,546.0,34.0,77.0,-50.0,74.0,,-1
0.097,0.18,1.0,0.007,0.015,0.0667,0.0529,180.0,34.0,1.0,175.0,750.0,8.0,0.93,9.1,0.96,0.19,0.1934325472254612,0.0033508777761039,0.007,0.0022836622519964,0.046,0.0,1.0,0.0,531.0,738.0,17.3,58.1,,,,-1
0.065,0.34,0.97,0.007,0.008,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.8461219882178462,3.7807494728048514,0.436099340743161,0.1494679184801336,0.2672986163951972,0.005591400841746,0.0157024390099355,0.0016880182823931,0.0191306705080383,0.0,1.0,0.0,418.0,500.0,35.0,80.6,-60.0,45.0,,-1
0.096,0.16,1.01,0.007,0.013,0.0672,0.0552,180.0,34.0,1.0,175.0,750.0,8.0,0.0,9.16,0.99,0.19,0.0830941423361074,0.0083853030027411,0.007,0.0011347987192433,0.045,0.0,1.0,0.0,525.0,696.0,19.8,64.4,,,,-1
0.13,0.37,1.83,0.01,0.011,0.0318,0.0063,180.0,23.0,1.0,250.0,0.0,0.0,0.2128340265879234,5.92546493785758,1.0613760321688173,0.143159146927092,0.0830941423361074,0.013,0.003,0.0016901681796459,0.0304010973673395,0.0,1.0,0.0,526.0,,,,-20.0,136.0,,-1
0.076,0.25,1.45,0.008,0.006,0.0457,0.0078,170.0,21.0,1.0,200.0,250.0,14.0,0.0,0.0,0.5,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0,0.0,0.0,523.0,610.0,19.4,75.0,-50.0,28.0,,-1
0.048,0.33,1.37,0.008,0.013,0.0421,0.0082,170.0,21.0,1.0,200.0,0.0,0.0,2.2132219677375184,1.08,0.4960130821709398,0.12016265239855,0.5447873205114013,0.0033606580996295,0.0141945693343568,0.0024503255287943,0.0317429556291932,0.0,1.0,0.0,,,,,-40.0,100.0,,-1
0.076,0.29,1.74,0.008,0.006,0.0415,0.0092,170.0,21.0,1.0,200.0,580.0,2.0,0.2128340265879234,0.4070332400619119,0.4724704287225336,0.0004,0.0830941423361074,0.0035,0.0005,0.0005,0.0006,0.0,1.0,0.0,414.0,518.0,29.2,78.4,-71.0,100.0,,-1
0.068,0.35,1.51,0.006,0.006,0.0351,0.0087,170.0,21.0,1.0,200.0,250.0,14.0,0.4927878445081242,1.1873751938665178,1.2450464193582185,0.018,0.1859148216684155,0.01,0.007,0.0002201374872803,0.0307791161334442,0.0,1.0,4.0,499.0,569.0,29.0,77.9,,,,-1
0.082,0.18,0.75,0.014,0.02,0.0381,0.0109,625.0,72.24,4.4,200.0,0.0,0.0,0.4848317549921357,0.4092950677790733,0.02,0.005,0.22,0.0061470471686722,0.0104219877935405,0.0005360424801365,0.01236977155738,0.0,1.0,3.0,349.0,456.0,36.0,72.0,-50.0,117.0,,-1
0.077,0.26,1.73,0.007,0.008,0.0423,0.0072,170.0,21.0,1.0,200.0,580.0,2.0,0.2128340265879234,1.1573570992077025,0.1515312421856807,0.0235,0.0830941423361074,0.0027,0.0005,0.0005,0.0005,0.0,1.0,0.0,523.0,602.0,25.6,75.0,-59.0,100.0,,-1
0.06,0.49,0.67,0.011,0.009,0.085,0.0082,500.0,32.0,2.0,250.0,690.0,10.0,0.21,2.63,1.06,0.0793039611430377,0.1669850926262589,0.0093814611787818,0.015,0.0009346978566117,0.0363598077291991,0.0,1.0,5.0,469.0,592.0,27.0,,0.0,68.0,,-1
0.071,0.42,1.39,0.007,0.005,0.0446,0.0065,170.0,21.0,1.0,200.0,0.0,0.0,1.03934505779666,5.234463442465028,0.5284435307169915,0.151242311835508,0.0745320687143516,0.042,0.015,0.0035980469205453,0.008392399166565,0.0,1.0,0.0,,,,,-74.0,28.0,,-1
0.043,0.12,0.86,0.011,0.017,0.0922,0.0123,300.0,20.0,2.08,150.0,690.0,10.0,0.2,2.01,0.93,0.02,0.1083579832870239,0.0127090163520767,0.007,0.0012139997471021,0.0125616526682948,0.0,1.0,2.0,505.0,600.0,19.0,69.0,30.0,65.0,,-1
0.071,0.36,1.09,0.006,0.009,0.0418,0.0071,170.0,21.0,1.0,200.0,580.0,2.0,1.0506661514866975,0.41,0.6111800669595158,0.0258144798660187,0.4373629012563391,0.0041,0.0081423470990262,0.0004067143563012,0.0257803083996394,0.0,1.0,0.0,,,,,-73.0,100.0,,-1
0.1,0.43,0.96,0.003,0.006,0.036,0.043,145.0,20.0,1.0,200.0,750.0,2.0,0.17,8.6,0.97,0.22,0.02,1e-06,1e-06,0.0016946693872196,0.02,0.0,1.0,0.0,,,,,-20.0,8.0,,-1
0.062,0.29,0.62,0.007,0.007,0.05,0.0072,170.0,21.0,1.0,200.0,250.0,14.0,3.01,0.0,0.0,0.0005,0.0,0.0006,0.0005,0.0005,0.0005,0.0,0.0,0.0,457.0,543.0,27.6,77.0,-65.0,100.0,,-1
0.075,0.32,1.83,0.006,0.007,0.0346,0.0082,170.0,21.0,1.0,200.0,0.0,0.0,0.449864186548061,4.727899680541894,1.0509961186483567,0.0005,0.0830941423361074,0.017,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-52.0,100.0,,-1
0.073,0.3,1.32,0.008,0.007,0.0401,0.0077,170.0,21.0,1.0,200.0,0.0,0.0,1.0624569752837103,1.358306689377657,0.6042204028496215,0.0005,0.0830941423361074,0.0075,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-52.0,100.0,,-1
0.051,0.31,1.64,0.005,0.016,0.033,0.006,180.0,34.0,1.0,200.0,250.0,14.0,1.2685251532075137,1.818626456712373,0.4383473497643125,0.1447833434222799,0.2046700904822713,0.0166342912506422,0.0270783886179334,0.0020309237839594,0.0236662289191395,0.0,1.0,0.0,497.0,559.0,30.0,77.8,,,,-1
