Carbon concentration (weight%),Silicon concentration (weight%),Manganese concentration (weight%),Sulphur concentration (weight%),Phosphorus concentration (weight%),Oxygen concentration (%),Titanium concentration (%),Nitrogen concentration (%),Current (A),Voltage (V),Heat input (kJ/mm),Interpass temperature (deg C),Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Nickel concentration (weight%),Chromium concentration (weight%),Molybdenum concentration (weight%),Vanadium concentration (weight%),Copper concentration (weight%),Aluminium concentration (%),Boron concentration (%),Niobium concentration (%),Tin concentration (%),Arsenic concentration (%),Antimony concentration (%),Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J),Hardness (kg/mm2),Primary ferrite in microstructure (%),Ferrite with second phase (%),Acicular ferrite (%),AC or DC,Electrode positive or negative,Type of weld,Weld ID
0.147,0.36,1.02,0.007,0.007,0.0422,0.0042,0.008,170.0,21.0,1.0,200.0,580.0,2.0,0.7368702524606299,3.232485727954779,0.90797605660735,0.022262570286458658,0.5014977494588042,0.018386928755414034,-0.0005061939380910862,0.004735766716401381,0.000763064808729415,-0.003312125661960592,-0.0031823197513776713,670.5240554968311,789.1621501543349,20.91412095880087,55.67945841566114,-40.0,98.0,304.16743084683895,-10.711715848427064,101.9704094562661,-2.6500083470593108,0.0,1,0,Evans-StressRelief-1991-0.145Bch-40
0.147,0.36,1.02,0.007,0.007,0.0422,0.0042,0.008,170.0,21.0,1.0,200.0,580.0,2.0,1.0829998044667715,0.7222946688782295,-0.11716249835695752,0.04527564146654749,0.08633219210926853,0.007349900655478444,-7.501204654528966e-05,-0.02836995448978664,0.0020322932503278974,0.0035672822912109024,0.004142993149262035,493.90285344739976,570.6899458981828,26.770863867481467,74.12220451725148,-20.0,150.0,217.52728727927612,6.849236947617854,-6.616009161205858,92.94536374384329,0.0,1,0,Evans-StressRelief-1991-0.145Bch-20
0.147,0.36,1.02,0.007,0.007,0.0422,0.0042,0.008,170.0,21.0,1.0,200.0,580.0,2.0,0.5021977928020491,-1.5325161374491558,0.5478907262911752,0.06300923368313806,0.1263212736726195,-0.003193714511768508,0.001989495588960722,0.014452564610097944,0.006307944653612745,-0.0016186561725741212,0.005349884139735896,552.5880203645848,657.7575063754729,24.201887250775297,68.91372686917681,20.0,197.0,266.65766386633754,1.3543887014865899,0.7092058247920439,89.93137861067845,0.0,1,0,Evans-StressRelief-1991-0.145Bch20
0.147,0.35,1.38,0.007,0.007,0.0422,0.0042,0.008,170.0,21.0,1.0,200.0,580.0,2.0,-0.45639851978086443,4.793213821090335,0.5943401121647701,0.04548138886867409,-0.22315258607313132,0.040019471280353144,-0.0005627600580700269,0.03277526669075492,0.003534722741484893,-0.007503988256561265,0.011950672335520567,513.0,623.0,27.4,72.9,-0.6653561311108369,154.50639149310453,280.72999139709316,47.16311301472922,15.447887733459137,29.401591452940885,0.0,1,0,Evans-StressRelief-1991-0.145C
0.147,0.35,1.38,0.007,0.007,0.0422,0.0042,0.008,170.0,21.0,1.0,200.0,580.0,2.0,0.43542162898553793,1.4928377640659356,0.44179591700455006,0.11233321077690842,0.22674332280474263,-0.007551017516122414,0.0008723687735949438,0.005724990686568826,0.00971669650220466,0.014251021328579336,0.007702274358687762,438.5766860699739,527.9981537029372,30.68046807424602,77.32089697200277,-70.0,38.0,236.01972962611018,28.057162203497334,-18.520333656550434,106.25138806218392,0.0,1,0,Evans-StressRelief-1991-0.145Cch-70
0.147,0.35,1.38,0.007,0.007,0.0422,0.0042,0.008,170.0,21.0,1.0,200.0,580.0,2.0,0.9315641830560594,4.793745871192492,0.1879984724876661,0.1838848436142969,-0.37205315697535407,-0.009639494055921781,0.00014555185923152095,0.024653873954049756,0.008205645189731504,0.006051378960662344,0.005004725121463659,771.1616274649894,790.2987225414308,20.419071693234837,71.99861748120462,-60.0,57.0,269.64534429139866,56.067851902318495,18.732970923068923,28.138876219131987,0.0,1,0,Evans-StressRelief-1991-0.145Cch-60
0.147,0.35,1.38,0.007,0.007,0.0422,0.0042,0.008,170.0,21.0,1.0,200.0,580.0,2.0,0.15914809407023436,-3.1045331888985332,-0.32669970544873045,-0.23034687452927516,0.04784793785736084,-0.0011867604409606814,-0.0008080393979977591,0.013942469349685092,-0.008858316530783958,-0.0004113126883494977,0.013375639523538499,475.44421752764583,573.0692920185761,27.04590869858278,68.50380201409781,-50.0,80.0,157.27123173853784,-22.93464291062131,77.96511718472861,37.57728723900075,0.0,1,0,Evans-StressRelief-1991-0.145Cch-50
0.147,0.35,1.38,0.007,0.007,0.0422,0.0042,0.008,170.0,21.0,1.0,200.0,580.0,2.0,0.7884022327445991,5.382542529068619,0.16540348174560682,0.25844947776230454,0.008732369927317601,-0.0016310865175005688,0.0013729714377477443,0.03261788731992013,0.004918992865041371,0.015530085050715521,0.00337326990995595,425.28039022391016,485.10384146815113,30.617108055246756,76.3170777881793,-40.0,104.0,190.02485208154377,45.38976672957575,22.176838164478127,18.705074317151677,0.0,1,0,Evans-StressRelief-1991-0.145Cch-40
0.147,0.35,1.38,0.007,0.007,0.0422,0.0042,0.008,170.0,21.0,1.0,200.0,580.0,2.0,0.8167460757881154,2.3775542557900864,-0.29903506600078694,0.021292973576229238,-0.2275487082962489,0.026386409137884724,0.0009106944248913987,0.020718807819462177,0.004304208836231861,0.0057626485275355365,0.00845568726410727,629.5795393293561,743.7855327010861,25.209427942786956,55.977560043848925,-20.0,150.0,225.57392274909577,56.54585103058602,-2.235949424780446,46.66282679725966,0.0,1,0,Evans-StressRelief-1991-0.145Cch-20
0.147,0.35,1.38,0.007,0.007,0.0422,0.0042,0.008,170.0,21.0,1.0,200.0,580.0,2.0,0.23408645653108423,0.17699834541602644,0.7712608248050192,-0.13053543461826922,-0.06811315012277863,0.018821277747428145,0.0002950131934546673,0.0159637706388963,0.0011401990519156009,-0.005093708708943545,0.007579412008421527,460.9291517287,628.7339064018571,21.87855303209662,70.64998733574663,20.0,184.0,168.35402685830184,-44.048348290634166,65.29603419982392,80.52744767075507,0.0,1,0,Evans-StressRelief-1991-0.145Cch20
0.145,0.35,1.76,0.006,0.007,0.0422,0.0042,0.008,170.0,21.0,1.0,200.0,580.0,2.0,0.6890953343828272,1.5577194333267936,0.5914823761192147,0.13897629059804367,-0.19232890725590757,0.010572986626024763,-0.0001175467427374519,0.002692498121214447,0.012314607967379935,0.018960425209614697,0.0018214186658119123,567.0,679.0,24.0,69.8,-112.44029477865118,-23.791644596786995,250.33159834638673,50.24640507688732,42.13710691134862,12.25379705858088,0.0,1,0,Evans-StressRelief-1991-0.145D
0.145,0.35,1.76,0.006,0.007,0.0422,0.0042,0.008,170.0,21.0,1.0,200.0,580.0,2.0,-0.5468022632879127,3.48052842022875,0.5096833756360336,0.031313433457810874,0.9508383290769471,-0.008933705152166016,0.0005681482464322893,-0.010209592651287165,0.0063733290131516036,0.016280582914712603,0.015964221154520175,227.7625379141617,354.2599875294788,36.39267144772422,80.39572903928041,-70.0,27.0,177.40787593124824,42.70392734129102,6.252645371185384,66.10961866929298,0.0,1,0,Evans-StressRelief-1991-0.145Dch-70
0.145,0.35,1.76,0.006,0.007,0.0422,0.0042,0.008,170.0,21.0,1.0,200.0,580.0,2.0,0.46628383826050646,-4.928257766899243,0.07468562210144447,-0.0500247182476146,0.44138752771388307,0.009778074303049257,-0.000549222802335078,-0.03755921192503848,-0.006094573401600075,-0.009516842443777374,-0.004962558425103052,544.7465005923219,647.0252028158966,23.945343455895877,62.05452557099267,-60.0,32.0,255.48057348875503,-51.074326000234805,24.170341278707905,112.88180724729673,0.0,1,0,Evans-StressRelief-1991-0.145Dch-60
0.145,0.35,1.76,0.006,0.007,0.0422,0.0042,0.008,170.0,21.0,1.0,200.0,580.0,2.0,0.7911332349671643,4.675515227862932,-0.4449778500266901,0.20951533235027686,0.715101936093558,-0.0025270959752767587,0.00132489831547973,-0.006449765246639438,0.012378131824024446,0.019857873879592078,-0.0031142693119397286,512.182215524206,604.0088996292654,28.326902083364203,68.48058986282331,-50.0,42.0,272.66704756058175,47.743714014139435,1.4786585190961552,54.34785830613892,0.0,1,0,Evans-StressRelief-1991-0.145Dch-50
0.145,0.35,1.76,0.006,0.007,0.0422,0.0042,0.008,170.0,21.0,1.0,200.0,580.0,2.0,0.20069428928868607,3.414214479290784,-0.04323355280601654,0.024329544081196766,0.24087211657385652,-0.012766274161181427,0.0004062737692532945,-0.023442629656037876,0.0040294631788445594,-0.003115817714755587,0.023564109049748427,170.60550799568156,192.6030704703831,43.46658475080513,98.8267789396264,-40.0,55.0,198.65808609662915,27.35379328832014,3.3221199744945276,50.641340426788815,0.0,1,0,Evans-StressRelief-1991-0.145Dch-40
0.145,0.35,1.76,0.006,0.007,0.0422,0.0042,0.008,170.0,21.0,1.0,200.0,580.0,2.0,-0.23210694943129961,4.555133373334579,1.554165400696314,-0.01759049380347269,-0.09360778847440641,-0.011989261773938657,0.00029153319763977744,0.02089110559941204,0.014106043242798799,0.014478018357990799,0.009435826138136191,454.13801470127345,498.79353417206363,29.458595718930543,80.9384052554893,-20.0,117.0,178.14246369154517,17.526910396588057,-44.840155275181054,124.0875664452037,0.0,1,0,Evans-StressRelief-1991-0.145Dch-20
0.145,0.35,1.76,0.006,0.007,0.0422,0.0042,0.008,170.0,21.0,1.0,200.0,580.0,2.0,-0.5851335084626954,8.36551088220952,1.1838552757898848,0.16607082002875723,0.08346354927337721,0.02387410628711407,0.00041832361089156407,0.03234552719337984,-0.0009680839264936273,0.0066479068933319495,0.004239553252603183,463.80329395624585,538.6842065091786,31.397719270589228,79.26052218629634,20.0,160.0,83.69930743260502,-13.583274023323156,28.580782616747424,74.58077268942803,0.0,1,0,Evans-StressRelief-1991-0.145Dch20
0.074,0.33,1.45,0.005,0.005,0.0408,0.0006,0.009,170.0,21.0,1.0,200.0,250.0,14.0,1.287314904828892,-3.5922255799436877,-0.5877393267198892,-0.0441374639465016,0.4804497468223607,-0.024671295596223893,-0.0003373604281877376,-0.021121723465564367,0.0032975868329660246,0.00575566374229623,-0.0069789773592459515,463.0,537.0,31.2,78.8,-90.98186163908629,0.9131222455815333,242.483279991002,11.964705445214683,68.4331857353213,25.67751971706151,0.0,1,4,Evans-Ti/CMn-1992-P0
0.074,0.33,1.45,0.005,0.005,0.0408,0.0006,0.009,170.0,21.0,1.0,200.0,0.0,0.0,0.48816415111751216,-0.5849616100779957,-0.049154606214778185,0.01286163971638572,0.39905313786558416,0.0306546259719394,-0.0002528425669699754,-0.03549392596487238,0.005584017513484564,0.0025252629341591714,0.014369925265188425,635.2812889542877,685.3997685595865,19.01727359566277,64.28028558431159,-60.0,28.0,299.8131030788838,32.02141018913002,34.613103425616586,28.963142199658154,0.0,1,4,Evans-Ti/CMn-1992-P0ch1
0.074,0.33,1.45,0.005,0.005,0.0408,0.0006,0.009,170.0,21.0,1.0,200.0,0.0,0.0,0.7710875481532642,0.6208522406367152,0.7203792642308791,0.030296264096751707,-0.03329051863232184,0.007214299828375157,2.542043128437254e-06,-0.036543059299057414,0.010479675277144187,-0.0005806212672367222,0.0065428373393717956,639.462599003053,732.9305775462661,23.46146132225515,64.08670269844552,-36.0,100.0,215.4848145803788,-1.5398453515062958,11.085687349434277,113.54794742853196,0.0,1,4,Evans-Ti/CMn-1992-P0ch2
0.074,0.33,1.45,0.005,0.005,0.0408,0.0006,0.009,170.0,21.0,1.0,200.0,0.0,0.0,0.1648226599119506,3.472636409883357,1.0534942208208773,0.05756565972937217,-0.3723864720196229,-0.024408588532614257,0.0024255059305675784,-0.0013712467838665008,0.003981525610847152,-0.000307571296409325,0.0007102248933714519,469.7969472444326,563.0598494221333,25.97793223694014,67.30169579302044,16.400008968516765,184.88798676898784,128.77214805290103,8.0,79.0,5.0,0.0,1,4,Evans-Ti/CMn-1992-P0mic
0.073,0.34,1.49,0.004,0.007,0.0396,0.0016,0.0084,170.0,21.0,1.0,200.0,250.0,14.0,0.09771325490039351,-2.7481774145821203,-0.4119970545150882,-0.17586498603803552,-0.22422483386508246,-0.0014792762047435562,0.00013316272581043745,-0.013584427643249035,0.012813669613610867,0.005470679231199949,-0.0015913286261752856,482.0,548.0,33.6,78.8,-40.996060216754906,194.62783526087568,157.31799403108144,29.839013777454397,32.590397859775464,24.26291333674572,0.0,1,4,Evans-Ti/CMn-1992-P0.1
0.073,0.34,1.49,0.004,0.007,0.0396,0.0016,0.0084,170.0,21.0,1.0,200.0,0.0,0.0,-0.3198879949733727,-8.811977883020699,-0.6439989361753722,-0.13260242275665024,-0.2540960186212063,-0.010013384808009215,-0.00042280628609703974,0.0030798144526664436,0.0015000434395390679,-0.004265223830072836,0.0021650275641127543,549.4286041960644,645.6690342853682,30.52813701126933,71.81532931217724,-85.0,28.0,264.3864872685947,-32.657774184593514,43.15194606092244,84.83153772693831,0.0,1,4,Evans-Ti/CMn-1992-P0.1ch1
0.073,0.34,1.49,0.004,0.007,0.0396,0.0016,0.0084,170.0,21.0,1.0,200.0,0.0,0.0,0.8929351065333556,-6.932035126955072,0.0925156367513163,-0.1258266736140579,0.7586962930371111,0.007038356903891816,0.000593274361763381,0.005148374980514828,0.006152326520072485,0.0025715546207909857,0.0018009069744813425,394.8464417757952,511.96642978409193,31.233396440132683,68.85884580162063,-59.0,100.0,190.88080106354806,32.8782489630104,24.294833085001716,52.65910240236395,0.0,1,4,Evans-Ti/CMn-1992-P0.1ch2
0.073,0.34,1.49,0.004,0.007,0.0396,0.0016,0.0084,170.0,21.0,1.0,200.0,0.0,0.0,0.07549501104039186,-2.8187040468253115,-0.2829301919972794,0.010081312444400681,-0.5855411746068968,0.019267461166525845,0.0005344226521013099,0.006125751124357257,0.014505859996650387,0.013529137626423871,-0.0014003085499470847,366.57031741367746,376.72940330753363,33.22757729935002,92.76172263739859,-108.69025475596375,72.44915759242325,208.5035847118651,16.0,21.0,82.0,0.0,1,4,Evans-Ti/CMn-1992-P0.1mic
0.071,0.36,1.46,0.004,0.006,0.04,0.0022,0.0085,170.0,21.0,1.0,200.0,250.0,14.0,-1.0285005352778347,-0.39966413473534174,0.1826944870933588,-0.05668076975940954,0.24073665874335207,0.02171514488182316,0.0002969300732380056,-0.009754164837267107,0.0020307911455147115,0.010792451218958048,0.009620390155504623,497.0,563.0,30.6,77.0,-2.4449780973349498,194.00641217885374,121.88677579043367,5.816050674627886,-43.98064303734606,121.88652195831887,0.0,1,4,Evans-Ti/CMn-1992-P0.2
0.071,0.36,1.46,0.004,0.006,0.04,0.0022,0.0085,170.0,21.0,1.0,200.0,0.0,0.0,-0.21105728363745635,-6.691397419925483,-0.9199014854442757,-0.015085048811336522,0.11561488449055601,0.020715412199908963,-0.0003686179483123874,0.010198797668463815,0.01067676111457472,0.002589725550137029,-0.004970589310023046,474.0961372099147,599.7198235211494,23.852673397763052,61.62153103902676,-82.0,28.0,124.49559520416318,56.84812714720771,8.338782838871907,34.075729001517566,0.0,1,4,Evans-Ti/CMn-1992-P0.2ch1
0.071,0.36,1.46,0.004,0.006,0.04,0.0022,0.0085,170.0,21.0,1.0,200.0,0.0,0.0,1.0879812294628648,0.8589808567416555,-0.37161575834639354,-0.11389414307719681,-0.4110312797173467,0.008184744779334422,0.0001208538760134385,0.007215457439813071,0.0048365382024696275,0.0030307802134374607,0.0041493946791749045,567.4817044685077,582.9188287966955,22.331414517689865,78.18793264050139,-65.0,100.0,223.7153677987504,18.49033658201131,-38.145961347356234,109.35381099523883,0.0,1,4,Evans-Ti/CMn-1992-P0.2ch2
0.071,0.36,1.46,0.004,0.006,0.04,0.0022,0.0085,170.0,21.0,1.0,200.0,0.0,0.0,1.591781201546474,0.0211108495654041,-0.17865013441396688,0.06776428544882046,0.2392557635068273,0.0299967319553755,-0.0006091933154599918,-0.01393623466850104,-0.0046676137554683365,-0.02901833252863343,0.011756207767487746,411.4605688191818,504.97783679853126,26.36982559305713,77.95040311980371,4.459226543102197,72.01671001452704,201.11392513382586,18.0,12.0,70.0,0.0,1,4,Evans-Ti/CMn-1992-P0.2mic
0.061,0.33,1.36,0.005,0.006,0.0419,0.0028,0.0081,170.0,21.0,1.0,200.0,250.0,14.0,-0.5948047300796335,7.336442879706805,1.428225764413211,0.24713248459678192,0.4907124908754937,0.017921921783606607,0.0017358600147365248,-0.00981971241251111,0.01590033208956717,0.01414141924144935,-0.007832034654779491,474.0,538.0,32.2,78.8,-62.52444573979925,10.13704291065305,149.7038605229983,15.517130208947016,41.57963498034162,44.860795298652825,0.0,1,4,Evans-Ti/CMn-1992-Q0.4
0.061,0.33,1.36,0.005,0.006,0.0419,0.0028,0.0081,170.0,21.0,1.0,200.0,0.0,0.0,-0.342731112573322,4.255927948147539,0.5497459394362345,0.24241514620882548,0.20436851648154092,0.013344924468685713,0.00025053134302477267,0.0025772289480519017,-0.00551454323803368,-0.0024423992954603776,0.009828196794289788,479.68705552544054,587.8262141323161,22.87310914755351,67.00942837795182,-86.0,28.0,125.83562228409328,60.12686597191115,-30.309678675431893,74.60244835016401,0.0,1,4,Evans-Ti/CMn-1992-Q0.4ch1
0.061,0.33,1.36,0.005,0.006,0.0419,0.0028,0.0081,170.0,21.0,1.0,200.0,0.0,0.0,-0.44557595163386665,4.407258798041941,1.3959721637020714,0.14498351279383942,0.4061584958742321,0.009999057406409061,0.00011541029784855781,0.01567170860371105,0.006222674929460648,0.0027027783623495586,0.00018932694410703286,570.8224888447235,651.8874743448558,23.564689657782647,71.84769897529678,-71.0,100.0,194.50873808858742,27.06368207351945,-12.941364087063803,82.32638790249229,0.0,1,4,Evans-Ti/CMn-1992-Q0.4ch2
0.061,0.33,1.36,0.005,0.006,0.0419,0.0028,0.0081,170.0,21.0,1.0,200.0,0.0,0.0,-0.7150948232868212,0.6070802143465173,0.30873563936009957,-0.2580263022844971,0.30600418794220474,0.007452094153746728,-0.0006429950284673742,-0.05385057328834303,0.003799803170296448,-0.002435207761728034,0.005810574821404414,131.7213056638595,275.4130194542893,36.591580880796904,92.18468575238845,7.767030923607301,85.63503579027498,178.26594113601456,23.0,8.0,69.0,0.0,1,4,Evans-Ti/CMn-1992-Q0.4mic
0.07,0.32,1.48,0.005,0.006,0.0373,0.0055,0.0075,170.0,21.0,1.0,200.0,250.0,14.0,1.8717508701425127,-4.231283562928887,0.7462357178291332,0.1340906580266094,0.028820291186560237,-0.000523351645492714,0.0004638420440085642,0.0004924586706220218,-0.005398754951698521,-0.0030078517578735514,0.00843995588655302,488.0,549.0,32.4,78.8,-67.47319087243079,143.40095327735435,283.4882396519769,-1.6133287086143895,54.015346601135384,47.28478529742026,0.0,1,4,Evans-Ti/CMn-1992-Q0.8
0.07,0.32,1.48,0.005,0.006,0.0373,0.0055,0.0075,170.0,21.0,1.0,200.0,0.0,0.0,-0.2716554193469858,-2.4691434113133717,1.1003197976297199,0.0008230466899060707,0.43907631697362887,0.03938705410308403,0.00027025347999556535,-0.015348576407238981,0.020196134731441953,0.020757720747803528,0.005139496977231338,556.0757982819343,624.7518024660812,23.632954644933083,63.845109495410874,-76.0,28.0,264.3744828617781,5.805070403325583,22.54528360635768,80.61601294504345,0.0,1,4,Evans-Ti/CMn-1992-Q0.8ch1
0.07,0.32,1.48,0.005,0.006,0.0373,0.0055,0.0075,170.0,21.0,1.0,200.0,0.0,0.0,0.007613297142297137,-0.9619211791764128,0.22037913581815027,0.004771914854517119,0.2031176816991892,0.010205058617735819,0.0005827610367215384,-0.02458572975186106,0.015788175239201778,0.00908160976063342,0.003933243157467528,569.4439328631613,693.3302805982414,24.093592089547688,64.96929495781264,-61.0,100.0,199.91208593220165,11.672745237166342,19.978102310019977,68.51990883561373,0.0,1,4,Evans-Ti/CMn-1992-Q0.8ch2
0.07,0.32,1.48,0.005,0.006,0.0373,0.0055,0.0075,170.0,21.0,1.0,200.0,0.0,0.0,0.5903351656373382,-4.430981994449015,-0.8627901067436425,0.16572696788408767,-0.20107152614501597,0.005157703500907202,-0.0005727177099081775,-0.0519321608526086,0.0036047036659006193,-0.00752573190104228,-0.0012918005229581708,412.7110423484195,518.7608194978019,29.47895342611753,76.05622090592954,-33.27941282304229,48.1490160178011,223.63242120282806,23.0,12.0,65.0,0.0,1,4,Evans-Ti/CMn-1992-Q0.8mic
0.068,0.32,1.38,0.004,0.005,0.0376,0.0077,0.0074,170.0,21.0,1.0,200.0,250.0,14.0,0.4323434078492942,7.492005192420451,0.8393656208705745,-0.025558742348879726,-0.18093982906920714,0.013612897028332356,-0.00025102917600210357,0.026161231869643743,0.011926379163868118,0.005113368029196468,0.005145578722945448,466.0,542.0,30.6,80.6,-73.44318947101387,18.110510933378755,135.33005421076672,23.48406010680329,-18.042381491780382,100.53528944242129,0.0,1,4,Evans-Ti/CMn-1992-Q1.2
0.068,0.32,1.38,0.004,0.005,0.0376,0.0077,0.0074,170.0,21.0,1.0,200.0,0.0,0.0,-0.04011796829731412,3.671378503888087,0.056726565637323034,-0.003318274864222405,0.9267006498815294,0.007440017044209586,0.0014573201445041138,-0.006638430239861262,0.02057662293059127,0.006324086816441175,0.008078908953544971,555.1817175137171,637.4018383071173,22.047517280067773,75.15611292834089,-68.0,28.0,177.54459051692072,25.639058339936934,31.014077876471788,42.850298162777364,0.0,1,4,Evans-Ti/CMn-1992-Q1.2ch1
0.068,0.32,1.38,0.004,0.005,0.0376,0.0077,0.0074,170.0,21.0,1.0,200.0,0.0,0.0,0.5371330762074449,-1.3843440385149388,-0.031328679262530246,0.09857451492061299,-0.6267413979633233,-0.0035338458205621355,0.0004422575313985909,0.006764863327060441,0.0007576063696281155,0.0045051886145007795,0.006561068128371396,826.1732753423423,805.4270122289487,15.692188718889572,62.7778763259095,-51.0,100.0,213.4694267201829,-35.06470746166294,-7.322284865853806,144.17505700562296,0.0,1,4,Evans-Ti/CMn-1992-Q1.2ch2
0.068,0.32,1.38,0.004,0.005,0.0376,0.0077,0.0074,170.0,21.0,1.0,200.0,0.0,0.0,0.0558316719779548,7.2849635981663905,0.2638538534442867,0.005948036495129417,-0.26055636495966394,0.008452546173214089,-0.0008733814248887608,0.004031248527360489,0.004253301809118006,0.0016108452258195415,0.009474561732986983,476.1099826216552,544.4824418399566,26.39401786574653,81.37485995464401,-74.76757981708295,105.02690963592805,164.9946606903507,25.0,15.0,60.0,0.0,1,4,Evans-Ti/CMn-1992-Q1.2mic
0.068,0.35,1.51,0.006,0.006,0.0351,0.01,0.0087,170.0,21.0,1.0,200.0,250.0,14.0,-1.7287388899201055,3.702073392813015,0.8099360385835144,0.13386219408003194,0.382266889288386,-0.0004501931367788103,0.0012359532742778681,0.010943921449665486,-0.002627674034610592,-0.002300877866789581,-0.006191728796193364,499.0,569.0,29.0,77.9,-62.50138110522322,127.127758869187,273.97129383811824,11.086975546464696,71.08948230002225,5.045346519890417,0.0,1,4,Evans-Ti/CMn-1992-R1.6
0.068,0.35,1.51,0.006,0.006,0.0351,0.01,0.0087,170.0,21.0,1.0,200.0,0.0,0.0,0.3604179049792311,2.210631792429239,0.7974523966500005,0.02037869328728166,-0.44621882721117834,0.0056602686732431075,-0.0012585543516131638,0.00048335495407612027,0.001619446567474665,0.011705003782364293,-0.00938751833542435,651.1285165776225,745.2197778515123,25.213666366284173,62.359353118939666,-66.0,28.0,353.07164908556666,30.74964259578092,-114.90971018066193,191.64939950611716,0.0,1,4,Evans-Ti/CMn-1992-R1.6ch1
0.068,0.35,1.51,0.006,0.006,0.0351,0.01,0.0087,170.0,21.0,1.0,200.0,0.0,0.0,0.25907984017694763,3.397987311622523,0.6778223080519189,0.002313682450821494,0.32382106836292845,0.024456790799026278,0.0008145538694398794,0.005548345521231356,0.005272402218862891,-0.008618658412253677,0.004974039054260311,469.50045428642494,544.7258959539087,33.664043393880675,77.19805220870101,-47.0,100.0,215.37213230155763,20.348118166829423,63.42470917601233,-6.811620711225469,0.0,1,4,Evans-Ti/CMn-1992-R1.6ch2
0.068,0.35,1.51,0.006,0.006,0.0351,0.01,0.0087,170.0,21.0,1.0,200.0,0.0,0.0,0.7767856268191019,-0.3935493742581052,1.0291414899645546,0.029604925556018576,-0.08595949310613203,0.011109826669826666,0.0018072059686326757,-0.023865915316457237,-0.012698453141333488,-1.2316843072604847e-05,0.009410469683850328,534.002073517274,617.5135773861576,22.752396328292505,69.77273349594047,-19.826070849996935,86.4837615695764,212.9041350999339,22.0,16.0,62.0,0.0,1,4,Evans-Ti/CMn-1992-R1.6mic
0.065,0.39,1.53,0.005,0.006,0.0351,0.014,0.0093,170.0,21.0,1.0,200.0,250.0,14.0,1.3708030593232414,3.7751490814847846,0.04797631235541522,0.1320468211608008,0.002928473827053288,0.02498515069075008,0.0013367605835894862,0.013778521954564735,0.0004921900532695927,-0.005102587651882137,-0.009554371929045838,513.0,579.0,27.0,77.9,5.514747849028982,166.23955203977323,237.25593203769742,36.21460080263597,-2.4482503040136105,54.46198141401892,0.0,1,4,Evans-Ti/CMn-1992-R2.4
0.065,0.39,1.53,0.005,0.006,0.0351,0.014,0.0093,170.0,21.0,1.0,200.0,0.0,0.0,2.6419497736255417,3.5204014993034716,-0.0043921193215896714,0.030101819955426438,-0.20337203601660014,0.020576550273524355,0.0005448350877502744,-0.0016100642275196034,0.0038585775568262017,0.006099083885185572,0.003760397797015245,752.3423408120213,818.2985772634623,23.643926654118168,59.09467720178177,-64.0,28.0,232.4975749755579,-1.0538033138315814,39.16316571834314,43.00456720213357,0.0,1,4,Evans-Ti/CMn-1992-R2.4ch1
0.065,0.39,1.53,0.005,0.006,0.0351,0.014,0.0093,170.0,21.0,1.0,200.0,0.0,0.0,-0.6204997350071739,1.9030244000819172,1.1215016605509847,-0.07323538402286205,0.08131314201332308,0.03493621491751944,0.0006868349918223769,-0.000547556189388408,0.007698518565590477,0.006429155566217643,-0.008053839312505695,669.7865582110521,787.6940351623055,21.416965475814127,54.62987019561146,-44.0,100.0,305.1870986158612,22.98718655392144,40.70952497806889,47.57432853125387,0.0,1,4,Evans-Ti/CMn-1992-R2.4ch2
0.065,0.39,1.53,0.005,0.006,0.0351,0.014,0.0093,170.0,21.0,1.0,200.0,0.0,0.0,-0.40526896979237315,-2.4681922728825243,-2.0936030851164746,-0.16895815837847125,-0.5967185007151184,0.019386601529158297,-0.00010915850060043628,-0.01787250440206541,0.0020715127331452986,-0.001241615570414255,0.006717662594683323,302.07028660212006,347.3606335110269,30.061591859712497,86.05204857943374,-134.55341792235333,2.8378976861769303,220.50221059815587,21.0,11.0,67.0,0.0,1,4,Evans-Ti/CMn-1992-R2.4ch2
0.07,0.48,1.64,0.005,0.006,0.029,0.021,0.0102,170.0,21.0,1.0,200.0,250.0,14.0,1.8374470076208262,1.8933210550259523,0.9434082614240087,0.107876476235026,-0.19188338528718457,0.007984847381614892,0.0012709800819011925,-0.01381055954359659,0.00785726540947925,-0.0006279533304651532,0.002147843557741254,515.0,592.0,27.2,78.9,-65.41148775353632,48.37288135550002,205.6547536360573,18.481269309280577,-31.78572657246596,101.00547761081273,0.0,1,4,Evans-Ti/CMn-1992-S3.6
0.07,0.48,1.64,0.005,0.006,0.029,0.021,0.0102,170.0,21.0,1.0,200.0,0.0,0.0,0.6535111655582356,-1.8759806920806716,-0.38155671713921874,0.11035247687745223,0.7503409789926814,-0.024829174370573623,0.0006369854670959931,0.02349205860537759,-0.0010527095317265363,0.000986000337645975,-0.008310816695344975,575.839056089446,653.4278171046049,28.516668224012655,71.35827552412667,-76.0,28.0,290.09810603093615,-8.32069462565583,86.69708500286013,2.3953715815993704,0.0,1,4,Evans-Ti/CMn-1992-S3.6ch1
